Unnamed: 0,name,typ,zone,netcap,seg1,seg2,seg3,mincap,ramp,minu,mind,var_om,no_load,st_cost,Name_Description,eGRID_Name,DOE,PLNOXRTA,PLSO2RTA,PLCO2RTA,PLN2ORTA,yr,SO2_lbs_MD,NOX_lbs_MD,PM_MD_KWH,CO2rate,NOXrate,SO2rate,Status,,
95,PNCHPP_1_PL1X2,ngct,PGE_valley,119.91,7.6,7.66,7.73,42,120,1,1,3.17,50.68493151,8393.7,Midway Peaking LLC,Midway Peaking,56639,0.212,0.007,"1,348.99",0.002,2017,14.3775,5.5695,1.258577,1.045969,0.1758,0.0052815,all,,
189,MIRLOM_6_PEAKER,ngct,SCE,46,7.6,7.66,7.73,17,46,1,1,3.17,19.45205479,3220,Mira Loma Peaker,Mira Loma Generating Station,56473,0.148,0.006,"1,209.56",0.002,2017,7.5925,6.163,1.339397,0.8825333,0.127287,0.0044553,all,,
248,MRGT_6_MMAREF,ngct,SDGE,48,7.9,7.96,8.03,17,48,1,1,3.17,20.2739726,3360,MIRAMAR ENERGY FACILITY,Miramar Energy Facility,56232,0.191,0.006,"1,200.20",0.002,2017,42.4165,13.772,4.557959,0.9265033,0.1625339,0.0046797,all,,
115,MOSSLD_7_UNIT6,ngst,PGE_valley,754,9.81,10.51,11.22,302,754,6,6,2,156.5644172,52780,Moss Landing 6,Moss Landing,260,0.06,0.004,821.061,0.002,2017,12.625,4.59495,0.3967329,,,,all,,
116,MOSSLD_7_UNIT7,ngst,PGE_valley,755,9.81,10.51,11.22,302,755,6,6,2,156.6871166,52850,Moss Landing 7,Moss Landing,260,0.06,0.004,821.061,0.002,2017,12.625,4.59495,0.3967329,,,,all,,
129,SBERDO_2_PSP3,ngcc,SCE,525,5.83,6.09,6.35,210,525,2,2,2,241.3284133,36750,MOUNTAINVIEW POWER PLANT POWER BLOCK 3,Mountainview Generating Station,358,0.092,0.004,864.292,0.002,2017,7.5925,6.163,1.339397,0.8954378,0.139338,0.0045204,all,,
130,SBERDO_2_PSP4,ngcc,SCE,525,5.83,6.09,6.35,210,525,2,2,2,241.3284133,36750,MOUNTAINVIEW POWER PLANT POWER BLOCK 4,Mountainview Generating Station,358,0.092,0.004,864.292,0.002,2017,7.5925,6.163,1.339397,0.8954378,0.139338,0.0045204,all,,
233,NIMTG_6_NIQF,ngct,SDGE,42.7,7.64,7.71,7.77,212,43,1,1,3.17,18.08219178,2989,NORTH ISLAND COGENERATION,North Island,10812,3.111,0.033,"1,188.83",0.002,2013,39.85193,12.9132,4.910952,,,,all,,
245,OGROVE_6_PL1X2,ngct,SDGE,96,11.9,11.97,12.03,18,96,1,1,3.17,40.54794521,6720,Orange Grove Energy Center,Orange Grove Project,56914,0.126,0.007,"1,324.64",0.002,2017,42.4165,13.772,4.557959,0.9774339,0.1502622,0.0049354,all,,
205,ORMOND_7_UNIT1,ngst,SCE,741.27,11.49,12.19,12.9,297,742,6,6,2,153.8650307,51888.9,Ormond Beach Unit 1,Ormond Beach Generating Station,350,0.09,0.007,"1,386.52",0.003,2017,18.6465,6.5475,2.061651,1.737128,0.1551978,0.00877,all,,
206,ORMOND_7_UNIT2,ngst,SCE,775,11.49,12.19,12.9,310,775,6,6,2,160.8588957,54250,Ormond Beach Unit 2,Ormond Beach Generating Station,350,0.09,0.007,"1,386.52",0.003,2017,18.6465,6.5475,2.061651,1.737128,0.1551978,0.00877,all,,
228,OTMESA_2_PL1X3,ngcc,SDGE,603.68,9.62,9.88,10.14,242,604,1,1,2,277.4907749,42257.6,Otay Mesa Energy Center,"Otay Mesa Energy Center, LLC",55345,0.074,0.005,899.2,0.002,2017,42.4165,13.772,4.557959,0.9203624,0.123049,0.0046462,all,,
227,PALOMR_2_PL1X3,ngcc,SDGE,575,9.7,9.96,10.22,230,575,2,2,2,264.2066421,40250,PALOMAR ENERGY CENTER,Palomar Energy Center,55985,0.047,0.004,859.439,0.002,2017,42.4165,13.772,4.557959,0.8520118,0.0871295,0.0043012,all,,
92,PNOCHE_1_UNITA1,ngct,PGE_valley,52.01,7.64,7.71,7.77,19,53,1,1,3.17,21.91780822,3640.7,Panoche - CalPeak,CalPeak Power - Panoche,55508,0.064,0.004,714.632,0.002,2017,14.3775,5.5695,1.258577,,,,all,,
93,PNCHEG_2_PL1X4,ngct,PGE_valley,401,7.64,7.71,7.77,141,401,1,1,3.17,169.0410959,28070,Panoche Energy Center,Panoche Energy Center,56803,0.103,0.006,"1,112.41",0.002,2017,14.3775,5.5695,1.258577,0.9145167,0.0990599,0.0046174,all,,
127,LEBECS_2_UNITS,ngcc,SCE,799.47,9.62,9.88,10.14,320,800,3,3,2,367.5276753,55962.9,PASTORIA ENERGY FACILITY,Pastoria Energy Facility,55656,0.045,0.004,851.502,0.002,2017,6.124,5.6725,1.414905,0.8809892,0.0903334,0.0044475,all,,
85,KINGCO_1_KINGBR,ngct,PGE_valley,34.5,8.02,8.08,8.15,13,35,1,1,3.17,14.52054795,2415,"PE - KES KINGSBURG,LLC",Kingsburg Cogen Facility,10405,0.188,0.007,"1,165.39",0.002,2017,14.3775,5.5695,1.258577,1.550224,0.27934,0.0078297,all,,
249,PIOPIC_2_CTG1,ngct,SDGE,106,7.87,7.94,8,17,106,1,1,3.17,44.65753425,7420,Pio Pico Unit 1,Pio Pico Energy Center LLC,57555,0.125,0.006,"1,182.32",0.002,2017,42.4165,13.772,4.557959,0.8003349,0.0903218,0.0040406,all,,
250,PIOPIC_2_CTG2,ngct,SDGE,106,7.87,7.94,8,34,106,1,1,3.17,44.65753425,7420,Pio Pico Unit 2,Pio Pico Energy Center LLC,57555,0.125,0.006,"1,182.32",0.002,2017,42.4165,13.772,4.557959,0.8003349,0.0903218,0.0040406,all,,
251,PIOPIC_2_CTG3,ngct,SDGE,106,7.87,7.94,8,17,106,1,1,3.17,44.65753425,7420,Pio Pico Unit 3,Pio Pico Energy Center LLC,57555,0.125,0.006,"1,182.32",0.002,2017,42.4165,13.772,4.557959,0.8003349,0.0903218,0.0040406,all,,
218,REDOND_7_UNIT5,ngst,SCE,178.87,11.19,11.89,12.6,72,179,6,6,2,37.17791411,12520.9,Redondo Unit 5,AES Redondo Beach,356,0.089,0.008,"1,557.28",0.003,2017,84.67,44.4715,12.63779,1.667197,0.20188,0.008417,all,,
219,REDOND_7_UNIT6,ngst,SCE,175,11.19,11.89,12.6,70,175,6,6,2,36.3190184,12250,Redondo Unit 6,AES Redondo Beach,356,0.089,0.008,"1,557.28",0.003,2017,84.67,44.4715,12.63779,1.667197,0.20188,0.008417,all,,
220,REDOND_7_UNIT7,ngst,SCE,505.96,11.19,11.89,12.6,203,506,6,6,2,105.0306748,35417.2,Redondo Unit 7,AES Redondo Beach,356,0.089,0.008,"1,557.28",0.003,2017,84.67,44.4715,12.63779,1.667197,0.20188,0.008417,all,,
221,REDOND_7_UNIT8,ngst,SCE,495.9,11.19,11.89,12.6,199,496,6,6,2,102.9447853,34713,Redondo Unit 8,AES Redondo Beach,356,0.089,0.008,"1,557.28",0.003,2017,84.67,44.4715,12.63779,1.667197,0.20188,0.008417,all,,
69,SMPRIP_1_SMPSON,ngct,PGE_valley,46.05,9.37,9.43,9.5,17,47,1,1,3.17,19.45205479,3223.5,Ripon Cogeneration Unit 1,Ripon Generation Station,56135,0.121,0.006,"1,361.41",0.003,2017,24.1875,12.3325,3.38229,1.252605,0.1103908,0.0063256,all,,
138,RVSIDE_6_RERCU1,ngct,SCE,48.35,8.49,8.56,8.62,17,49,1,1,3.17,20.2739726,3384.5,Riverside Energy Res. Ctr Unit 1,Riverside Energy Resource Center,56143,0.112,0.007,"1,295.24",0.002,2017,34.979,9.918,2.940709,0.8731037,0.0849834,0.0044093,all,,
139,RVSIDE_6_RERCU2,ngct,SCE,48.5,8.49,8.56,8.62,17,49,1,1,3.17,20.54794521,3395,Riverside Energy Res. Ctr Unit 2,Riverside Energy Resource Center,56143,0.112,0.007,"1,295.24",0.002,2017,34.979,9.918,2.940709,0.8731037,0.0849834,0.0044093,all,,
22,RVRVEW_1_UNITA1,ngct,PGE_bay,48.7,9.3,9.37,9.43,18,49,1,1,3.17,20.52054795,3409,RIVERVIEW ENERGY CENTER,Riverview Energy Center,55963,0.222,0.007,"1,372.37",0.003,2017,35.664,14.8785,7.069397,1.022474,0.2438309,0.0051626,all,,
12,RUSCTY_2_UNITS,ngcc,PGE_bay,620,10.06,10.32,10.58,248,620,1,1,2,284.9077491,43400,Russell City Energy Center,Russell City Energy Company LLC,56467,0.055,0.004,870.829,0.002,2017,27.8565,11.45,4.988439,0.8602123,0.09337,0.0043423,all,,
86,SALIRV_2_UNIT,ngct,PGE_valley,57,8.02,8.08,8.15,20,57,1,1,3.17,24.10958904,3990,SALINAS RIVER COGENERATION,Salinas River Cogeneration Facility,50865,0.065,0.004,776.557,0.001,2017,12.625,4.59495,1.018351,1.583943,0.1290424,0.0079972,all,,
40,SUNRIS_2_PL1X3,ngcc,PGE_valley,586.02,9.84,10.1,10.36,235,587,4,4,2,269.3726937,41021.4,SUNRISE POWER PROJECT (AGGREGATE),Sunrise Power Company,55182,0.038,0.004,831.816,0.002,2017,6.124,5.6725,1.414905,0.7984249,0.0435139,0.0040307,all,,
52,SCHLTE_1_PL1X3,ngcc,PGE_valley,332.28,6.33,6.59,6.85,133,333,1,1,2,152.7675277,23259.6,Tracy Combined Cycle Power Plant,Tracy Combined Cycle Power Plant,55933,0.076,0.005,985.874,0.002,2017,24.1875,12.3325,3.38229,0.9194953,0.122206,0.0046422,all,,
200,WALCRK_2_CTG1,ngct,SCE,96.43,7.37,7.44,7.5,34,97,1,1,3.17,40.54794521,6750.1,Walnut Creek Energy Park Unit 1,Walnut Creek Energy Park,57515,0.11,0.006,"1,170.93",0.002,2017,84.67,44.4715,12.63779,0.8818921,0.0840509,0.0044524,all,,
201,WALCRK_2_CTG2,ngct,SCE,96.91,7.37,7.44,7.5,34,97,1,1,3.17,40.82191781,6783.7,Walnut Creek Energy Park Unit 2,Walnut Creek Energy Park,57515,0.11,0.006,"1,170.93",0.002,2017,84.67,44.4715,12.63779,0.8818921,0.0840509,0.0044524,all,,
202,WALCRK_2_CTG3,ngct,SCE,96.65,7.37,7.44,7.5,34,97,1,1,3.17,40.82191781,6765.5,Walnut Creek Energy Park Unit 3,Walnut Creek Energy Park,57515,0.11,0.006,"1,170.93",0.002,2017,84.67,44.4715,12.63779,0.8818921,0.0840509,0.0044524,all,,
203,WALCRK_2_CTG4,ngct,SCE,96.49,7.37,7.44,7.5,34,97,1,1,3.17,40.54794521,6754.3,Walnut Creek Energy Park Unit 4,Walnut Creek Energy Park,57515,0.11,0.006,"1,170.93",0.002,2017,84.67,44.4715,12.63779,0.8818921,0.0840509,0.0044524,all,,
204,WALCRK_2_CTG5,ngct,SCE,96.65,7.37,7.44,7.5,34,97,1,1,3.17,40.82191781,6765.5,Walnut Creek Energy Park Unit 5,Walnut Creek Energy Park,57515,0.11,0.006,"1,170.93",0.002,2017,84.67,44.4715,12.63779,0.8818921,0.0840509,0.0044524,all,,
199,VESTAL_2_WELLHD,ngct,SCE,49,7.63,7.7,7.76,18,49,1,1,3.17,20.54794521,3430,Wellhead Power Delano,"Delano Energy Center, LLC",58122,0.114,0.007,"1,446.86",0.003,2017,4.90315,3.6716,0.7742778,1.233621,0.1005358,0.0062295,all,,
70,WOLFSK_1_UNITA1,ngct,PGE_valley,46.9,9.31,9.38,9.44,17,47,1,1,3.17,19.7260274,3283,WOLFSKILL ENERGY CENTER,Wolfskill Energy Center,55855,0.196,0.006,"1,429.55",0.003,2017,25.727,11.021,4.476259,1.0587,0.2501796,0.0053458,all,,
64,YUBACT_6_UNITA1,ngct,PGE_valley,46,10.84,10.91,10.97,17,46,1,1,3.17,19.45205479,3220,Yuba City Energy Center,Yuba City Energy Center,10349,0.102,0.001,143.2,0.002,2017,11.2095,3.9407,1.172481,1.144182,0.9379165,0.0057795,all,,
240,BORDER_6_UNITA1,ngct,SDGE,51.25,11.9,11.97,12.03,6,52,1,1,3.17,21.64383562,3587.5,BORDER,CalPeak Power - Border,55510,0.123,0.007,"1,291.84",0.002,2017,42.4165,13.772,4.557959,,,,all,,
169,COLTON_6_AGUAM1,ngct,SCE,43,11.9,11.97,12.03,16,43,1,1,3.17,18.08219178,3010,AGUA MANSA GENERATING FACILITY,Agua Mansa Power,55951,0.209,0.008,"1,307.45",0.003,2017,7.5925,6.163,1.339397,1.047485,0.2065605,0.005278,all,,
98,BDGRCK_1_UNITS,ngct,PGE_valley,47.49,7.52,7.58,7.65,17,48,1,1,3.17,20,3324.3,BADGER CREEK LIMITED,Badger Creek Limited,10650,11.674,0.004,809.167,0.002,,,,,1.068279,8.739692,0.0054028,both emissions,,
109,BEARMT_1_UNIT,ngct,PGE_valley,47.49,7.1,7.17,7.23,17,48,1,1,3.17,20,3324.3,BEAR MOUNTAIN LIMITED,Bear Mountain Limited,10649,11.596,0.004,803.689,0.002,,,,,0.9964654,9.789285,0.0050297,both emissions,,
104,MKTRCK_1_UNIT1,ngct,PGE_valley,47.49,7.34,7.41,7.47,17,48,1,1,3.17,20,3324.3,MCKITTRICK LIMITED,McKittrick Limited,50612,10.573,0.003,732.773,0.002,,,,,0.9526592,10.84916,0.0047996,both emissions,,
46,CHEVCO_6_UNIT_2,ngcc,PGE_valley,12.5,7.13,7.39,7.65,5,13,6,6,2,5.904059041,875,AERA ENERGY LLC. (Coalinga),Coalinga 25D Cogen,52086,1.595,0.016,603.190,0.001,,,,,,,,damages only,,"I changed the eGIRD DOE, I was wrong"
215,BRDWAY_7_UNIT3,ngst,SCE,65,11.19,11.89,12.6,26,65,6,6,2,13.49693252,4550,Broadway 3,Broadway,420, 0.3 , 0.0 ," 1,398.0 "," 5,411.9 ",2016,84.67,44.4715,12.63779,,,,damages only,,Its capacity on eGRID is 167 compared to 65 here. 
1,UNCHEM_1_UNIT,ngcc,PGE_bay,19,15.58,15.98,16.38,8,19,6,6,2,2.62,1330,CONTRA COSTA CARBON PLANT,Contra Costa Generating Station,228,,,,,2013,33.37758,13.6799,7.555372,,,,damages only,,Its capacity on eGRID is 718 compared to 19 here. It does not have any record in 2014 version and no emission on 2018
34,PITTSP_7_UNIT_5,ngst,PGE_bay,312,12.15,12.85,13.56,125,312,6,6,2,64.52322738,21840,Pittsburg Unit 5,Pittsburg Generating Station (CA),271, 0.2 , 0.0 ," 1,680.2 "," 6,141.3 ",2016,35.664,14.8785,7.069397,,,,damages only,,it was only on 2014 eGRID with capacity of 2257.5
35,PITTSP_7_UNIT_6,ngst,PGE_bay,317,12.15,12.85,13.56,127,317,6,6,2,65.56234719,22190,Pittsburg Unit 6,Pittsburg Generating Station (CA),271, 0.2 , 0.0 ," 1,680.2 "," 6,141.3 ",2016,35.664,14.8785,7.069397,,,,damages only,,
36,PITTSP_7_UNIT_7,ngst,PGE_bay,530,12.15,12.85,13.56,212,530,6,6,2,109.608802,37100,Pittsburg Unit 7,Pittsburg Generating Station (CA),271, 0.2 , 0.0 ," 1,680.2 "," 6,141.3 ",2016,35.664,14.8785,7.069397,,,,damages only,,
88,SARGNT_2_UNIT,ngct,PGE_valley,57.1,8.02,8.08,8.15,20,58,1,1,3.17,24.10958904,3997,SARGENT CANYON COGENERATION,Sargent Canyon Cogen Facility,50864, 0.1 , 0.0 ," 1,062.1 "," 3,811.9 ",2017,12.625,4.59495,1.018351,,,,damages only,,
44,CALPIN_1_AGNEW,ngcc,PGE_valley,28,8.05,8.31,8.57,12,28,5,5,2,12.91512915,1960,Agnews Power Plant,Agnews Power Plant,50748,2.981,0.031,"1,120.49",0.002,,,,,,,,eGRID Only,,
25,ALMEGT_1_UNIT_1,ngct,PGE_bay,23.8,11.48,11.55,11.61,9,24,1,1,3.17,10.02739726,1666,Alameda GT Unit 1,Alameda,7450,4.627,0.048,"1,759.55",0.003,,,,,,,,eGRID Only,,
26,ALMEGT_1_UNIT_2,ngct,PGE_bay,25.4,11.48,11.55,11.61,9,26,1,1,3.17,10.68493151,1778,Alameda GT Unit 2,Alameda,7450,4.627,0.048,"1,759.55",0.003,,,,,,,,eGRID Only,,
105,UNVRSY_1_UNIT1,ngct,PGE_valley,38,7.26,7.32,7.39,14,38,1,1,3.17,15.89041096,2660,BERRY COGEN 38,Berry Cogen,50170,1.68,0.017,634.85,0.001,,,,,,,,eGRID Only,,
155,TENGEN_2_PL1X2,ngct,SCE,40.2,7.26,7.32,7.39,15,41,1,1,3.17,16.98630137,2814,Berry Cogen 42,Berry Placerita Cogen,52096,1.733,0.018,655.058,0.001,,,,,,,,eGRID Only,,
100,TANHIL_6_SOLART,ngct,PGE_valley,17,7.49,7.56,7.62,6,17,1,1,3.17,7.123287671,1190,BERRY PETROLEUM COGEN 18,Berry Cogen Tanne Hills 18,50622,2.019,0.021,763.162,0.001,,,,,,,,eGRID Only,,
165,CENTRY_6_PL1X4,ngct,SCE,41.4,13.16,13.23,13.29,15,42,1,1,3.17,17.53424658,2898,CENTURY (AGGREGATE),Century Generating Facility,55934,4.923,0.051,"1,847.79",0.003,,,,,,,,eGRID Only,,
101,CHALK_1_UNIT,ngct,PGE_valley,47.49,7.41,7.48,7.54,17,48,1,1,3.17,20,3324.3,CHALK CLIFF LIMITED,Chalk Cliff Limited,50003,2.214,0.023,841.288,0.002,,,,,,,,eGRID Only,,
79,CHEVCO_6_UNIT1,ngct,PGE_valley,19,8.02,8.08,8.15,7,19,1,1,3.17,7.945205479,1330,CHEVRON USA (COALINGA),Coalinga 25D Cogen,52086,1.595,0.016,603.19,0.001,,,,,,,,eGRID Only,,
81,DISCOV_1_CHEVRN,ngct,PGE_valley,56.2,8.02,8.08,8.15,20,57,1,1,3.17,23.56164384,3934,CHEVRON USA (EASTRIDGE),Kern River Eastridge Cogen,52107,1.544,0.016,583.424,0.001,,,,,,,,eGRID Only,,
82,CHEVCD_6_UNIT,ngct,PGE_valley,11.5,8.02,8.08,8.15,5,12,1,1,3.17,4.931506849,805,CHEVRON USA (TAFT/CADET),Taft 26C Cogen,52085,1.619,0.017,608.026,0.001,,,,,,,,eGRID Only,,
74,CHWCHL_1_UNIT,ngct,PGE_valley,48.6,8.71,8.77,8.84,18,49,1,1,3.17,20.54794521,3402,CHOW 2 PEAKER PLANT,Chowchilla II,56185,28.145,0.033,"1,212.29",0.002,,,,,,,,eGRID Only,,
232,SAMPSN_6_KELCO1,ngct,SDGE,25,8.02,8.08,8.15,202,25,1,1,3.17,10.4109589,1750,CP Kelco Cogeneration Facility,C P Kelco San Diego Plant,52147,1.768,0.018,658.665,0.001,,,,,,,,eGRID Only,,
2,CROKET_7_UNIT,ngcc,PGE_bay,240,4.36,4.62,4.88,96,240,5,5,2,110.2583026,16800,CROCKETT COGEN,Crockett Cogen Project,55084,1.839,0.019,700.02,0.001,,,,,,,,eGRID Only,,
75,DOUBLC_1_UNITS,ngct,PGE_valley,52.23,8.68,8.75,8.81,19,53,1,1,3.17,21.91780822,3656.1,DOUBLE C LIMITED,Double C Generation Limited Partnership,50493,3.185,0.033,"1,209.93",0.002,,,,,,,,eGRID Only,,
164,DREWS_6_PL1X4,ngct,SCE,41.4,13.67,13.74,13.8,15,42,1,1,3.17,17.53424658,2898,DREWS (AGGREGATE),Drews Generating Facility,55935,6.734,0.069,"2,510.18",0.005,,,,,,,,eGRID Only,,
156,SNCLRA_6_OXGEN,ngct,SCE,48.9,7.23,7.29,7.36,18,49,1,1,3.17,20.54794521,3423,"E. F. OXNARD, INCORPORATED",E F Oxnard Energy Facility,10776,2.348,0.024,884.147,0.002,,,,,,,,eGRID Only,,
178,GOLETA_6_ELLWOD,ngct,SCE,54,11.53,11.6,11.66,19,54,1,1,3.17,22.73972603,3780,Ellwood Generating Station,Ellwood,8076,4.446,0.046,"1,688.83",0.003,,,,,,,,eGRID Only,,
113,FRITO_1_LAY,ngct,PGE_valley,6,5.86,5.93,5.99,3,6,1,1,3.17,2.465753425,420,FRITO-LAY,Frito-Lay Cogen Plant,10110,2.207,0.023,823.956,0.002,,,,,,,,eGRID Only,,
32,CSCGNR_1_UNIT_1,ngct,PGE_bay,24.75,30.84,30.91,30.97,9,25,1,1,3.17,10.4109589,1732.5,Gianera GT 1,Gianera,7231,4.531,0.047,"1,709.50",0.003,,,,,,,,eGRID Only,,
33,CSCGNR_1_UNIT_2,ngct,PGE_bay,24.75,30.84,30.91,30.97,9,25,1,1,3.17,10.4109589,1732.5,Gianera GT 2,Gianera,7231,4.531,0.047,"1,709.50",0.003,,,,,,,,eGRID Only,,
166,VERNON_6_GONZL1,ngct,SCE,5.75,12.7,12.77,12.83,3,6,1,1,3.17,2.465753425,402.5,H. GONZALES GAS TURBINE 1,H. Gonzales,56039,4.269,0.044,"1,612.60",0.003,,,,,,,,eGRID Only,,
167,VERNON_6_GONZL2,ngct,SCE,5.75,12.7,12.77,12.83,3,6,1,1,3.17,2.465753425,402.5,H. GONZALES GAS TURBINE 2,H. Gonzales,56039,4.269,0.044,"1,612.60",0.003,,,,,,,,eGRID Only,,
77,PLMSSR_6_HISIER,ngct,PGE_valley,6,8.66,8.73,8.79,3,6,1,1,3.17,2.465753425,420,High Sierra Cogeneration Aggregate,High Sierra Cogeneration Plant,57977,16.653,0.02,734.865,0.001,,,,,,,,eGRID Only,,
73,SIERRA_1_UNITS,ngct,PGE_valley,52.43,8.85,8.91,8.98,19,53,1,1,3.17,22.19178082,3670.1,HIGH SIERRA LIMITED,High Sierra Limited,50495,2.824,0.029,"1,072.78",0.002,,,,,,,,eGRID Only,,
190,SNCLRA_2_HOWLNG,ngct,SCE,13,8.66,8.73,8.79,5,13,1,1,3.17,5.479452055,910,"Houweling Nurseries Oxnard, Inc",Houweling Nurseries,58432,24.784,0.03,"1,081.15",0.002,,,,,,,,eGRID Only,,
76,KERNFT_1_UNITS,ngct,PGE_valley,52.4,8.67,8.73,8.8,19,53,1,1,3.17,22.19178082,3668,KERN FRONT LIMITED,Kern Front Limited,50494,3.205,0.033,"1,217.49",0.002,,,,,,,,eGRID Only,,
59,LODI25_2_UNIT1,ngct,PGE_valley,25.3,13.94,14.01,14.07,9,26,1,1,3.17,10.68493151,1771,LODI GAS TURBINE,Lodi,7451,4.958,0.051,"1,881.77",0.004,,,,,,,,eGRID Only,,
11,SHELRF_1_UNITS,ngcc,PGE_bay,100,8.87,9.13,9.39,40,100,5,5,2,45.94095941,7000,Martinez Refining Company (Aggregate),Martinez Refining,54912,1.437,0.016,716.905,0.001,,,,,,,,eGRID Only,,
111,TXMCKT_6_UNIT,ngct,PGE_valley,11.2,6.41,6.48,6.54,4,12,1,1,3.17,4.657534247,784,McKittrick Cogen,McKittrick Cogen,52076,3.559,0.037,"1,345.45",0.003,,,,,,,,eGRID Only,,
96,SUNSET_2_UNITS,ngct,PGE_valley,248,7.6,7.66,7.73,87,248,1,1,3.17,104.6575342,17360,Midway Sunset Cogeneration Company,Midway Sunset Cogen,52169,1.584,0.016,598.754,0.001,,,,,,,,eGRID Only,,
157,CHINO_6_CIMGEN,ngct,SCE,31.6,6.93,7,7.06,12,32,1,1,3.17,13.42465753,2212,O.L.S. ENERGY COMPANY- CHINO-MENS INST.,OLS Energy Chino,50850,2.101,0.022,793.694,0.001,,,,,,,,eGRID Only,,
91,OILDAL_1_UNIT1,ngct,PGE_valley,40,7.96,8.02,8.09,14,40,1,1,3.17,16.98630137,2800,OILDALE ENERGY,Oroville Cogeneration LP,54477,14.772,0.018,642.209,0.001,,,,,,,,eGRID Only,,
90,GRZZLY_1_BERKLY,ngct,PGE_valley,32.5,7.98,8.05,8.11,12,33,1,1,3.17,13.69863014,2275,"PE - BERKELEY, INC.",PE Berkeley,50849,1.747,0.018,662.566,0.001,,,,,,,,eGRID Only,,
14,UNOCAL_1_UNITS,ngct,PGE_bay,57.3,6.37,6.43,6.5,21,58,1,1,3.17,24.1369863,4011,Phillips 66 - Rodeo Plant,Phillips 66 Rodeo Refinery,50119,0.806,0.002,625.391,0.001,,,,,,,,eGRID Only,,
66,REDBLF_6_UNIT,ngct,PGE_valley,44,9.48,9.54,9.61,16,44,1,1,3.17,18.63013699,3080,RED BLUFF PEAKER PLANT,Red Bluff,56184,28.027,0.033,"1,207.21",0.002,,,,,,,,eGRID Only,,
31,CSCCOG_1_UNIT_1,ngct,PGE_bay,7,18.41,18.48,18.54,3,7,1,1,3.17,2.931506849,490,SANTA CLARA COGEN,Santa Clara Cogen,7232,2.81,0.029,"1,060.38",0.002,,,,,,,,eGRID Only,,
72,KERNRG_1_UNITS,ngct,PGE_valley,55.2,9.02,9.09,9.15,20,56,1,1,3.17,23.28767123,3864,South Belridge Cogen Facility,South Belridge Cogeneration Facility,50752,1.804,0.019,678.564,0.001,,,,,,,,eGRID Only,,
168,RVSIDE_6_SPRING,ngct,SCE,36,12.28,12.35,12.41,13,36,1,1,3.17,15.06849315,2520,Springs Generation Project,Springs Generating Station,56144,4.318,0.045,"1,641.22",0.003,,,,,,,,eGRID Only,,
15,SRINTL_6_UNIT,ngct,PGE_bay,6.9,7.4,7.46,7.53,3,7,1,1,3.17,2.904109589,483,SRI INTERNATIONAL,SRI International Cogen Project,50537,1.844,0.019,696.762,0.001,,,,,,,,eGRID Only,,
151,SYCAMR_2_UNIT1,ngct,SCE,85,7.33,7.4,7.46,30,85,1,1,3.17,35.89041096,5950,SYCAMORE COGENERATION UNIT 1,Sycamore Cogeneration,50134,1.865,0.019,701.62,0.001,,,,,,,,eGRID Only,,
152,SYCAMR_2_UNIT2,ngct,SCE,85,7.33,7.4,7.46,30,85,1,1,3.17,35.89041096,5950,SYCAMORE COGENERATION UNIT 2,Sycamore Cogeneration,50134,1.865,0.019,701.62,0.001,,,,,,,,eGRID Only,,
153,SYCAMR_2_UNIT3,ngct,SCE,85,7.33,7.4,7.46,30,85,1,1,3.17,35.89041096,5950,SYCAMORE COGENERATION UNIT 3,Sycamore Cogeneration,50134,1.865,0.019,701.62,0.001,,,,,,,,eGRID Only,,
154,SYCAMR_2_UNIT4,ngct,SCE,85,7.33,7.4,7.46,30,85,1,1,3.17,35.89041096,5950,SYCAMORE COGENERATION UNIT 4,Sycamore Cogeneration,50134,1.865,0.019,701.62,0.001,,,,,,,,eGRID Only,,
141,HOLGAT_1_BORAX,ngct,SCE,48.2,8.06,8.13,8.19,17,49,1,1,3.17,20.2739726,3374,U.S. BORAX AND CHEMICAL CORP. (#1),US Borax,50115,1.664,0.017,630.565,0.001,,,,,,,,eGRID Only,,
120,ARCOGN_2_UNITS,ngcc,SCE,416.6,6.01,6.27,6.53,167,417,5,5,2,191.5129151,29162,WATSON COGENERATION COMPANY,Watson Cogeneration,50216,1.417,0.015,657.324,0.002,,,,,,,,eGRID Only,,
78,DEXZEL_1_UNIT,ngct,PGE_valley,36.8,8.08,8.14,8.21,13,37,1,1,3.17,15.61643836,2576,Western Power and Steam Cogeneration,Western Power & Steam Inc,54410,2.239,0.023,846.22,0.002,,,,,,,,eGRID Only,,
94,YUBACT_1_SUNSWT,ngct,PGE_valley,49.97,7.63,7.69,7.76,18,50,1,1,3.17,21.09589041,3497.9,YUBA CITY COGEN (SUNSWEET),Yuba City Cogen Partners,52186,2.428,0.024,883.181,0.002,,,,,,,,eGRID Only,,
252,VESTAL_2_UNIT1,ngct,SDGE,11.2,7.63,7.7,7.76,17,12,1,1,3.17,4.657534247,784,CALGREN-PIXLEY,No Record,,,,,,,,,,,,,no record?,,
119,CENTER_2_QF,ngcc,SCE,31,7.12,7.38,7.64,13,31,6,6,2,14.39114391,2170,CENTER AREA LUMPED UNITS,No Record,,,,,,,,,,,,,no record?,,
