ISO Index,Classification,QF,Aggregate,Resource_ID,Name_Description,Net Dependable Capacity (MW),PTO Area,Owner or QF ID,ISO Classification,Unit Type,Fuel Type,Zone,Demand Zone,Commercial Operating Date,Comments,River System,Nameplate Capacity (MW),Record Status A-Active Control Area Units AND C-Contract Units Outside Ctrl Area
7400,Participating Unit,No,No,DEERCR6UNIT1,DEER CREEK,7,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1908,,,7,A
7600,Participating Unit,No,Yes,DELTA2PL1X4,DELTA ENERGY CENTER (AGGREGATE),880,PGAE,"Delta Energy Center, LLC",THERMAL,COMBINED CYCLE,NATURAL GAS,NP15,PGE3,6/17/2002,,,943.5,A
7601,Non-Participating,No,No,DELTA2CTG1,Delta Energy Center Unit 1,212.5,PGAE,"Delta Energy Center, LLC",THERMAL,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,6/17/2002,,,212.5,A
7602,Non-Participating,No,No,DELTA2CTG2,Delta Energy Center Unit 2,212.5,PGAE,"Delta Energy Center, LLC",THERMAL,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,6/17/2002,,,212.5,A
7603,Non-Participating,No,No,DELTA2CTG3,Delta Energy Center Unit 3,212.5,PGAE,"Delta Energy Center, LLC",THERMAL,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,6/17/2002,,,212.5,A
7604,Non-Participating,No,No,DELTA2STG,Delta Energy Center Unit 4,306,PGAE,"Delta Energy Center, LLC",THERMAL,STEAM,HEAT RECOVERY,NP15,PGE3,6/17/2002,,,306,A
44600,Participating Unit,Yes,Yes,DEVERS1QF,DEVERS AREA LUMPED UNITS,155,SCE,Southern California Edison,WIND,WIND,WIND,SP15,SCE1,1/1/1983,>99% Wind (based on Nameplate Ratings of children units) ,,155,A
44625,Non-Participating,No,No,BUCKWD1QF,San Gorgonio Buckwind,16.5,SCE,"Windpower Partners 1993, LLC",WIND,WIND,WIND,SP15,SCE1,12/13/1984,Formerly SCE QF 6030,,16.5,A
44601,Non-Participating,No,No,PANSEA1PANARO,Mesa Wind Project,30,SCE,Mesa Wind Power Corporation,WIND,WIND,WIND,SP15,SCE1,12/31/1998,Formerly SCE QF 6090,,30,A
123100,Non-Participating,No,No,RENWD1QF,San Gorgonio Renwind,10,SCE,"Windpower Partners 1993, LLC",WIND,WIND,WIND,SP15,SCE1,,"Formerly SCE QFs 6035, 6118",,10.5,A
113700,Non-Participating,No,No,SANWD1QF,San Gorgonio Farms Wind Farm,31,SCE,Southern California Edison,WIND,WIND,WIND,SP15,SCE1,3/1/1983,"Formerly SCE QFs 6009, 6064",,31,A
44604,Participating Unit,No,No,TRNSWD1QF,FPL Energy C Wind,38.97,SCE,"FPL Energy Cabazon Wind, LLC",WIND,WIND,WIND,SP15,SCE1,12/3/1984,QF Conversion cmpleted 12/22/2014. Formerly SCE QF 6004,,39,A
7700,Participating Unit,No,Yes,DVLCYN1UNITS,DEVIL CANYON (AGGREGATE),236.8,SCE,CDWR,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1972,,,280,A
7701,Non-Participating,No,No,DVLCYN1UNIT1,Devil Canyon Unit 1,60,SCE,CDWR,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1972,,,60,A
7702,Non-Participating,No,No,DVLCYN1UNIT2,Devil Canyon Unit 2,60,SCE,CDWR,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1976,,,60,A
7703,Non-Participating,No,No,DVLCYN1UNIT3,Devil Canyon Unit 3,80,SCE,CDWR,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1994,,,80,A
7704,Non-Participating,No,No,DVLCYN1UNIT4,Devil Canyon Unit 4,80,SCE,CDWR,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1994,,,80,A
90900,Participating Unit,No,No,FLOWD22FPLWND,DIABLO WINDS,18.6,PGAE,"DIABLO WINDS, LLC",WIND,WIND,WIND,NP15,PGE3,5/1/2005,,,18,A
8000,Participating Unit,No,Yes,DMDVLY1UNITS,DIAMOND VALLEY P-G PLANT (AGGREGATE),21,SCE,MWD,HYDRO,PUMPED STORAGE,WATER,SP15,SCE1,1/1/2001,,,39.6,A
8001,Non-Participating,No,No,DMDVLY1GEN1,Diamond Valley Unit 1,3.3,SCE,MWD,HYDRO,PUMPED STORAGE,WATER,SP15,SCE1,1/1/2001,,,3.3,A
8010,Non-Participating,No,No,DMDVLY1GEN10,Diamond Valley Unit 10,3.3,SCE,MWD,HYDRO,PUMPED STORAGE,WATER,SP15,SCE1,1/1/2001,,,3.3,A
8011,Non-Participating,No,No,DMDVLY1GEN11,Diamond Valley Unit 11,3.3,SCE,MWD,HYDRO,PUMPED STORAGE,WATER,SP15,SCE1,1/1/2001,,,3.3,A
8012,Non-Participating,No,No,DMDVLY1GEN12,Diamond Valley Unit 12,3.3,SCE,MWD,HYDRO,PUMPED STORAGE,WATER,SP15,SCE1,1/1/2001,,,3.3,A
8002,Non-Participating,No,No,DMDVLY1GEN2,Diamond Valley Unit 2,3.3,SCE,MWD,HYDRO,PUMPED STORAGE,WATER,SP15,SCE1,1/1/2001,,,3.3,A
8003,Non-Participating,No,No,DMDVLY1GEN3,Diamond Valley Unit 3,3.3,SCE,MWD,HYDRO,PUMPED STORAGE,WATER,SP15,SCE1,1/1/2001,,,3.3,A
8004,Non-Participating,No,No,DMDVLY1GEN4,Diamond Valley Unit 4,3.3,SCE,MWD,HYDRO,PUMPED STORAGE,WATER,SP15,SCE1,1/1/2001,,,3.3,A
8005,Non-Participating,No,No,DMDVLY1GEN5,Diamond Valley Unit 5,3.3,SCE,MWD,HYDRO,PUMPED STORAGE,WATER,SP15,SCE1,1/1/2001,,,3.3,A
8006,Non-Participating,No,No,DMDVLY1GEN6,Diamond Valley Unit 6,3.3,SCE,MWD,HYDRO,PUMPED STORAGE,WATER,SP15,SCE1,1/1/2001,,,3.3,A
8007,Non-Participating,No,No,DMDVLY1GEN7,Diamond Valley Unit 7,3.3,SCE,MWD,HYDRO,PUMPED STORAGE,WATER,SP15,SCE1,1/1/2001,,,3.3,A
8008,Non-Participating,No,No,DMDVLY1GEN8,Diamond Valley Unit 8,3.3,SCE,MWD,HYDRO,PUMPED STORAGE,WATER,SP15,SCE1,1/1/2001,,,3.3,A
8009,Non-Participating,No,No,DMDVLY1GEN9,Diamond Valley Unit 9,3.3,SCE,MWD,HYDRO,PUMPED STORAGE,WATER,SP15,SCE1,1/1/2001,,,3.3,A
44800,Participating Unit,Yes,Yes,DIVSON6NSQF,DIVISON NAVAL STATION COGEN,47,SDGE,SDG&E Exempt,COGENERATION,COMBINED CYCLE,NATURAL GAS,SP15,SDG1,1/1/1989,SDGE QF 233,,48.6,A
91400,Participating Unit,No,Yes,DUANE1PL1X3,DONALD VON RAESFELD POWER PLANT,147.8,PGAE,City of Santa Clara DBA Silicon Valley Power ,THERMAL,COMBINED CYCLE,NATURAL GAS,NP15,NCP1,3/24/2005,,,154.4,A
91401,Non-Participating,No,No,DUANE7CTG1,DONALD VON RAESFELD CTG1 UNIT,50.4,PGAE,City of Santa Clara DBA Silicon Valley Power,THERMAL,COMBUSTION TURBINE,NATURAL GAS,NP15,NCP1,3/24/2005,,,50.4,A
91402,Non-Participating,No,No,DUANE7CTG2,DONALD VON RAESFELD CTG2 UNIT,50.4,PGAE,City of Santa Clara DBA Silicon Valley Power,THERMAL,COMBUSTION TURBINE,NATURAL GAS,NP15,NCP1,3/24/2005,,,50.4,A
91403,Non-Participating,No,No,DUANE7STG3,DONALD VON RAESFELD STG3 UNIT,53.6,PGAE,City of Santa Clara DBA Silicon Valley Power,THERMAL,STEAM,HEAT RECOVERY,NP15,NCP1,3/24/2005,,,53.6,A
44900,Participating Unit,Yes,No,DOUBLC1UNITS,DOUBLE C LIMITED,52.23,PGAE,DOUBLE C LIMITED,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,ZP26,PGE4,3/14/1989,,,48.08,A
8400,Participating Unit,No,Yes,DREWS6PL1X4,DREWS (AGGREGATE),41.4,SCE,"Colton Power, LP",PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,8/14/2001,,,43,A
8401,Non-Participating,No,No,DREWS6GEN1,Drews Unit 1,10.8,SCE,"Colton Power, LP",PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,8/14/2001,,,10.75,A
8402,Non-Participating,No,No,DREWS6GEN2,Drews Unit 2,10.8,SCE,"Colton Power, LP",PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,8/14/2001,,,10.75,A
8403,Non-Participating,No,No,DREWS6GEN3,Drews Unit 3,10.8,SCE,"Colton Power, LP",PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,8/14/2001,,,10.75,A
8404,Non-Participating,No,No,DREWS6GEN4,Drews Unit 4,10.8,SCE,"Colton Power, LP",PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,8/14/2001,,,10.75,A
8500,Participating Unit,No,Yes,DRUM7PL1X2,DRUM PH 1 UNIT 1 & 2 (AGGREGATE),26,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1913,,South Yuba,26,A
8501,Non-Participating,No,No,DRUM7UNIT1,Drum PH 1 Unit 1,13,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1913,,South Yuba,13,A
8502,Non-Participating,No,No,DRUM7UNIT2,Drum PH 1 Unit 2,13,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1913,,South Yuba,13,A
8600,Participating Unit,No,Yes,DRUM7PL3X4,DRUM PH 1 UNIT 3 & 4 (AGGREGATE),28.9,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1922,,South Yuba,28.9,A
8601,Non-Participating,No,No,DRUM7UNIT3,Drum PH 1 Unit 3,12.9,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1922,,South Yuba,12.9,A
8602,Non-Participating,No,No,DRUM7UNIT4,Drum PH 1 Unit 4,16,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1928,,South Yuba,16,A
132100,Participating Unit,No,No,ETIWND2SOLAR1,Dedeaux Ontario,1,SCE,"SunEdison Utility Solutions, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,3/23/2016,,,1,A
121000,Participating Unit,No,No,BREGGO6DEGRSL,Desert Green Solar Farm,6.3,SDGE,"Desert Green Solar Farm, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SDG1,11/26/2014,,,6.5,A
105700,Participating Unit,No,Yes,MRCHNT2PL1X3,Desert Star Energy Center,494.58,SCE,Desert Start Energy Center,THERMAL,COMBINED CYCLE,NATURAL GAS,SP15,SCE1,6/18/2012,,,506,A
105701,Non-Participating,No,No,MRCHNT2CTG1,Desert Star Energy Center CT1,230,SDGE,San Diego Gas and Electric Company,THERMAL,COMBUSTION TURBINE,NATURAL GAS,SP15,SDG1,6/18/2012,,,163,A
105702,Non-Participating,No,No,MRCHNT2CTG2,Desert Star Energy Center CT2,201,SDGE,San Diego Gas and Electric Company,THERMAL,COMBUSTION TURBINE,NATURAL GAS,SP15,SDG1,6/18/2012,,,163,A
105703,Non-Participating,No,No,MRCHNT2STG,Desert Star Energy Center ST1,201,SDGE,San Diego Gas and Electric Company,THERMAL,COMBUSTION TURBINE,NATURAL GAS,SP15,SDG1,6/18/2012,,,180,A
131000,Participating Unit,No,No,DSRTSL2SOLAR1,Desert Stateline,296.19,SCE,"Desert Stateline, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,8/30/2016,,,299.99,A
109900,Participating Unit,No,No,DSRTSN2SOLAR2,Desert Sunlight 250,250,SCE,"Desert Sunlight 250, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,12/5/2014,,,250,A
110300,Participating Unit,No,No,DSRTSN2SOLAR1,Desert Sunlight 300,300,SCE,"Desert Sunlight 300, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,12/5/2014,,,300,A
7800,Participating Unit,No,No,DIABLO7UNIT1,Diablo Canyon Unit 1,1150,PGAE,PG&E,NUCLEAR,STEAM,URANIUM,ZP26,PGE4,1/1/1985,,,1150,A
7900,Participating Unit,No,No,DIABLO7UNIT2,Diablo Canyon Unit 2,1150,PGAE,PG&E,NUCLEAR,STEAM,URANIUM,ZP26,PGE4,1/1/1986,,,1150,A
119300,Participating Unit,No,No,VOLTA6DIGHYD,Digger Creek Ranch Hydro,0.6,PGAE,Kenneth E. Link,HYDRO,HYDRO,WATER,NP15,PGE3,7/2/2014,,,0.6,A
96600,Participating Unit,No,No,TIFFNY1DILLON,Dillon 1 Wind Project,45,SCE,Dillon Wind LLC,WIND,WIND,WIND,SP15,SCE1,4/18/2008,,,45,A
8100,Participating Unit,Yes,No,DINUBA6UNIT,"Dinuba Energy, Inc.",12,PGAE,"Dinuba Energy, Inc.",THERMAL,STEAM,AGRICULTURAL WASTE,NP15,PGE3,7/5/2001,,,11.5,A
8300,Participating Unit,No,No,DONNLS7UNIT,Donnells Hydro,72,PGAE,City of Santa Clara DBA Silicon Valley Power,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1957,,Stanislaus River,72,A
131900,Participating Unit,No,No,DRACKR2SOLAR1,Dracker Solar Unit 1,110,SCE,"Blythe Solar 110, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,5/2/2016,,,110,A
135800,Participating Unit,No,No,DRACKR2SOLAR2,Dracker Solar Unit 2,125,SCE,"Blythe Solar II, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,10/28/2016,,,125,A
8700,Participating Unit,No,No,DRUM7UNIT5,Drum PH 2 Unit 5,50,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1965,,South Yuba,50,A
120700,Participating Unit,No,No,DELSUR6DRYFRB,Dry Farm Ranch B,5,SCE,"FTS Master Tenant 1, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,11/21/2014,,,5,A
137600,Participating Unit,No,No,ETIWND2SOLAR5,Dulles,2,SCE,"Golden Solar, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,11/17/2016,,,2,A
8800,Participating Unit,No,No,DUTCH17UNIT1,Dutch Flat PH 1 Unit 1,22,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1943,,South Yuba,22,A
8900,Participating Unit,No,No,DUTCH27UNIT1,Dutch Flat PH 2 Unit 1,26,PGAE,Nevada Irrigation District,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1965,QF Conversion Completed: 2/10/2014,South Yuba,24.57,A
45100,Participating Unit,Yes,No,SNCLRA6OXGEN,"E. F. OXNARD, INCORPORATED",48.9,SCE,Southern California Edison Company,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,4/13/1990,SCE QF 2205,,47.7,A
2920,Participating Unit,No,No,EASTWD7UNIT,EASTWOOD PUMP-GEN,200,SCE,SCE,HYDRO,PUMPED STORAGE,WATER,SP15,SCE1,1/1/1987,,,199,A
126600,Participating Unit,No,No,EEKTMN6SOLAR1,EE K Solar 1,20,PGAE,"EE Kettleman Land, LLC",SOLAR,PHOTO VOLTAIC,SUN,ZP26,PGE3,8/12/2015,,,20,A
91900,Participating Unit,No,No,ELDORO7UNIT1,EL DORADO POWERHOUSE UNIT 1,11,PGAE,El Dorado Irrigation District,HYDRO,HYDRO,WATER,NP15,PGE3,5/21/2005,,AMERICAN RIVER-SOUTH FORK,10.5,A
92000,Participating Unit,No,No,ELDORO7UNIT2,EL DORADO POWERHOUSE UNIT 2,11,PGAE,El Dorado Irrigation District,HYDRO,HYDRO,WATER,NP15,PGE3,5/21/2005,,AMERICAN RIVER-SOUTH FORK,10.5,A
89900,Participating Unit,No,Yes,VALLEY7UNITA1,EL SOBRANTE LANDFILL GAS GENERATION,3.74,SCE,WM Energy Solutions,BIOMASS,RECIPROCATING ENGINE,LANDFILL GAS,SP15,SCE1,4/26/2004,,,4.05,A
9600,Participating Unit,No,Yes,ELECTR7PL1X3,ELECTRA PH (AGGREGATE),101.5,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1948,,Mokelumne River,101.5,A
9601,Non-Participating,No,No,ELECTR7UNIT1,Electra Unit 1,31.7,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1948,,Mokelumne River,31.7,A
9602,Non-Participating,No,No,ELECTR7UNIT2,Electra Unit 2,31.7,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1948,,Mokelumne River,31.7,A
9603,Non-Participating,No,No,ELECTR7UNIT3,Electra Unit 3,38.1,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1948,,Mokelumne River,38.1,A
84100,Participating Unit,No,Yes,ELKHIL2PL1X3,ELK HILLS GENERATING PROJECT (AGGREGATE),551.7,PGAE,Elk Hills Power,THERMAL,COMBINED CYCLE,NATURAL GAS,ZP26,PGE4,7/24/2003,,,610,A
84101,Non-Participating,No,No,ELKHIL7CTG1,ELK HILLS COMBUSTION TURBINE UNIT 1,169,PGAE,Elk Hills Power,THERMAL,COMBUSTION TURBINE,NATURAL GAS,ZP26,PGE4,7/24/2003,,,198.5,A
84102,Non-Participating,No,No,ELKHIL7CTG2,ELK HILLS COMBUSTION TURBINE UNIT 2,169,PGAE,Elk Hills Power,THERMAL,COMBUSTION TURBINE,NATURAL GAS,ZP26,PGE4,7/24/2003,,,198.5,A
84103,Non-Participating,No,No,ELKHIL7STG,ELK HILLS STEAM TURBINE UNIT 3,223,PGAE,Elk Hills Power,THERMAL,STEAM,HEAT RECOVERY,ZP26,PGE4,7/24/2003,,,213,A
45500,Participating Unit,Yes,Yes,ELLIS2QF,ELLIS AREA LUMPED UNITS,18.51,SCE,VARIOUS,BIOMASS,,LANDFILL GAS,SP15,SCE1,1/1/1993,,,28.24,A
124200,Participating Unit,No,No,ENERSJ2WIND,ESJ Wind Energy,155.1,SDGE,"Energia Sierra Juarez, S. de R.L. de C.V.",WIND,WIND,WIND,SP15,SDG1,,Phased Implementation: 155.1 MW commercial out of 155.1 MW total at completion. As of 6/4/2015,,155.1,A
45800,Participating Unit,Yes,Yes,ETIWND2QF,ETIWANDA AREA LUMPED UNITS,37.22,SCE,VARIOUS,HYDRO,HYDRO,WATER,SP15,SCE1,9/1/1985,,,37.22,A
11100,Participating Unit,No,No,ETIWND6MWDETI,ETIWANDA HYDRO RECOVERY PLANT,24,SCE,Metropolitan Water District,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1994,,,23.9,A
10800,Participating Unit,No,No,ETIWND7UNIT3,ETIWANDA UNIT 3,320,SCE,"RRI Energy Etiwanda, Inc.",THERMAL,STEAM,NATURAL GAS,SP15,SCE1,,,,333,A
10900,Participating Unit,No,No,ETIWND7UNIT4,ETIWANDA UNIT 4,320,SCE,"RRI Energy Etiwanda, Inc.",THERMAL,STEAM,NATURAL GAS,SP15,SCE1,,,,333,A
45900,Participating Unit,Yes,No,GOLETA6EXGEN,"EXXON COMPANY, USA",48.2,SCE,Southern California Edison Company,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,8/19/1993,SCE QF 2101,,49,A
44616,Participating Unit,Yes,No,GARNET2WIND5,Eastwind,3,SCE,"Yavi Energy, LLC",WIND,WIND,WIND,SP15,SCE1,1/7/1985,Formerly SCE QF 6052,,3,A
127700,Participating Unit,No,Yes,CAPWD1QF,Edom Hills Wind Farm,19.55,SCE,"Edom Hills Project 1, LLC",WIND,WIND,WIND,SP15,SCE1,3/15/1985,Formerly SCE QF 6056,,20,A
99100,Participating Unit,No,No,ELCAJN6LM6K,El Cajon Energy Center,48.1,SDGE,"El Cajon Energy, LLC",PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SDG1,6/16/2010,,,49.9,A
9100,Participating Unit,No,No,ELCAJN7GT1,El Cajon GT,16.36,SDGE,"Cabrillo Power II, LLC",PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SDG1,1/1/1968,,,15,A
96500,Participating Unit,No,No,ELNIDP6BIOMAS,El Nido Biomass to Energy,10.5,PGAE,Global Ampersand LLC,BIOMASS,STEAM,LANDFILL GAS,NP15,PGE3,8/24/2008,,,12.5,A
111600,Participating Unit,No,Yes,ELSEGN2UN1011,El Segundo Energy Center 5/6,263,SCE,El Segundo Energy Center LLC,THERMAL,COMBINED CYCLE,NATURAL GAS,SP15,SCE1,6/29/2013,,,348,A
111601,Non-Participating,No,No,ELSEGN2UNIT10,El Segundo Energy Center Unit 5,90.5,SCE,El Segundo Energy Center LLC,THERMAL,COMBINED CYCLE,NATURAL GAS,SP15,,6/29/2013,,,235,A
111602,Non-Participating,No,No,ELSEGN2UNIT11,El Segundo Energy Center Unit 6,228,SCE,El Segundo Energy Center LLC,THERMAL,COMBINED CYCLE,NATURAL GAS,SP15,,6/29/2013,,,83.2,A
111400,Participating Unit,No,No,ELSEGN2UN2021,El Segundo Energy Center 7/8,263.68,SCE,El Segundo Energy Center LLC,THERMAL,COMBINED CYCLE,NATURAL GAS,SP15,SCE1,6/29/2013,,,348,A
9700,Participating Unit,No,No,GOLETA6ELLWOD,Ellwood Generating Station,54,SCE,"RRI Energy Coolwater, Inc.",PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,,,,56,A
9800,Participating Unit,No,No,ENCINA7GT1,Encina GT 1,14.5,SDGE,"Cabrillo Power I, LLC",PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SDG1,1/1/1968,,,18,A
9900,Participating Unit,No,No,ENCINA7EA1,Encina Unit 1,106,SDGE,"Cabrillo Power I, LLC",THERMAL,STEAM,NATURAL GAS,SP15,SDG1,1/1/1954,,,106.25,A
10000,Participating Unit,No,No,ENCINA7EA2,Encina Unit 2,104,SDGE,"Cabrillo Power I, LLC",THERMAL,STEAM,NATURAL GAS,SP15,SDG1,1/1/1956,,,110.25,A
10100,Participating Unit,No,No,ENCINA7EA3,Encina Unit 3,110,SDGE,"Cabrillo Power I, LLC",THERMAL,STEAM,NATURAL GAS,SP15,SDG1,1/1/1958,,,110.25,A
10200,Participating Unit,No,No,ENCINA7EA4,Encina Unit 4,300,SDGE,"Cabrillo Power I, LLC",THERMAL,STEAM,NATURAL GAS,SP15,SDG1,1/1/1973,,,306,A
10300,Participating Unit,No,No,ENCINA7EA5,Encina Unit 5,330,SDGE,"Cabrillo Power I, LLC",THERMAL,STEAM,NATURAL GAS,SP15,SDG1,1/1/1978,,,345.6,A
132200,Participating Unit,No,No,ORLND6SOLAR1,Enerparc California 2,1.5,PGAE,"Enerparc CA2, LLC",SOLAR,PHOTO VOLTAIC,SUN,NP15,PGE2,3/23/2016,,,1.5,A
10400,Participating Unit,No,No,ESCNDO6UNITB1,Enterprise,48.04,SDGE,CalPeak Power LLC,PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SDG1,10/23/2001,,,46.9,A
94900,Participating Unit,No,Yes,ESCNDO6PL1X2,Escondido Energy Center,48.71,SDGE,"Escondido Energy Center, LLC",THERMAL,COMBUSTION TURBINE,NATURAL GAS,SP15,SDG1,6/7/2006,Unit Repowered and reentered commercial operation on 1/23/2014,,49.5,A
137000,Participating Unit,No,No,EXCLSG1SOLAR,Excelsior Solar,60,PGAE,Five Points Solar Park LLC,SOLAR,PHOTO VOLTAIC,SUN,ZP26,PGE4,10/6/2016,,,60,A
11200,Participating Unit,No,No,EXCHEC7UNIT1,Exchequer,94.5,PGAE,Merced Irrigation District,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1967,,Merced River,94.5,A
118000,Participating Unit,No,No,VICTOR1EXSLRA,Expressway Solar A,2,SCE,"FTS Master Tenant 1, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,5/7/2014,,,2,A
118100,Participating Unit,No,No,VICTOR1EXSLRB,Expressway Solar B,2,SCE,"FTS Master Tenant 1, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,5/7/2014,,,2,A
44002,Participating Unit,Yes,No,CURTIS1FARFLD,FAIRFIELD POWER PLANT,0.9,PGAE,Merced Irrigation District,HYDRO,HYDRO,WATER,NP15,PGE3,8/2/1983,QF Conversion completed 6/17/2015. Formerly QF 25H193,,0.9,A
46000,Participating Unit,Yes,No,FAIRHV6UNIT,FAIRHAVEN POWER CO.,19.9,PGAE,Pacific Gas & Electric Company,BIOMASS,STEAM,WOOD WASTE,NP15,PGE1,9/15/1986,PGE QF 19P005,,19.9,A
81800,Participating Unit,No,No,BOGUE1UNITA1,FEATHER RIVER ENERGY CENTER,46.3,PGAE,Feather River Energy Center LLC (Calpine),PEAKER,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,12/23/2002,,,49.9,A
93200,Participating Unit,Yes,Yes,FELLOW7QFUNTS,FELLOW QF UNIT AGGREGATE,10.5,PGAE,Pacific Gas & Electric Company,THERMAL,VARIOUS,NATURAL GAS,ZP26,PGE4,6/1/2006,,,17.25,A
60700,Non-Participating,Yes,No,FELLOW1SHELLW,FREEPORT-MCMORAN OIL AND GAS LLC (DOME),,PGAE,Pacific Gas & Electric Company ,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,ZP26,PGE4,9/2/1988,PGE QF 25C293,,6.06,A
34300,Non-Participating,Yes,No,FELLOW1TENNCO,AERA ENERGY LLC. (Oxford),,PGAE,Pacific Gas & Electric Company ,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,ZP26,PGE4,9/19/1984,PGE QF 25C180,,6,A
56901,Non-Participating,Yes,No,FELLOW7MIDSUN,AERA ENERGY LLC. (N. MIDWAY SUNSET),,PGAE,Pacific Gas & Electric Company ,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,ZP26,PGE4,6/19/1988,PGE QF 25C258,,4.25,A
11300,Participating Unit,No,Yes,ETIWND2FONTNA,FONTANA/LYTLE CREEK HYDRO (AGGREGATE),2.56,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1904,,,3.45,A
58701,Participating Unit,No,Yes,SAUGUS6MWDFTH,FOOTHILL HYDROELECTRIC RECOVERY PLANT,9.1,SCE,The Metropolitan Water District of Southern California,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1981,,,9.1,A
93900,Participating Unit,Yes,Yes,FTSWRD7QFUNTS,FORT SEWARD QF AGGREGATION,1.6,PGAE,,HYDRO,AGGREGATION,WATER,NP15,PGE3,,,,0.3,A
100600,Participating Unit,No,No,BRDSLD2MTZUMA,FPL Energy Montezuma Wind,36.8,PGAE,"FPL Energy Montezuma Wind, LLC",WIND,WIND,WIND,NP15,PGE3,1/25/2011,,,36.8,A
11600,Participating Unit,No,Yes,AGRICO7UNIT,FRESNO COGEN PLANT,50.6,PGAE,"Fresno Cogeneration Partners, LP",COGENERATION,COMBINED CYCLE,NATURAL GAS,NP15,PGE3,1/1/2001,,,54,A
11602,Non-Participating,No,No,AGRICO7UNIT2,Fresno Cogen STG Unit 2,7.5,PGAE,"Fresno Cogeneration Partners, LP",THERMAL,STEAM,NATURAL GAS,NP15,PGE3,1/1/1990,,,7.5,A
11603,Non-Participating,No,No,AGRICO7UNIT4,FRESNO COGEN CTG UNIT 4,46.5,PGAE,"Fresno Cogeneration Partners, LP",THERMAL,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,1/1/2001,,,46.5,A
