ISO Index,Classification,QF,Aggregate,Resource_ID,Name_Description,Net Dependable Capacity (MW),PTO Area,Owner or QF ID,ISO Classification,Unit Type,Fuel Type,Zone,Demand Zone,Commercial Operating Date,Comments,River System,Nameplate Capacity (MW),Record Status A-Active Control Area Units AND C-Contract Units Outside Ctrl Area
65512,Participating Unit,Yes,No,DEADCK_1_UNIT,"DEADWOOD CREEK (HYDRO SIERRA ENERGY, LLC)",2,PGAE,Pacific Gas & Electric Company,HYDRO,HYDRO,WATER,NP15,PGE3,1/29/1990,PGE QF 12H010,Deadwood Creek,2,A
7400,Participating Unit,No,No,DEERCR_6_UNIT 1,DEER CREEK,7,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1908,,,7,A
7600,Participating Unit,No,Yes,DELTA_2_PL1X4,DELTA ENERGY CENTER (AGGREGATE),880,PGAE,"Delta Energy Center, LLC",THERMAL,COMBINED CYCLE,NATURAL GAS,NP15,PGE3,6/17/2002,,,943.5,A
7601,Non-Participating,No,No,DELTA_2_CTG1,Delta Energy Center Unit 1,212.5,PGAE,"Delta Energy Center, LLC",THERMAL,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,6/17/2002,,,212.5,A
7602,Non-Participating,No,No,DELTA_2_CTG2,Delta Energy Center Unit 2,212.5,PGAE,"Delta Energy Center, LLC",THERMAL,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,6/17/2002,,,212.5,A
7603,Non-Participating,No,No,DELTA_2_CTG3,Delta Energy Center Unit 3,212.5,PGAE,"Delta Energy Center, LLC",THERMAL,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,6/17/2002,,,212.5,A
7604,Non-Participating,No,No,DELTA_2_STG,Delta Energy Center Unit 4,306,PGAE,"Delta Energy Center, LLC",THERMAL,STEAM,HEAT RECOVERY,NP15,PGE3,6/17/2002,,,306,A
44600,Participating Unit,Yes,Yes,DEVERS_1_QF,DEVERS AREA LUMPED UNITS,155,SCE,Southern California Edison,WIND,WIND,WIND,SP15,SCE1,1/1/1983,>99% Wind (based on Nameplate Ratings of children units) ,,155,A
44603,Non-Participating,Yes,No,,BNY Western Trust Company,,SCE,6213,WIND,WIND,WIND,SP15,SCE1,12/22/1986,,,5.93,A
44612,Non-Participating,Yes,No,,ENERGY DEVELOPMENT & CONST. CORP,,SCE,6062,WIND,WIND,WIND,SP15,SCE1,1/31/1985,,,11.66,A
44610,Non-Participating,Yes,No,,DIFWIND FARMS LIMITED V,,SCE,6053,WIND,WIND,WIND,SP15,SCE1,10/15/1986,,,7.9,A
44625,Non-Participating,No,No,BUCKWD_1_QF,San Gorgonio Buckwind,16.5,SCE,"Windpower Partners 1993, LLC",WIND,WIND,WIND,SP15,SCE1,12/13/1984,Formerly SCE QF 6030,,16.5,A
44601,Non-Participating,No,No,PANSEA_1_PANARO,Mesa Wind Project,30,SCE,Mesa Wind Power Corporation,WIND,WIND,WIND,SP15,SCE1,12/31/1998,Formerly SCE QF 6090,,30,A
123100,Non-Participating,No,No,RENWD_1_QF,San Gorgonio Renwind,10,SCE,"Windpower Partners 1993, LLC",WIND,WIND,WIND,SP15,SCE1,,"Formerly SCE QFs 6035, 6118",,10.5,A
113700,Non-Participating,No,No,SANWD_1_QF,San Gorgonio Farms Wind Farm,31,SCE,Southern California Edison,WIND,WIND,WIND,SP15,SCE1,3/1/1983,"Formerly SCE QFs 6009, 6064",,31,A
44604,Participating Unit,No,No,TRNSWD_1_QF,FPL Energy C Wind,38.97,SCE,"FPL Energy Cabazon Wind, LLC",WIND,WIND,WIND,SP15,SCE1,12/3/1984,QF Conversion cmpleted 12/22/2014. Formerly SCE QF 6004,,39,A
44614,Non-Participating,Yes,No,,DUTCH ENERGY,,SCE,6095,WIND,WIND,WIND,SP15,SCE1,4/13/1990,,,8,A
44628,Non-Participating,Yes,No,,WESTWIND TRUST,,SCE,6096,WIND,WIND,WIND,SP15,SCE1,12/31/1985,,,15.66,A
7700,Participating Unit,No,Yes,DVLCYN_1_UNITS,DEVIL CANYON (AGGREGATE),236.8,SCE,CDWR,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1972,,,280,A
7701,Non-Participating,No,No,DVLCYN_1_UNIT 1,Devil Canyon Unit 1,60,SCE,CDWR,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1972,,,60,A
7702,Non-Participating,No,No,DVLCYN_1_UNIT 2,Devil Canyon Unit 2,60,SCE,CDWR,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1976,,,60,A
7703,Non-Participating,No,No,DVLCYN_1_UNIT 3,Devil Canyon Unit 3,80,SCE,CDWR,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1994,,,80,A
7704,Non-Participating,No,No,DVLCYN_1_UNIT 4,Devil Canyon Unit 4,80,SCE,CDWR,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1994,,,80,A
90900,Participating Unit,No,No,FLOWD2_2_FPLWND,DIABLO WINDS,18.6,PGAE,"DIABLO WINDS, LLC",WIND,WIND,WIND,NP15,PGE3,5/1/2005,,,18,A
8000,Participating Unit,No,Yes,DMDVLY_1_UNITS,DIAMOND VALLEY P-G PLANT (AGGREGATE),21,SCE,MWD,HYDRO,PUMPED STORAGE,WATER,SP15,SCE1,1/1/2001,,,39.6,A
8001,Non-Participating,No,No,DMDVLY_1_GEN 1,Diamond Valley Unit 1,3.3,SCE,MWD,HYDRO,PUMPED STORAGE,WATER,SP15,SCE1,1/1/2001,,,3.3,A
8010,Non-Participating,No,No,DMDVLY_1_GEN 10,Diamond Valley Unit 10,3.3,SCE,MWD,HYDRO,PUMPED STORAGE,WATER,SP15,SCE1,1/1/2001,,,3.3,A
8011,Non-Participating,No,No,DMDVLY_1_GEN 11,Diamond Valley Unit 11,3.3,SCE,MWD,HYDRO,PUMPED STORAGE,WATER,SP15,SCE1,1/1/2001,,,3.3,A
8012,Non-Participating,No,No,DMDVLY_1_GEN 12,Diamond Valley Unit 12,3.3,SCE,MWD,HYDRO,PUMPED STORAGE,WATER,SP15,SCE1,1/1/2001,,,3.3,A
8002,Non-Participating,No,No,DMDVLY_1_GEN 2,Diamond Valley Unit 2,3.3,SCE,MWD,HYDRO,PUMPED STORAGE,WATER,SP15,SCE1,1/1/2001,,,3.3,A
8003,Non-Participating,No,No,DMDVLY_1_GEN 3,Diamond Valley Unit 3,3.3,SCE,MWD,HYDRO,PUMPED STORAGE,WATER,SP15,SCE1,1/1/2001,,,3.3,A
8004,Non-Participating,No,No,DMDVLY_1_GEN 4,Diamond Valley Unit 4,3.3,SCE,MWD,HYDRO,PUMPED STORAGE,WATER,SP15,SCE1,1/1/2001,,,3.3,A
8005,Non-Participating,No,No,DMDVLY_1_GEN 5,Diamond Valley Unit 5,3.3,SCE,MWD,HYDRO,PUMPED STORAGE,WATER,SP15,SCE1,1/1/2001,,,3.3,A
8006,Non-Participating,No,No,DMDVLY_1_GEN 6,Diamond Valley Unit 6,3.3,SCE,MWD,HYDRO,PUMPED STORAGE,WATER,SP15,SCE1,1/1/2001,,,3.3,A
8007,Non-Participating,No,No,DMDVLY_1_GEN 7,Diamond Valley Unit 7,3.3,SCE,MWD,HYDRO,PUMPED STORAGE,WATER,SP15,SCE1,1/1/2001,,,3.3,A
8008,Non-Participating,No,No,DMDVLY_1_GEN 8,Diamond Valley Unit 8,3.3,SCE,MWD,HYDRO,PUMPED STORAGE,WATER,SP15,SCE1,1/1/2001,,,3.3,A
8009,Non-Participating,No,No,DMDVLY_1_GEN 9,Diamond Valley Unit 9,3.3,SCE,MWD,HYDRO,PUMPED STORAGE,WATER,SP15,SCE1,1/1/2001,,,3.3,A
44800,Participating Unit,Yes,Yes,DIVSON_6_NSQF,DIVISON NAVAL STATION COGEN,47,SDGE,SDG&E Exempt,COGENERATION,COMBINED CYCLE,NATURAL GAS,SP15,SDG1,1/1/1989,SDGE QF 233,,48.6,A
44802,Non-Participating,No,No,,DIVISON NAVAL STATION COGEN STG,,SDGE,SDG&E Exempt,COGENERATION,STEAM,HEAT RECOVERY,SP15,SDG1,1/1/1989,,,10.2,A
44801,Non-Participating,No,No,,DIVISON NAVAL STATION COGEN CT,,SDGE,SDG&E Exempt,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,SP15,SDG1,1/1/1989,,,38.4,A
91400,Participating Unit,No,Yes,DUANE_1_PL1X3,DONALD VON RAESFELD POWER PLANT,147.8,PGAE,City of Santa Clara DBA Silicon Valley Power ,THERMAL,COMBINED CYCLE,NATURAL GAS,NP15,NCP1,3/24/2005,,,154.4,A
91401,Non-Participating,No,No,DUANE_7_CTG1,DONALD VON RAESFELD CTG1 UNIT,50.4,PGAE,City of Santa Clara DBA Silicon Valley Power,THERMAL,COMBUSTION TURBINE,NATURAL GAS,NP15,NCP1,3/24/2005,,,50.4,A
91402,Non-Participating,No,No,DUANE_7_CTG2,DONALD VON RAESFELD CTG2 UNIT,50.4,PGAE,City of Santa Clara DBA Silicon Valley Power,THERMAL,COMBUSTION TURBINE,NATURAL GAS,NP15,NCP1,3/24/2005,,,50.4,A
91403,Non-Participating,No,No,DUANE_7_STG3,DONALD VON RAESFELD STG3 UNIT,53.6,PGAE,City of Santa Clara DBA Silicon Valley Power,THERMAL,STEAM,HEAT RECOVERY,NP15,NCP1,3/24/2005,,,53.6,A
44900,Participating Unit,Yes,No,DOUBLC_1_UNITS,DOUBLE C LIMITED,52.23,PGAE,DOUBLE C LIMITED,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,ZP26,PGE4,3/14/1989,,,48.08,A
8400,Participating Unit,No,Yes,DREWS_6_PL1X4,DREWS (AGGREGATE),41.4,SCE,"Colton Power, LP",PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,8/14/2001,,,43,A
8401,Non-Participating,No,No,DREWS_6_GEN 1,Drews Unit 1,10.8,SCE,"Colton Power, LP",PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,8/14/2001,,,10.75,A
8402,Non-Participating,No,No,DREWS_6_GEN 2,Drews Unit 2,10.8,SCE,"Colton Power, LP",PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,8/14/2001,,,10.75,A
8403,Non-Participating,No,No,DREWS_6_GEN 3,Drews Unit 3,10.8,SCE,"Colton Power, LP",PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,8/14/2001,,,10.75,A
8404,Non-Participating,No,No,DREWS_6_GEN 4,Drews Unit 4,10.8,SCE,"Colton Power, LP",PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,8/14/2001,,,10.75,A
8500,Participating Unit,No,Yes,DRUM_7_PL1X2,DRUM PH 1 UNIT 1 & 2 (AGGREGATE),26,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1913,,South Yuba,26,A
8501,Non-Participating,No,No,DRUM_7_UNIT 1,Drum PH 1 Unit 1,13,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1913,,South Yuba,13,A
8502,Non-Participating,No,No,DRUM_7_UNIT 2,Drum PH 1 Unit 2,13,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1913,,South Yuba,13,A
8600,Participating Unit,No,Yes,DRUM_7_PL3X4,DRUM PH 1 UNIT 3 & 4 (AGGREGATE),28.9,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1922,,South Yuba,28.9,A
8601,Non-Participating,No,No,DRUM_7_UNIT 3,Drum PH 1 Unit 3,12.9,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1922,,South Yuba,12.9,A
8602,Non-Participating,No,No,DRUM_7_UNIT 4,Drum PH 1 Unit 4,16,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1928,,South Yuba,16,A
132100,Participating Unit,No,No,ETIWND_2_SOLAR1,Dedeaux Ontario,1,SCE,"SunEdison Utility Solutions, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,3/23/2016,,,1,A
121000,Participating Unit,No,No,BREGGO_6_DEGRSL,Desert Green Solar Farm,6.3,SDGE,"Desert Green Solar Farm, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SDG1,11/26/2014,,,6.5,A
105700,Participating Unit,No,Yes,MRCHNT_2_PL1X3,Desert Star Energy Center,494.58,SCE,Desert Start Energy Center,THERMAL,COMBINED CYCLE,NATURAL GAS,SP15,SCE1,6/18/2012,,,506,A
105701,Non-Participating,No,No,MRCHNT_2_CTG1,Desert Star Energy Center CT1,230,SDGE,San Diego Gas and Electric Company,THERMAL,COMBUSTION TURBINE,NATURAL GAS,SP15,SDG1,6/18/2012,,,163,A
105702,Non-Participating,No,No,MRCHNT_2_CTG2,Desert Star Energy Center CT2,201,SDGE,San Diego Gas and Electric Company,THERMAL,COMBUSTION TURBINE,NATURAL GAS,SP15,SDG1,6/18/2012,,,163,A
105703,Non-Participating,No,No,MRCHNT_2_STG,Desert Star Energy Center ST1,201,SDGE,San Diego Gas and Electric Company,THERMAL,COMBUSTION TURBINE,NATURAL GAS,SP15,SDG1,6/18/2012,,,180,A
131000,Participating Unit,No,No,DSRTSL_2_SOLAR1,Desert Stateline,296.19,SCE,"Desert Stateline, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,8/30/2016,,,299.99,A
109900,Participating Unit,No,No,DSRTSN_2_SOLAR2,Desert Sunlight 250,250,SCE,"Desert Sunlight 250, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,12/5/2014,,,250,A
110300,Participating Unit,No,No,DSRTSN_2_SOLAR1,Desert Sunlight 300,300,SCE,"Desert Sunlight 300, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,12/5/2014,,,300,A
7800,Participating Unit,No,No,DIABLO_7_UNIT 1,Diablo Canyon Unit 1,1150,PGAE,PG&E,NUCLEAR,STEAM,URANIUM,ZP26,PGE4,1/1/1985,,,1150,A
7900,Participating Unit,No,No,DIABLO_7_UNIT 2,Diablo Canyon Unit 2,1150,PGAE,PG&E,NUCLEAR,STEAM,URANIUM,ZP26,PGE4,1/1/1986,,,1150,A
119300,Participating Unit,No,No,VOLTA_6_DIGHYD,Digger Creek Ranch Hydro,0.6,PGAE,Kenneth E. Link,HYDRO,HYDRO,WATER,NP15,PGE3,7/2/2014,,,0.6,A
96600,Participating Unit,No,No,TIFFNY_1_DILLON,Dillon 1 Wind Project,45,SCE,Dillon Wind LLC,WIND,WIND,WIND,SP15,SCE1,4/18/2008,,,45,A
8100,Participating Unit,Yes,No,DINUBA_6_UNIT,"Dinuba Energy, Inc.",12,PGAE,"Dinuba Energy, Inc.",THERMAL,STEAM,AGRICULTURAL WASTE,NP15,PGE3,7/5/2001,,,11.5,A
8300,Participating Unit,No,No,DONNLS_7_UNIT,Donnells Hydro,72,PGAE,City of Santa Clara DBA Silicon Valley Power,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1957,,Stanislaus River,72,A
131900,Participating Unit,No,No,DRACKR_2_SOLAR1,Dracker Solar Unit 1,110,SCE,"Blythe Solar 110, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,5/2/2016,,,110,A
135800,Participating Unit,No,No,DRACKR_2_SOLAR2,Dracker Solar Unit 2,125,SCE,"Blythe Solar II, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,10/28/2016,,,125,A
8700,Participating Unit,No,No,DRUM_7_UNIT 5,Drum PH 2 Unit 5,50,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1965,,South Yuba,50,A
120700,Participating Unit,No,No,DELSUR_6_DRYFRB,Dry Farm Ranch B,5,SCE,"FTS Master Tenant 1, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,11/21/2014,,,5,A
137600,Participating Unit,No,No,ETIWND_2_SOLAR5,Dulles,2,SCE,"Golden Solar, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,11/17/2016,,,2,A
8800,Participating Unit,No,No,DUTCH1_7_UNIT 1,Dutch Flat PH 1 Unit 1,22,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1943,,South Yuba,22,A
8900,Participating Unit,No,No,DUTCH2_7_UNIT 1,Dutch Flat PH 2 Unit 1,26,PGAE,Nevada Irrigation District,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1965,QF Conversion Completed: 2/10/2014,South Yuba,24.57,A
45100,Participating Unit,Yes,No,SNCLRA_6_OXGEN,"E. F. OXNARD, INCORPORATED",48.9,SCE,Southern California Edison Company,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,4/13/1990,SCE QF 2205,,47.7,A
2920,Participating Unit,No,No,EASTWD_7_UNIT,EASTWOOD PUMP-GEN,200,SCE,SCE,HYDRO,PUMPED STORAGE,WATER,SP15,SCE1,1/1/1987,,,199,A
126600,Participating Unit,No,No,EEKTMN_6_SOLAR1,EE K Solar 1,20,PGAE,"EE Kettleman Land, LLC",SOLAR,PHOTO VOLTAIC,SUN,ZP26,PGE3,8/12/2015,,,20,A
91900,Participating Unit,No,No,ELDORO_7_UNIT 1,EL DORADO POWERHOUSE UNIT 1,11,PGAE,El Dorado Irrigation District,HYDRO,HYDRO,WATER,NP15,PGE3,5/21/2005,,AMERICAN RIVER-SOUTH FORK,10.5,A
92000,Participating Unit,No,No,ELDORO_7_UNIT 2,EL DORADO POWERHOUSE UNIT 2,11,PGAE,El Dorado Irrigation District,HYDRO,HYDRO,WATER,NP15,PGE3,5/21/2005,,AMERICAN RIVER-SOUTH FORK,10.5,A
89900,Participating Unit,No,Yes,VALLEY_7_UNITA1,EL SOBRANTE LANDFILL GAS GENERATION,3.74,SCE,WM Energy Solutions,BIOMASS,RECIPROCATING ENGINE,LANDFILL GAS,SP15,SCE1,4/26/2004,,,4.05,A
89903,Non-Participating,Yes,No,,EL SOBRANTE LANDFILL UNIT 3,1.35,SCE,WM Energy Solutions,BIOMASS,RECIPROCATING ENGINE,LANDFILL GAS,SP15,SCE1,4/26/2004,,,1.35,A
89901,Non-Participating,Yes,No,,EL SOBRANTE LANDFILL UNIT 1,1.35,SCE,WM Energy Solutions,BIOMASS,RECIPROCATING ENGINE,LANDFILL GAS,SP15,SCE1,4/26/2004,,,1.35,A
89902,Non-Participating,Yes,No,,EL SOBRANTE LANDFILL UNIT 2,1.35,SCE,WM Energy Solutions,BIOMASS,RECIPROCATING ENGINE,LANDFILL GAS,SP15,SCE1,4/26/2004,,,1.35,A
9600,Participating Unit,No,Yes,ELECTR_7_PL1X3,ELECTRA PH (AGGREGATE),101.5,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1948,,Mokelumne River,101.5,A
9601,Non-Participating,No,No,ELECTR_7_UNIT 1,Electra Unit 1,31.7,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1948,,Mokelumne River,31.7,A
9602,Non-Participating,No,No,ELECTR_7_UNIT 2,Electra Unit 2,31.7,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1948,,Mokelumne River,31.7,A
9603,Non-Participating,No,No,ELECTR_7_UNIT 3,Electra Unit 3,38.1,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1/1/1948,,Mokelumne River,38.1,A
84100,Participating Unit,No,Yes,ELKHIL_2_PL1X3,ELK HILLS GENERATING PROJECT (AGGREGATE),551.7,PGAE,Elk Hills Power,THERMAL,COMBINED CYCLE,NATURAL GAS,ZP26,PGE4,7/24/2003,,,610,A
84101,Non-Participating,No,No,ELKHIL_7_CTG1,ELK HILLS COMBUSTION TURBINE UNIT 1,169,PGAE,Elk Hills Power,THERMAL,COMBUSTION TURBINE,NATURAL GAS,ZP26,PGE4,7/24/2003,,,198.5,A
84102,Non-Participating,No,No,ELKHIL_7_CTG2,ELK HILLS COMBUSTION TURBINE UNIT 2,169,PGAE,Elk Hills Power,THERMAL,COMBUSTION TURBINE,NATURAL GAS,ZP26,PGE4,7/24/2003,,,198.5,A
84103,Non-Participating,No,No,ELKHIL_7_STG,ELK HILLS STEAM TURBINE UNIT 3,223,PGAE,Elk Hills Power,THERMAL,STEAM,HEAT RECOVERY,ZP26,PGE4,7/24/2003,,,213,A
45500,Participating Unit,Yes,Yes,ELLIS_2_QF,ELLIS AREA LUMPED UNITS,18.51,SCE,VARIOUS,BIOMASS,,LANDFILL GAS,SP15,SCE1,1/1/1993,,,28.24,A
45502,Non-Participating,Yes,No,,COUNTY SANITATION DIST OF ORANGE CO. (FOUNTAIN VALLEY),,SCE,2460,COGENERATION,,,SP15,SCE1,6/16/1993,,,4.5,A
45505,Non-Participating,Yes,No,,VANGUARD ENERGY SYSTEMS,,SCE,2258,COGENERATION,,,SP15,SCE1,1/15/1987,,,0.09,A
45504,Non-Participating,Yes,No,,OMNI METAL FINISHING,,SCE,2366,COGENERATION,,,SP15,SCE1,1/25/1989,,,0.06,A
45503,Non-Participating,Yes,No,,COUNTY SANITATION DIST OF ORANGE CO. (HUNTINGTON BEACH),,SCE,1098,BIOMASS,,,SP15,SCE1,7/27/1993,,,8.8,A
124200,Participating Unit,No,No,ENERSJ_2_WIND,ESJ Wind Energy,155.1,SDGE,"Energia Sierra Juarez, S. de R.L. de C.V.",WIND,WIND,WIND,SP15,SDG1,,Phased Implementation: 155.1 MW commercial out of 155.1 MW total at completion. As of 6/4/2015,,155.1,A
45800,Participating Unit,Yes,Yes,ETIWND_2_QF,ETIWANDA AREA LUMPED UNITS,37.22,SCE,VARIOUS,HYDRO,HYDRO,WATER,SP15,SCE1,9/1/1985,,,37.22,A
45802,Non-Participating,Yes,No,,SAN BERNARDINO MWD UNIT 3 (SITE 2100),,SCE,4100,HYDRO,HYDRO,WATER,SP15,SCE1,,,,0.08,A
11100,Participating Unit,No,No,ETIWND_6_MWDETI,ETIWANDA HYDRO RECOVERY PLANT,24,SCE,Metropolitan Water District,HYDRO,HYDRO,WATER,SP15,SCE1,1/1/1994,,,23.9,A
10800,Participating Unit,No,No,ETIWND_7_UNIT 3,ETIWANDA UNIT 3,320,SCE,"RRI Energy Etiwanda, Inc.",THERMAL,STEAM,NATURAL GAS,SP15,SCE1,,,,333,A
10900,Participating Unit,No,No,ETIWND_7_UNIT 4,ETIWANDA UNIT 4,320,SCE,"RRI Energy Etiwanda, Inc.",THERMAL,STEAM,NATURAL GAS,SP15,SCE1,,,,333,A
45900,Participating Unit,Yes,No,GOLETA_6_EXGEN,"EXXON COMPANY, USA",48.2,SCE,Southern California Edison Company,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,8/19/1993,SCE QF 2101,,49,A
44616,Participating Unit,Yes,No,GARNET_2_WIND5,Eastwind,3,SCE,"Yavi Energy, LLC",WIND,WIND,WIND,SP15,SCE1,1/7/1985,Formerly SCE QF 6052,,3,A
127700,Participating Unit,No,Yes,CAPWD_1_QF,Edom Hills Wind Farm,19.55,SCE,"Edom Hills Project 1, LLC",WIND,WIND,WIND,SP15,SCE1,3/15/1985,Formerly SCE QF 6056,,20,A
127701,Non-Participating,No,No,,EH01,,SCE,"Edom Hills Project 1, LLC",WIND,WIND,WIND,SP15,SCE1,10/19/2015,,,2.5,A
127702,Non-Participating,No,No,,EH02,,SCE,"Edom Hills Project 1, LLC",WIND,WIND,WIND,SP15,SCE1,10/19/2015,,,2.5,A
127703,Non-Participating,No,No,,EH03,,SCE,"Edom Hills Project 1, LLC",WIND,WIND,WIND,SP15,SCE1,10/19/2015,,,2.5,A
127708,Non-Participating,No,No,,EH08,,SCE,"Edom Hills Project 1, LLC",WIND,WIND,WIND,SP15,SCE1,10/19/2015,,,2.5,A
127705,Non-Participating,No,No,,EH05,,SCE,"Edom Hills Project 1, LLC",WIND,WIND,WIND,SP15,SCE1,10/19/2015,,,2.5,A
127706,Non-Participating,No,No,,EH06,,SCE,"Edom Hills Project 1, LLC",WIND,WIND,WIND,SP15,SCE1,10/19/2015,,,2.5,A
127707,Non-Participating,No,No,,EH07,,SCE,"Edom Hills Project 1, LLC",WIND,WIND,WIND,SP15,SCE1,10/19/2015,,,2.5,A
127704,Non-Participating,No,No,,EH04,,SCE,"Edom Hills Project 1, LLC",WIND,WIND,WIND,SP15,SCE1,10/19/2015,,,2.5,A
99100,Participating Unit,No,No,ELCAJN_6_LM6K,El Cajon Energy Center,48.1,SDGE,"El Cajon Energy, LLC",PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SDG1,6/16/2010,,,49.9,A
9100,Participating Unit,No,No,ELCAJN_7_GT1,El Cajon GT,16.36,SDGE,"Cabrillo Power II, LLC",PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SDG1,1/1/1968,,,15,A
96500,Participating Unit,No,No,ELNIDP_6_BIOMAS,El Nido Biomass to Energy,10.5,PGAE,Global Ampersand LLC,BIOMASS,STEAM,LANDFILL GAS,NP15,PGE3,8/24/2008,,,12.5,A
111600,Participating Unit,No,Yes,ELSEGN_2_UN1011,El Segundo Energy Center 5/6,263,SCE,El Segundo Energy Center LLC,THERMAL,COMBINED CYCLE,NATURAL GAS,SP15,SCE1,6/29/2013,,,348,A
111601,Non-Participating,No,No,ELSEGN_2_UNIT10,El Segundo Energy Center Unit 5,90.5,SCE,El Segundo Energy Center LLC,THERMAL,COMBINED CYCLE,NATURAL GAS,SP15,,6/29/2013,,,235,A
111602,Non-Participating,No,No,ELSEGN_2_UNIT11,El Segundo Energy Center Unit 6,228,SCE,El Segundo Energy Center LLC,THERMAL,COMBINED CYCLE,NATURAL GAS,SP15,,6/29/2013,,,83.2,A
111400,Participating Unit,No,No,ELSEGN_2_UN2021,El Segundo Energy Center 7/8,263.68,SCE,El Segundo Energy Center LLC,THERMAL,COMBINED CYCLE,NATURAL GAS,SP15,SCE1,6/29/2013,,,348,A
9700,Participating Unit,No,No,GOLETA_6_ELLWOD,Ellwood Generating Station,54,SCE,"RRI Energy Coolwater, Inc.",PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,,,,56,A
9800,Participating Unit,No,No,ENCINA_7_GT1,Encina GT 1,14.5,SDGE,"Cabrillo Power I, LLC",PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SDG1,1/1/1968,,,18,A
9900,Participating Unit,No,No,ENCINA_7_EA1,Encina Unit 1,106,SDGE,"Cabrillo Power I, LLC",THERMAL,STEAM,NATURAL GAS,SP15,SDG1,1/1/1954,,,106.25,A
10000,Participating Unit,No,No,ENCINA_7_EA2,Encina Unit 2,104,SDGE,"Cabrillo Power I, LLC",THERMAL,STEAM,NATURAL GAS,SP15,SDG1,1/1/1956,,,110.25,A
10100,Participating Unit,No,No,ENCINA_7_EA3,Encina Unit 3,110,SDGE,"Cabrillo Power I, LLC",THERMAL,STEAM,NATURAL GAS,SP15,SDG1,1/1/1958,,,110.25,A
10200,Participating Unit,No,No,ENCINA_7_EA4,Encina Unit 4,300,SDGE,"Cabrillo Power I, LLC",THERMAL,STEAM,NATURAL GAS,SP15,SDG1,1/1/1973,,,306,A
10300,Participating Unit,No,No,ENCINA_7_EA5,Encina Unit 5,330,SDGE,"Cabrillo Power I, LLC",THERMAL,STEAM,NATURAL GAS,SP15,SDG1,1/1/1978,,,345.6,A
132200,Participating Unit,No,No,ORLND_6_SOLAR1,Enerparc California 2,1.5,PGAE,"Enerparc CA2, LLC",SOLAR,PHOTO VOLTAIC,SUN,NP15,PGE2,3/23/2016,,,1.5,A
