ISO Index,Classification,QF,Aggregate,Resource_ID,Name_Description,NetCap,PTO Area,Owner or QF ID,Fuel Type,Unit Type,ISO Classification,Zone,Demand Zone,Operating Date,River System,Nameplate Capacity,Status - A=Active; C - Contracted outside CAISO,Capacity Factor,Average Heat Rate
111600,Participating Unit,No,Yes,ELSEGN_2_UN1011,El Segundo Energy Center 5/6,263,SCE,El Segundo Energy Center LLC,NATURAL GAS,COMBINED CYCLE,THERMAL,SP15,SCE1,6/29/2013,,348,A,,10.67876999
111400,Participating Unit,No,No,ELSEGN_2_UN2021,El Segundo Energy Center 7/8,263.68,SCE,El Segundo Energy Center LLC,NATURAL GAS,COMBINED CYCLE,THERMAL,SP15,SCE1,6/29/2013,,348,A,,10.67876999
119700,Participating Unit,Yes,No,SNCLRA_2_HOWLNG,"Houweling Nurseries Oxnard, Inc",13,SCE,"Houweling Nurseries Oxnard, Inc",NATURAL GAS,INTERNAL COMBUSTION,THERMAL,SP15,SCE1,6/14/2013,,13.2,A,,10.575
96700,Participating Unit,No,No,RVSIDE_6_RERCU1,Riverside Energy Res. Ctr Unit 1,48.35,SCE,City of Riverside (MSSA),NATURAL GAS,COMBUSTION TURBINE,COGENERATION,SP15,RVD1,6/1/2006,,48.5,A,,10.40108807
96800,Participating Unit,No,No,RVSIDE_6_RERCU2,Riverside Energy Res. Ctr Unit 2,48.5,SCE,City of Riverside (MSSA),NATURAL GAS,COMBUSTION TURBINE,COGENERATION,SP15,RVD1,6/1/2006,,48.5,A,,10.40108807
101000,Participating Unit,No,No,RVSIDE_2_RERCU3,Riverside Energy Resource Center (RERC) Unit 3,49,SCE,City of Riverside (MSSA),NATURAL GAS,COMBUSTION TURBINE,PEAKER,SP15,RVD1,4/1/2011,,48.5,A,,10.40108807
101100,Participating Unit,No,No,RVSIDE_2_RERCU4,Riverside Energy Resource Center (RERC) Unit 4,49,SCE,City of Riverside (MSSA),NATURAL GAS,COMBUSTION TURBINE,PEAKER,SP15,RVD1,4/1/2011,,48.5,A,,10.40108807
102500,Participating Unit,No,No,ANAHM_2_CANYN1,Canyon Power Plant Unit 1,49.4,SCE,City of Anaheim (MSS Agreement - S14),NATURAL GAS,COMBUSTION TURBINE,PEAKER,SP15,SCE1,9/16/2011,,49.4,A,,10.2605625
102600,Participating Unit,No,No,ANAHM_2_CANYN2,Canyon Power Plant Unit 2,49.4,SCE,City of Anaheim (MSS Agreement - S14),NATURAL GAS,COMBUSTION TURBINE,PEAKER,SP15,SCE1,9/16/2011,,49.4,A,,10.2605625
101900,Participating Unit,No,No,ANAHM_2_CANYN3,Canyon Power Plant Unit 3,49.4,SCE,City of Anaheim (MSS Agreement - S14),NATURAL GAS,COMBUSTION TURBINE,PEAKER,SP15,ANA1,7/30/2011,,49.4,A,,10.2605625
102000,Participating Unit,No,No,ANAHM_2_CANYN4,Canyon Power Plant Unit 4,49.4,SCE,City of Anaheim (MSS Agreement - S14),NATURAL GAS,COMBUSTION TURBINE,PEAKER,SP15,ANA1,7/30/2011,,49.4,A,,10.2605625
42500,Participating Unit,Yes,No,MIRLOM_6_DELGEN,"CORONA ENERGY PARTNERS, LTD.",50.05,SCE,Southern California Edison Company,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,SP15,SCE1,5/21/1988,,35,A,,10.00069727
72200,Participating Unit,Yes,No,HOLGAT_1_BORAX,U.S. BORAX AND CHEMICAL CORP. (#1),48.2,SCE,Southern California Edison Company,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,SP15,SCE1,6/1/1984,,22,A,,9.973782559
14100,Participating Unit,No,No,GLNARM_7_UNIT 1,Glen Arm Power Plant 1,22.07,SCE,City of Pasadena,NATURAL GAS,COMBUSTION TURBINE,PEAKER,SP15,PAS1,1/1/1976,,30.58,A,,9.973454697
14200,Participating Unit,No,No,GLNARM_7_UNIT 2,Glen Arm Power Plant 2,22.3,SCE,City of Pasadena,NATURAL GAS,COMBUSTION TURBINE,PEAKER,SP15,PAS1,1/1/1976,,30.58,A,,9.973454697
89000,Participating Unit,No,No,GLNARM_7_UNIT 3,Glen Arm Power Plant 3,44.83,SCE,City of Pasadena,NATURAL GAS,COMBUSTION TURBINE,PEAKER,SP15,PAS1,1/8/2004,,47.3,A,,9.973454697
89300,Participating Unit,No,No,GLNARM_7_UNIT 4,Glen Arm Power Plant 4,42.42,SCE,City of Pasadena,NATURAL GAS,COMBUSTION TURBINE,PEAKER,SP15,PAS1,1/8/2004,,47.3,A,,9.973454697
65600,Participating Unit,Yes,No,CHINO_6_SMPPAP,AltaGas Pomona Energy Inc.,44,SCE,AltaGas Pomona Energy Inc.,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,SP15,SCE1,11/18/1985,,44,A,,9.929203496
38700,Participating Unit,Yes,No,LGHTHP_6_ICEGEN,CARSON COGENERATION COMPANY,48,SCE,CARSON COGENERATION COMPANY,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,SP15,SCE1,12/22/1989,,48.9,A,,9.929203496
45801,Participating Unit,Yes,No,ETIWND_2_UNIT1,"New-Indy Ontario, LLC",33.6,SCE,"New-Indy Ontario, LLC",NATURAL GAS,COMBUSTION TURBINE,COGENERATION,SP15,SCE1,9/1/1985,,36.6,A,,9.929203496
75100,Participating Unit,Yes,No,SNCLRA_2_UNIT1,New-Indy Oxnard LLC,27.8,SCE,New-Indy Oxnard LLC,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,SP15,SCE1,3/14/1986,,27.8,A,,9.929203496
63700,Participating Unit,Yes,No,SNCLRA_6_PROCGN,PROCTER & GAMBLE PAPER PROD. (OXNARD II),49.5,SCE,Southern California Edison Company,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,SP15,SCE1,11/17/1998,,46.1,A,,9.929203496
109201,Participating Unit,No,No,SENTNL_2_CTG1,CPV Sentinel Unit 1,92.09,SCE,"CPV Sentinel, LLC",NATURAL GAS,COMBUSTION TURBINE,THERMAL,SP15,SCE1,5/6/2013,,106.5,A,,9.54176644
109202,Participating Unit,No,No,SENTNL_2_CTG2,CPV Sentinel Unit 2,92.4,SCE,"CPV Sentinel, LLC",NATURAL GAS,COMBUSTION TURBINE,THERMAL,SP15,SCE1,5/6/2013,,106.5,A,,9.54176644
109203,Participating Unit,No,No,SENTNL_2_CTG3,CPV Sentinel Unit 3,92.36,SCE,"CPV Sentinel, LLC",NATURAL GAS,COMBUSTION TURBINE,THERMAL,SP15,SCE1,5/6/2013,,106.5,A,,9.54176644
109204,Participating Unit,No,No,SENTNL_2_CTG4,CPV Sentinel Unit 4,91.98,SCE,"CPV Sentinel, LLC",NATURAL GAS,COMBUSTION TURBINE,THERMAL,SP15,SCE1,5/6/2013,,106.5,A,,9.54176644
109205,Participating Unit,No,No,SENTNL_2_CTG5,CPV Sentinel Unit 5,91.83,SCE,"CPV Sentinel, LLC",NATURAL GAS,COMBUSTION TURBINE,THERMAL,SP15,SCE1,5/6/2013,,106.5,A,,9.54176644
109206,Participating Unit,No,No,SENTNL_2_CTG6,CPV Sentinel Unit 6,92.16,SCE,"CPV Sentinel, LLC",NATURAL GAS,COMBUSTION TURBINE,THERMAL,SP15,SCE1,5/6/2013,,106.5,A,,9.54176644
109207,Participating Unit,No,No,SENTNL_2_CTG7,CPV Sentinel Unit 7,91.84,SCE,"CPV Sentinel, LLC",NATURAL GAS,COMBUSTION TURBINE,THERMAL,SP15,SCE1,5/6/2013,,106.5,A,,9.54176644
109208,Participating Unit,No,No,SENTNL_2_CTG8,CPV Sentinel Unit 8,91.56,SCE,"CPV Sentinel, LLC",NATURAL GAS,COMBUSTION TURBINE,THERMAL,SP15,SCE1,5/6/2013,,106.5,A,,9.54176644
107600,Participating Unit,No,No,VESTAL_2_WELLHD,Wellhead Power Delano,49,SCE,"Wellhead Power Delano, LLC",NATURAL GAS,COMBUSTION TURBINE,THERMAL,SP15,SCE1,1/16/2013,,49,A,,9.54176644
43500,Participating Unit,Yes,No,SAUGUS_6_PTCHGN,COUNTY OF LOS ANGELES (PITCHESS HONOR RANCH),29.8,SCE,Southern California Edison Company,NATURAL GAS,COMBINED CYCLE,COGENERATION,SP15,SCE1,7/14/1988,,28.71,A,,9.509999778
95600,Participating Unit,No,Yes,MIRLOM_6_PEAKER,Mira Loma Peaker,46,SCE,SCE,NATURAL GAS,COMBUSTION TURBINE,PEAKER,SP15,SCE1,9/20/2007,,49,A,,9.509785862
52901,Participating Unit,No,No,OMAR_2_UNIT 1,KERN RIVER COGENERATION UNIT 1,78,SCE,"Chevron Power Holdings, Inc.",NATURAL GAS,COMBUSTION TURBINE,COGENERATION,SP15,SCE1,5/1/1985,,85,A,,9.345463603
52902,Participating Unit,No,No,OMAR_2_UNIT 2,KERN RIVER COGENERATION UNIT 2,78.11,SCE,"Chevron Power Holdings, Inc.",NATURAL GAS,COMBUSTION TURBINE,COGENERATION,SP15,SCE1,5/1/1985,,85,A,,9.345463603
52903,Participating Unit,No,No,OMAR_2_UNIT 3,KERN RIVER COGENERATION UNIT 3,81.41,SCE,"Chevron Power Holdings, Inc.",NATURAL GAS,COMBUSTION TURBINE,COGENERATION,SP15,SCE1,5/1/1985,,85,A,,9.345463603
52904,Participating Unit,No,No,OMAR_2_UNIT 4,KERN RIVER COGENERATION UNIT 4,81.44,SCE,"Chevron Power Holdings, Inc.",NATURAL GAS,COMBUSTION TURBINE,COGENERATION,SP15,SCE1,5/1/1985,,85,A,,9.345463603
108600,Participating Unit,No,No,WALCRK_2_CTG1,Walnut Creek Energy Park Unit 1,96.43,SCE,"Walnut Creek Energy, LLC",NATURAL GAS,COMBUSTION TURBINE,THERMAL,SP15,SCE1,3/21/2013,,100.1,A,,9.285044686
108700,Participating Unit,No,No,WALCRK_2_CTG2,Walnut Creek Energy Park Unit 2,96.91,SCE,"Walnut Creek Energy, LLC",NATURAL GAS,COMBUSTION TURBINE,THERMAL,SP15,SCE1,3/21/2013,,100.1,A,,9.285044686
108800,Participating Unit,No,No,WALCRK_2_CTG3,Walnut Creek Energy Park Unit 3,96.65,SCE,"Walnut Creek Energy, LLC",NATURAL GAS,COMBUSTION TURBINE,THERMAL,SP15,SCE1,3/21/2013,,100.1,A,,9.285044686
108500,Participating Unit,No,No,WALCRK_2_CTG4,Walnut Creek Energy Park Unit 4,96.49,SCE,"Walnut Creek Energy, LLC",NATURAL GAS,COMBUSTION TURBINE,THERMAL,SP15,SCE1,3/29/2013,,100.1,A,,9.285044686
109300,Participating Unit,No,No,WALCRK_2_CTG5,Walnut Creek Energy Park Unit 5,96.65,SCE,"Walnut Creek Energy, LLC",NATURAL GAS,COMBUSTION TURBINE,THERMAL,SP15,SCE1,4/30/2013,,100,A,,9.285044686
92500,Participating Unit,No,Yes,VERNON_6_MALBRG,Malburg Generating Station,134,SCE,City of Vernon,NATURAL GAS,COMBINED CYCLE,THERMAL,SP15,VRN1,10/17/2005,,134,A,,9.248566127
70401,Participating Unit,No,No,SYCAMR_2_UNIT 1,SYCAMORE COGENERATION UNIT 1,85,SCE,"Chevron Power Holdings, Inc.",NATURAL GAS,COMBUSTION TURBINE,COGENERATION,SP15,SCE1,1/1/1987,,90,A,,9.241184963
70402,Participating Unit,No,No,SYCAMR_2_UNIT 2,SYCAMORE COGENERATION UNIT 2,85,SCE,"Chevron Power Holdings, Inc.",NATURAL GAS,COMBUSTION TURBINE,COGENERATION,SP15,SCE1,1/1/1987,,90,A,,9.241184963
70403,Participating Unit,No,No,SYCAMR_2_UNIT 3,SYCAMORE COGENERATION UNIT 3,85,SCE,"Chevron Power Holdings, Inc.",NATURAL GAS,COMBUSTION TURBINE,COGENERATION,SP15,SCE1,1/1/1987,,90,A,,9.241184963
70404,Participating Unit,No,No,SYCAMR_2_UNIT 4,SYCAMORE COGENERATION UNIT 4,85,SCE,"Chevron Power Holdings, Inc.",NATURAL GAS,COMBUSTION TURBINE,COGENERATION,SP15,SCE1,1/1/1987,,90,A,,9.241184963
98600,Participating Unit,Yes,Yes,TENGEN_2_PL1X2,Berry Cogen 42,40.2,SCE,Berry Petroleum Co,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,SP15,SCE1,3/6/1990,,43.52,A,,9.166630918
45100,Participating Unit,Yes,No,SNCLRA_6_OXGEN,"E. F. OXNARD, INCORPORATED",48.9,SCE,Southern California Edison Company,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,SP15,SCE1,4/13/1990,,47.7,A,,9.138368149
91300,Participating Unit,No,Yes,CORONS_6_CLRWTR,Clearwater Power Plant,28,SCE,City of Riverside (MSSA),NATURAL GAS,COMBINED CYCLE,THERMAL,SP15,SCE1,2/28/2005,,32.27,A,,8.882108002
60900,Participating Unit,Yes,No,CHINO_6_CIMGEN,O.L.S. ENERGY COMPANY- CHINO-MENS INST.,31.6,SCE,Southern California Edison Company,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,SP15,SCE1,12/24/1987,,27.6,A,,8.845058893
82800,Participating Unit,No,Yes,HIDSRT_2_UNITS,HIGH DESERT POWER PROJECT (AGGREGATE),830,SCE,"High Desert Power, LLC",NATURAL GAS,COMBINED CYCLE,THERMAL,SP15,SCE1,4/21/2003,,854.9,A,,8.682673096
38900,Participating Unit,Yes,Yes,CENTER_2_QF,CENTER AREA LUMPED UNITS,31,SCE,COGENERATION,NATURAL GAS,,COGENERATION,SP15,SCE1,1/1/1987,,31.01,A,,8.51
66400,Participating Unit,Yes,Yes,SBERDO_2_QF,SAN BERNARDINO AREA LUMPED UNITS,10.6,SCE,VARIOUS,NATURAL GAS,,COGENERATION,SP15,SCE1,1/1/1989,,11.85,A,,8.51
58300,Participating Unit,Yes,Yes,MOORPK_6_QF,MOORE PARK AREA LUMPED UNITS,34.8,SCE,VARIOUS,NATURAL GAS,,VARIOUS,SP15,SCE1,1/1/1976,,30.02,A,,8.51
40000,Participating Unit,Yes,Yes,CHEVMN_2_UNITS,Chevron CIC,124.87,SCE,"Chevron USA, Inc.",NATURAL GAS,COMBINED CYCLE,COGENERATION,SP15,SCE1,12/29/1987,,170.7,A,,8.02602874
128500,Participating Unit,No,No,GILARV_2_PVWDYN,Gila River Dynamic Resource,290.8,SCE,"Gila River Power, LLC",NATURAL GAS,COMBINED CYCLE,DYNAMIC SCHEDULED,SP15,SCE1,,,2000,C,,8.02602874
128400,Participating Unit,No,No,GRIFFI_2_LSPDYN,Griffith Energy,570,SCE,"EDF Trading North America, LLC",NATURAL GAS,COMBINED CYCLE,DYNAMIC SCHEDULED,SP15,SCE1,,,570,C,,8.02602874
12200,Participating Unit,Yes,Yes,GOLETA_6_GAVOTA,GAVIOTA OIL HEATING FACILITY,9.9,SCE,POINT ARGUELLO PIPELINE COMPANY,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,SP15,SCE1,1/1/1987,,10.5,A,,7.630406579
74400,Participating Unit,Yes,Yes,ARCOGN_2_UNITS,WATSON COGENERATION COMPANY,416.6,SCE,Watson Cogeneration Company,NATURAL GAS,COMBINED CYCLE,COGENERATION,SP15,SCE1,12/4/1987,,405.78,A,,7.398834522
105700,Participating Unit,No,Yes,MRCHNT_2_PL1X3,Desert Star Energy Center,494.58,SCE,Desert Start Energy Center,NATURAL GAS,COMBINED CYCLE,THERMAL,SP15,SCE1,6/18/2012,,506,A,,7.2271825
92400,Participating Unit,No,Yes,SBERDO_2_PSP3,MOUNTAINVIEW POWER PLANT POWER BLOCK 3,525,SCE,Monutainview Power Company. LLC,NATURAL GAS,COMBINED CYCLE,THERMAL,SP15,SCE1,12/10/2005,,543,A,,7.217212349
92700,Participating Unit,No,Yes,SBERDO_2_PSP4,MOUNTAINVIEW POWER PLANT POWER BLOCK 4,525,SCE,Mountainview Power Company,NATURAL GAS,COMBINED CYCLE,THERMAL,SP15,SCE1,1/19/2006,,543,A,,7.217212349
99000,Participating Unit,No,No,INLDEM_5_UNIT 2,"Inland Empire Energy Center, L.L.C. Unit 2",366.32,SCE,"Inland Empire Energy Center, L.L.C.",NATURAL GAS,COMBINED CYCLE,THERMAL,SP15,SCE1,6/8/2010,,405,A,,7.009784741
97600,Participating Unit,No,No,INLDEM_5_UNIT 1,"Inland Empire Energy Center, Unit 1",376.2,SCE,"Inland Empire Energy Center, LLC",NATURAL GAS,COMBINED CYCLE,THERMAL,SP15,SCE1,6/29/2009,,405,A,,7.009784741
113400,Participating Unit,No,No,VISTA_2_FCELL,"California State University, San Bernardino Fuel Cell",1.4,SCE,"CSU, San Bernardino",AGRICULTURAL WASTE,FUEL CELL,THERMAL,SP15,SCE1,9/13/2013,,1.44,A,0.727,
59800,Participating Unit,Yes,No,SEARLS_7_ARGUS,"SEARLES VALLEY MINERALS OPERATIONS, INC. (ARGUS)",62.5,SCE,Searles Valley Minerals Inc.,COAL,STEAM,COGENERATION,SP15,SCE1,4/1/1983,,62.5,A,,
128100,Participating Unit,No,No,INTMNT_3_ANAHEIM,Intermountain Power Project,236,SCE,City of Anaheim,COAL,STEAM,DYNAMIC SCHEDULED,SP15,ANA1,,,236,C,,
128200,Participating Unit,No,No,INTMNT_3_PASADENA,Intermountain Power Project,107,SCE,City of Pasadena,COAL,STEAM,DYNAMIC SCHEDULED,SP15,PAS1,,,108,C,,
128300,Participating Unit,No,No,INTMNT_3_RIVERSIDE,Intermountain Power Project,137,SCE,City of Riverside,COAL,STEAM,DYNAMIC SCHEDULED,SP15,RVD1,,,137,C,,
6700,Participating Unit,Yes,Yes,SANITR_6_UNITS,Total Energy Facility of Joint Water Pollution Control Plant,8,SCE,County Sanitation District No. 2 of Los Angeles County,DIGESTER GAS,COMBINED CYCLE,BIOGAS,SP15,SCE1,,,35.5,A,0.287,
43100,Participating Unit,Yes,Yes,NAVYII_2_UNITS,COSO POWER DEVELOPERS (NAVY II) (Aggregate),99,SCE,Southern California Edison Company,GEOTHERMAL,STEAM,GEOTHERMAL,SP15,SCE1,12/23/1989,,67.5,A,,
43000,Participating Unit,Yes,Yes,CALGEN_1_UNITS,COSO FINANCE PARTNERS (NAVY I) (Aggregate),92.2,SCE,Southern California Edison Company,GEOTHERMAL,STEAM,GEOTHERMAL,SP15,SCE1,7/13/1987,,92.2,A,,
42900,Participating Unit,No,Yes,BLM_2_UNITS,"BLM Units 7, 8, and 9",72,SCE,Coso Energy Developers,GEOTHERMAL,STEAM,GEOTHERMAL,SP15,SCE1,12/5/1988,,99.9,A,,
37600,Participating Unit,Yes,No,CONTRL_1_OXBOW,"CAITHNESS DIXIE VALLEY, LLC",64.7,SCE,Southern California Edison Company,GEOTHERMAL,STEAM,GEOTHERMAL,SP15,SCE1,6/14/1988,,49.8,A,,
42405,Participating Unit,Yes,No,CONTRL_1_CASAD1,Mammoth G1,10,SCE,Mammoth Three LLC,GEOTHERMAL,STEAM,GEOTHERMAL,SP15,SCE1,11/26/1984,,10,A,,
109000,Participating Unit,No,No,CONTRL_1_CASAD3,Mammoth G3,14,SCE,Mammoth One LLC,GEOTHERMAL,STEAM,GEOTHERMAL,SP15,SCE1,4/1/2013,,15,A,,
42400,Participating Unit,Yes,Yes,CONTRL_1_QF,CONTROL AREA LUMPED UNITS,31.4,SCE,VARIOUS,GEOTHERMAL,,VARIOUS,SP15,SCE1,1/1/1982,,37.84,A,,
1700,Participating Unit,Yes,No,HINSON_6_CARBGN,BP WILMINGTON CALCINER,30,SCE,Tesoro Refining and Marketing Company LLC,HEAT RECOVERY,STEAM,COGENERATION,SP15,SCE1,1/1/1982,,35.8,A,,
106900,Participating Unit,No,No,OLINDA_2_LNDFL2,Brea Power II,28.1,SCE,Brea Power II LLC,LANDFILL GAS,COMBINED CYCLE,THERMAL,SP15,SCE1,11/1/2012,,28.1,A,0.69,
99400,Participating Unit,Yes,Yes,MOORPK_2_CALABS,Calabasas,6.96,SCE,County Sanitation District No.2 of Los Angeles County,LANDFILL GAS,COMBUSTION TURBINE,BIOGAS,SP15,SCE1,9/20/2010,,13.8,A,0.327,
74001,Participating Unit,Yes,No,WALNUT_7_WCOVCT,"MM WEST COAST COVINA, LLC (BKK I)",4.5,SCE,"MM WEST COAST COVINA, LLC (BKK I) - Formerly QF #1110",LANDFILL GAS,COMBUSTION TURBINE,BIOMASS,SP15,SCE1,10/5/1996,,4.9,A,0.42,
97900,Participating Unit,Yes,No,SAUGUS_2_TOLAND,Toland Landfill gas to Energy Project,1.57,SCE,Ventura Regional Sanitation District,LANDFILL GAS,COMBUSTION TURBINE,BIOMASS,SP15,SCE1,8/25/2009,,2.8,A,,
68004,Participating Unit,Yes,No,SAUGUS_7_LOPEZ,"MM LOPEZ ENERGY, LLC",6.1,SCE,MM Lopez Energy LLC (formerly QFID 1105),LANDFILL GAS,INTERNAL COMBUSTION,BIOMASS,SP15,SCE1,1/5/1999,,6.1,A,0.871,
57200,Participating Unit,Yes,Yes,DAVIS_7_MNMETH,MM Yolo Power LLC,4,SCE,MM Yolo Power LLC,LANDFILL GAS,INTERNAL COMBUSTION,BIOMASS,SP15,SCE1,1/1/1997,,4.03,A,0.71,
134600,Participating Unit,No,Yes,SANTGO_2_LNDFL1,Bowerman Power,19.6,SCE,Bowerman Power,LANDFILL GAS,RECIPROCATING ENGINE,BIOGAS,SP15,SCE1,4/27/2016,,20,A,,
96100,Participating Unit,Yes,Yes,RHONDO_6_PUENTE,Puente Hills Phase 2,4,SCE,County Sanitation District No. 2 of Los Angeles County,LANDFILL GAS,RECIPROCATING ENGINE,BIOGAS,SP15,SCE1,12/7/2007,,35.5,A,,
96200,Participating Unit,Yes,No,OLINDA_7_LNDFIL,Olinda Landfill,5.6,SCE,"Brea Power Partners, L.P.",LANDFILL GAS,RECIPROCATING ENGINE,BIOMASS,SP15,SCE1,5/1/2002,,5.63,A,,
1800,Participating Unit,Yes,No,VALLEY_7_BADLND,Badlands Landfill Gas to Energy Facility,1.3,SCE,Riverside County Waste Management Dept,LANDFILL GAS,RECIPROCATING ENGINE,BIOMASS,SP15,SCE1,8/7/2001,,1.2,A,,
100200,Participating Unit,Yes,No,SAUGUS_7_CHIQCN,Chiquita Canyon Landfill Generating Facility,8,SCE,"Ameresco Chiquita Energy, LLC",LANDFILL GAS,RECIPROCATING ENGINE,BIOMASS,SP15,SCE1,11/23/2010,,9.2,A,,
89900,Participating Unit,No,Yes,VALLEY_7_UNITA1,EL SOBRANTE LANDFILL GAS GENERATION,3.74,SCE,WM Energy Solutions,LANDFILL GAS,RECIPROCATING ENGINE,BIOMASS,SP15,SCE1,4/26/2004,,4.05,A,0.642,
82900,Participating Unit,No,Yes,ETIWND_7_MIDVLY,MID VALLEY LANDFILL PROJECT (AGGREGATE),2.1,SCE,"MN Mid Valley Genco, LLC",LANDFILL GAS,RECIPROCATING ENGINE,BIOMASS,SP15,SCE1,4/21/2003,,2.5,A,0.43,
84200,Participating Unit,No,Yes,CHINO_7_MILIKN,MILLIKEN LANDFILL PROJECT (AGGREGATE),1.9,SCE,"MN Milliken Genco, LLC",LANDFILL GAS,RECIPROCATING ENGINE,BIOMASS,SP15,SCE1,7/17/2003,,2.5,A,0.11,
64504,Participating Unit,Yes,No,RECTOR_7_TULARE,"MM TULARE ENERGY, LLC",1.6,SCE,"MM TULARE ENERGY, LLC (formerly QF #1103)",LANDFILL GAS,RECIPROCATING ENGINE,BIOMASS,SP15,SCE1,5/8/1998,,1.63,A,,
89800,Participating Unit,No,Yes,MOORPK_7_UNITA1,SIMI VALLEY LANDFILL GAS GENERATION,2.49,SCE,WM Energy Solutions,LANDFILL GAS,RECIPROCATING ENGINE,BIOMASS,SP15,SCE1,5/2/2004,,2.7,A,,
48403,Participating Unit,Yes,No,GOLETA_6_TAJIGS,Tajiguas - Unit #1,3.1,SCE,"MM TAJIGUAS ENERGY, LLC",LANDFILL GAS,RECIPROCATING ENGINE,BIOMASS,SP15,SCE1,8/5/2000,,3.05,A,0.923,
40900,Participating Unit,Yes,No,HINSON_6_SERRGN,CITY OF LONG BEACH,38.91,SCE,Southern California Edison Company,LANDFILL GAS,STEAM,BIOMASS,SP15,SCE1,1/1/1988,,38.91,A,,
6900,Participating Unit,Yes,No,SANTGO_6_COYOTE,Coyote Canyon,9.99,SCE,"Gas Recovery Systems, Inc.",LANDFILL GAS,STEAM,BIOMASS,SP15,SCE1,1/1/1989,,17.1,A,,
74002,Participating Unit,Yes,No,WALNUT_7_WCOVST,"MM WEST COAST COVINA, LLC (BKK II)",6.5,SCE,"MM WEST COAST COVINA, LLC (BKK II) - Formerly QF #1111",LANDFILL GAS,STEAM,BIOMASS,SP15,SCE1,10/5/1996,,6.5,A,0.42,
53100,Participating Unit,Yes,No,WALNUT_6_HILLGEN,Puente Hills,53.22,SCE,County Sanitation District No. 2 of Los Angeles County,LANDFILL GAS,STEAM,BIOMASS,SP15,SCE1,1/1/1986,,50,A,,
45500,Participating Unit,Yes,Yes,ELLIS_2_QF,ELLIS AREA LUMPED UNITS,18.51,SCE,VARIOUS,LANDFILL GAS,,BIOMASS,SP15,SCE1,1/1/1993,,28.24,A,,
40700,Participating Unit,Yes,Yes,CHINO_2_QF,CHINO AREA LUMPED UNITS,21.8,SCE,VARIOUS,LANDFILL GAS,,VARIOUS,SP15,SCE1,1/1/1987,,21.8,A,,
53400,Participating Unit,Yes,Yes,LAGBEL_6_QF,LAGUNA BELLE AREA LUMPED UNITS,17.5,SCE,VARIOUS,LANDFILL GAS,,VARIOUS,SP15,SCE1,1/1/1993,,17.41,A,,
56500,Participating Unit,Yes,Yes,MESAS_2_QF,MESA SOUTH AREA LUMPED UNITS,2.9,SCE,VARIOUS,LANDFILL GAS,,VARIOUS,SP15,SCE1,1/1/1983,,2.9,A,,
67500,Participating Unit,Yes,Yes,SNCLRA_6_QF,SANTA CLARA AREA LUMPED UNITS,12.9,SCE,VARIOUS,LANDFILL GAS,,VARIOUS,SP15,SCE1,1/1/1987,,11.16,A,0.749,
130400,Participating Unit,No,No,ELNIDS_2_DODPEV,Los Angeles Air Force Base,0.5,SCE,United States Air Force,LESR,BATTERY,STORAGE,SP15,SCE1,12/18/2015,,0.53,A,,
132500,Participating Unit,No,No,MONLTH_6_BATTRY,Tehachapi Storage Project,8,SCE,Southern California Edison,LESR,BATTERY,STORAGE,SP15,SCE1,4/8/2016,,32,A,,
111000,Participating Unit,No,No,DEVERS_1_SOLAR1,SEPV8,12,SCE,"SEPV8, LLC",SUN,PHOTO VOLTAIC,SOLAR,NP15,PGE3,6/1/2013,,12,A,,
132800,Participating Unit,No,No,ETIWND_2_RTS026,SPVP026,6,SCE,Southern California Edison,SUN,PHOTO VOLTAIC,SOLAR,ZP26,PGE4,2/5/2016,,6,A,,
127600,Participating Unit,No,No,VICTOR_1_SOLAR4,Adelanto Solar,20,SCE,"Adelanto Solar, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,9/3/2015,,20,A,,
125800,Participating Unit,No,No,VICTOR_1_SOLAR3,Adelanto Solar 2,7,SCE,"Adelanto Solar II, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,7/1/2015,,7,A,,
125600,Participating Unit,No,No,VICTOR_1_SOLAR2,Alamo Solar,20,SCE,"Alamo Solar, LLC",SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,5/15/2015,,20,A,,
107800,Participating Unit,No,No,NEENCH_6_SOLAR,Alpine Solar,66,SCE,NRG Solar Alpine LLC,SUN,PHOTO VOLTAIC,SOLAR,SP15,SCE1,1/18/2013,,66,A,,
136100,Participating Unit,No,No,BIGSKY_2_SOLAR1,Antelope Big Sky Ranch,20,SCE,Antelope Big Sky Ranch LLC,SUN,PHOTO VOLTAIC,SOLAR,SP15,PAS1,8/16/2016,,20,A,,
