,wkt_geom,name,Number,Substation Longitude,Substation Latitude,geometry,index_right,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,YEAR,PEAK_MONTH,AVAIL_CAP,PLAN_OUT,UNPLAN_OUT,OTHER_OUT,TOTAL_CAP,PEAK_LOAD,MIN_LOAD,SHAPE_Leng,SHAPE_Area,State
156,PointZ (-100.23613299999999526 33.172518104345599 0),ASPERMONT 0,2066,-100.236133,33.1725181,POINT (-22095.18262441126 -1312790.98082968),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
157,PointZ (-98.50083999999999662 33.79010980668869735 0),WICHITA FALLS 5 0,2067,-98.50084,33.79010981,POINT (139196.9392045751 -1243270.639421877),1.0,2.0,59504,SOUTHWEST POWER POOL,201 WORTHEN DRIVE,LITTLE ROCK,AR,72223,(501) 614-3200,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,https://www.spp.org/,2018,7.0,70316.0,3359.0,4482.0,0.0,78157.0,49493.0,25521.0,23504926.129722975,2336457036619.05,Texas
158,PointZ (-98.44862700000000189 33.50362288401149868 0),WINDTHORST 0,2068,-98.448627,33.50362288,POINT (144560.3944068241 -1274880.556248276),1.0,2.0,59504,SOUTHWEST POWER POOL,201 WORTHEN DRIVE,LITTLE ROCK,AR,72223,(501) 614-3200,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,https://www.spp.org/,2018,7.0,70316.0,3359.0,4482.0,0.0,78157.0,49493.0,25521.0,23504926.129722975,2336457036619.05,Texas
159,PointZ (-96.73864500000000533 33.44656272806250286 0),HOWE 0,2069,-96.738645,33.44656273,POINT (304045.5468015831 -1276696.731578212),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
160,PointZ (-98.57294400000000678 33.4825475664679999 0),ARCHER 2 0,2070,-98.572944,33.48254757,POINT (133012.4796630114 -1277414.233552446),1.0,2.0,59504,SOUTHWEST POWER POOL,201 WORTHEN DRIVE,LITTLE ROCK,AR,72223,(501) 614-3200,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,https://www.spp.org/,2018,7.0,70316.0,3359.0,4482.0,0.0,78157.0,49493.0,25521.0,23504926.129722975,2336457036619.05,Texas
161,PointZ (-98.5783440000000013 33.47939477881720194 0),ARCHER 2 1,2071,-98.578344,33.47939478,POINT (132514.406571026 -1277771.412654566),1.0,2.0,59504,SOUTHWEST POWER POOL,201 WORTHEN DRIVE,LITTLE ROCK,AR,72223,(501) 614-3200,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,https://www.spp.org/,2018,7.0,70316.0,3359.0,4482.0,0.0,78157.0,49493.0,25521.0,23504926.129722975,2336457036619.05,Texas
162,PointZ (-96.89757500000000334 33.52870349462409649 0),COLLINSVILLE 0,2072,-96.897575,33.52870349,POINT (288942.0887134253 -1268165.041902725),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
163,PointZ (-100.50616700000000492 32.95764018578630328 0),JAYTON 0,2073,-100.506167,32.95764019,POINT (-47487.33411301221 -1336444.851466036),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
164,PointZ (-100.48816700000000424 32.96066079149670003 0),JAYTON 1,2074,-100.488167,32.96066079,POINT (-45796.94875905201 -1336120.64678292),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
165,PointZ (-100.48816700000000424 32.95310906723300093 0),JAYTON 2,2075,-100.488167,32.95310907,POINT (-45801.18080470164 -1336955.718742105),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
166,PointZ (-100.51156699999999944 32.95295802512740124 0),JAYTON 3,2076,-100.511567,32.95295803,POINT (-47996.69099386175 -1336959.59140646),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
167,PointZ (-97.41940599999999506 33.72252677540559773 0),MUENSTER 1 0,2077,-97.419406,33.72252678,POINT (239781.1418361543 -1248343.57149065),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
168,PointZ (-97.42480600000000379 33.71938274958429815 0),MUENSTER 1 1,2078,-97.424806,33.71938275,POINT (239288.9911175635 -1248706.567050221),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
169,PointZ (-100.27824699999999325 33.98536732934699955 0),PADUCAH 0,2079,-100.278247,33.98536733,POINT (-25773.45733871738 -1222843.461740138),1.0,2.0,59504,SOUTHWEST POWER POOL,201 WORTHEN DRIVE,LITTLE ROCK,AR,72223,(501) 614-3200,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,https://www.spp.org/,2018,7.0,70316.0,3359.0,4482.0,0.0,78157.0,49493.0,25521.0,23504926.129722975,2336457036619.05,Texas
170,PointZ (-97.95480200000000082 33.78260211622819753 0),NOCONA 0,2080,-97.954802,33.78260212,POINT (189904.0584908145 -1243046.838980278),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
171,PointZ (-96.06315600000000643 33.60654460799909771 0),DODD CITY 0,2081,-96.063156,33.60654461,POINT (366239.1675343385 -1256351.003044624),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
172,PointZ (-98.58039999999999736 33.84904684409210063 0),WICHITA FALLS 2 0,2082,-98.5804,33.84904684,POINT (131713.2207956253 -1236875.349364629),1.0,2.0,59504,SOUTHWEST POWER POOL,201 WORTHEN DRIVE,LITTLE ROCK,AR,72223,(501) 614-3200,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,https://www.spp.org/,2018,7.0,70316.0,3359.0,4482.0,0.0,78157.0,49493.0,25521.0,23504926.129722975,2336457036619.05,Texas
173,PointZ (-98.58580000000000609 33.8488973406301028 0),WICHITA FALLS 2 1,2083,-98.5858,33.84889734,POINT (131212.5013601675 -1236900.226899014),1.0,2.0,59504,SOUTHWEST POWER POOL,201 WORTHEN DRIVE,LITTLE ROCK,AR,72223,(501) 614-3200,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,https://www.spp.org/,2018,7.0,70316.0,3359.0,4482.0,0.0,78157.0,49493.0,25521.0,23504926.129722975,2336457036619.05,Texas
174,PointZ (-98.58580000000000609 33.84590745442500292 0),WICHITA FALLS 2 2,2084,-98.5858,33.84590745,POINT (131217.4278971179 -1237231.088219659),1.0,2.0,59504,SOUTHWEST POWER POOL,201 WORTHEN DRIVE,LITTLE ROCK,AR,72223,(501) 614-3200,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,https://www.spp.org/,2018,7.0,70316.0,3359.0,4482.0,0.0,78157.0,49493.0,25521.0,23504926.129722975,2336457036619.05,Texas
175,PointZ (-98.58580000000000609 33.84291746358719877 0),WICHITA FALLS 2 3,2085,-98.5858,33.84291746,POINT (131222.3543559533 -1237561.95976647),1.0,2.0,59504,SOUTHWEST POWER POOL,201 WORTHEN DRIVE,LITTLE ROCK,AR,72223,(501) 614-3200,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,https://www.spp.org/,2018,7.0,70316.0,3359.0,4482.0,0.0,78157.0,49493.0,25521.0,23504926.129722975,2336457036619.05,Texas
176,PointZ (-97.67887299999999584 33.61791079408519778 0),MONTAGUE 0,2086,-97.678873,33.61791079,POINT (215962.0582222365 -1260610.428563241),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
177,PointZ (-100.70573199999999758 33.33203006941440094 0),SPUR 0,2087,-100.705732,33.33203007,POINT (-65905.30321239243 -1294905.37426103),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
178,PointZ (-98.49099999999999966 33.48476983610569846 0),ARCHER 1 0,2088,-98.491,33.48476984,POINT (140645.4499434486 -1277036.991382662),1.0,2.0,59504,SOUTHWEST POWER POOL,201 WORTHEN DRIVE,LITTLE ROCK,AR,72223,(501) 614-3200,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,https://www.spp.org/,2018,7.0,70316.0,3359.0,4482.0,0.0,78157.0,49493.0,25521.0,23504926.129722975,2336457036619.05,Texas
179,PointZ (-98.49639999999999418 33.48161712933799805 0),ARCHER 1 1,2089,-98.4964,33.48161713,POINT (140147.7001867394 -1277394.642296589),1.0,2.0,59504,SOUTHWEST POWER POOL,201 WORTHEN DRIVE,LITTLE ROCK,AR,72223,(501) 614-3200,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,https://www.spp.org/,2018,7.0,70316.0,3359.0,4482.0,0.0,78157.0,49493.0,25521.0,23504926.129722975,2336457036619.05,Texas
180,PointZ (-94.88184499999999844 33.48771319326019835 0),ANNONA 0,2090,-94.881845,33.48771319,POINT (476696.6248036385 -1263649.300191337),1.0,2.0,59504,SOUTHWEST POWER POOL,201 WORTHEN DRIVE,LITTLE ROCK,AR,72223,(501) 614-3200,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,https://www.spp.org/,2018,7.0,70316.0,3359.0,4482.0,0.0,78157.0,49493.0,25521.0,23504926.129722975,2336457036619.05,Texas
181,PointZ (-99.23476499999999589 33.61215119301429866 0),SEYMOUR 0,2091,-99.234765,33.61215119,POINT (71213.64924977245 -1263867.666579777),1.0,2.0,59504,SOUTHWEST POWER POOL,201 WORTHEN DRIVE,LITTLE ROCK,AR,72223,(501) 614-3200,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,https://www.spp.org/,2018,7.0,70316.0,3359.0,4482.0,0.0,78157.0,49493.0,25521.0,23504926.129722975,2336457036619.05,Texas
182,PointZ (-96.4617939999999976 33.71814326887520252 0),DENISON 1 0,2092,-96.461794,33.71814327,POINT (328723.3842522968 -1245634.289154669),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
183,PointZ (-101.53100000000000591 35.33855408510449791 0),PANHANDLE 5 0,2093,-101.531,35.33855409,POINT (-139358.203951781 -1071769.932677171),1.0,2.0,59504,SOUTHWEST POWER POOL,201 WORTHEN DRIVE,LITTLE ROCK,AR,72223,(501) 614-3200,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,https://www.spp.org/,2018,7.0,70316.0,3359.0,4482.0,0.0,78157.0,49493.0,25521.0,23504926.129722975,2336457036619.05,Texas
184,PointZ (-101.53640000000000043 35.33693887776770026 0),PANHANDLE 5 1,2094,-101.5364,35.33693888,POINT (-139852.6309273286 -1071939.969214875),1.0,2.0,59504,SOUTHWEST POWER POOL,201 WORTHEN DRIVE,LITTLE ROCK,AR,72223,(501) 614-3200,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,https://www.spp.org/,2018,7.0,70316.0,3359.0,4482.0,0.0,78157.0,49493.0,25521.0,23504926.129722975,2336457036619.05,Texas
185,PointZ (-101.53640000000000043 35.334002070864301 0),PANHANDLE 5 2,2095,-101.5364,35.33400207,POINT (-139858.0165301968 -1072265.334918661),1.0,2.0,59504,SOUTHWEST POWER POOL,201 WORTHEN DRIVE,LITTLE ROCK,AR,72223,(501) 614-3200,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,https://www.spp.org/,2018,7.0,70316.0,3359.0,4482.0,0.0,78157.0,49493.0,25521.0,23504926.129722975,2336457036619.05,Texas
186,PointZ (-101.37199999999999989 33.65062300436880349 0),RALLS 1 0,2096,-101.372,33.650623,POINT (-127613.9608387551 -1258903.576137172),1.0,2.0,59504,SOUTHWEST POWER POOL,201 WORTHEN DRIVE,LITTLE ROCK,AR,72223,(501) 614-3200,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,https://www.spp.org/,2018,7.0,70316.0,3359.0,4482.0,0.0,78157.0,49493.0,25521.0,23504926.129722975,2336457036619.05,Texas
187,PointZ (-101.3539999999999992 33.65212136616779759 0),RALLS 1 1,2097,-101.354,33.65212137,POINT (-125937.5429086627 -1258764.557823336),1.0,2.0,59504,SOUTHWEST POWER POOL,201 WORTHEN DRIVE,LITTLE ROCK,AR,72223,(501) 614-3200,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,https://www.spp.org/,2018,7.0,70316.0,3359.0,4482.0,0.0,78157.0,49493.0,25521.0,23504926.129722975,2336457036619.05,Texas
188,PointZ (-101.3539999999999992 33.64462928007189646 0),RALLS 1 2,2098,-101.354,33.64462928,POINT (-125949.3235569247 -1259593.496768948),1.0,2.0,59504,SOUTHWEST POWER POOL,201 WORTHEN DRIVE,LITTLE ROCK,AR,72223,(501) 614-3200,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,https://www.spp.org/,2018,7.0,70316.0,3359.0,4482.0,0.0,78157.0,49493.0,25521.0,23504926.129722975,2336457036619.05,Texas
189,PointZ (-101.37739999999999441 33.65047315997809818 0),RALLS 1 3,2099,-101.3774,33.65047316,POINT (-128116.4176999557 -1258912.056406393),1.0,2.0,59504,SOUTHWEST POWER POOL,201 WORTHEN DRIVE,LITTLE ROCK,AR,72223,(501) 614-3200,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,https://www.spp.org/,2018,7.0,70316.0,3359.0,4482.0,0.0,78157.0,49493.0,25521.0,23504926.129722975,2336457036619.05,Texas
190,PointZ (-101.37739999999999441 33.64747634748970029 0),RALLS 1 4,2100,-101.3774,33.64747635,POINT (-128121.211401927 -1259243.628459762),1.0,2.0,59504,SOUTHWEST POWER POOL,201 WORTHEN DRIVE,LITTLE ROCK,AR,72223,(501) 614-3200,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,https://www.spp.org/,2018,7.0,70316.0,3359.0,4482.0,0.0,78157.0,49493.0,25521.0,23504926.129722975,2336457036619.05,Texas
191,PointZ (-96.59989299999999446 33.56907590803059804 0),SHERMAN 1 0,2101,-96.599893,33.56907591,POINT (316490.1093913097 -1262643.437005005),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
192,PointZ (-96.58189299999999378 33.5720754417771019 0),SHERMAN 1 1,2102,-96.581893,33.57207544,POINT (318152.6035906507 -1262244.730393553),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
193,PointZ (-96.60529300000000319 33.5689259163991025 0),SHERMAN 1 2,2103,-96.605293,33.56892592,POINT (315988.3810301506 -1262680.050322009),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
194,PointZ (-96.60529300000000319 33.56592626780300037 0),SHERMAN 1 3,2104,-96.605293,33.56592627,POINT (316000.1902525079 -1263011.789885421),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
195,PointZ (-96.60529300000000319 33.56292651499880009 0),SHERMAN 1 4,2105,-96.605293,33.56292651,POINT (316011.9993203346 -1263343.540762925),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
196,PointZ (-96.38711499999999432 33.4840687510383006 0),WHITEWRIGHT 0,2106,-96.387115,33.48406875,POINT (336637.8092899468 -1271229.326608566),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
197,PointZ (-96.53420500000000004 33.59513541778139967 0),SHERMAN 2 0,2107,-96.534205,33.59513542,POINT (322495.6474018057 -1259515.315007591),7.0,8.0,5723,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",7620 METRO CENTER DRIVE,AUSTIN,TX,78744,(512) 225-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2019-06-20,OTHER,2020-05-15,http://www.ercot.com/,2018,7.0,94370.0,161.0,2462.0,-365.0,97017.0,72236.0,35202.0,10449400.752339242,698096582274.3453,Texas
