Gen
BusNum,BusName,AreaName,ID,Status,AGC,MW,MWMin,MWMax,CostModel,FixedCostInd,FixedCostDep,CubicB,CubicC,CubicD,FuelCost,VariableOM,FuelType,UnitType,CostShift,CostMultiplier,BidMW:0,BidMWHr:0,BidMW:1,BidMWHr:1,BidMW:2,BidMWHr:2,BidMW:3,BidMWHr:3,BidMW:4,BidMWHr:4,BidMW:5,BidMWHr:5,BidMW:6,BidMWHr:6,BidMW:7,BidMWHr:7,BidMW:8,BidMWHr:8,BidMW:9,BidMWHr:9,BidMW:10,BidMWHr:10,BidMW:11,BidMWHr:11,BidMW:12,BidMWHr:12,BidMW:13,BidMWHr:13,BidMW:14,BidMWHr:14,BidMW:15,BidMWHr:15,BidMW:16,BidMWHr:16,BidMW:17,BidMWHr:17,BidMW:18,BidMWHr:18,BidMW:19,BidMWHr:19
3017,BLACKWELL 1,West,1,Closed,NO,127.13,50.85,169.50,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,50.85,0.00,74.58,0.00,98.31,0.00,122.04,0.00,145.77,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3020,CHRISTOVAL 2,West,1,Closed,NO,112.50,45.00,150.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,45.00,0.00,66.00,0.00,87.00,0.00,108.00,0.00,129.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3028,ABILENE 2 2,West,1,Closed,NO,150.00,60.00,200.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,60.00,0.00,88.00,0.00,116.00,0.00,144.00,0.00,172.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3034,SNYDER 1 1,West,1,Closed,NO,97.87,39.15,130.50,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,39.15,0.00,57.42,0.00,75.69,0.00,93.96,0.00,112.23,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3039,ROSCOE 2 2,West,1,Closed,NO,156.75,62.70,209.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,62.70,0.00,91.96,0.00,121.22,0.00,150.48,0.00,179.74,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3043,SILVER 2,West,1,Open,YES,0.00,0.39,1.30,Cubic,601.95,0.00,4.573,0.0004,0.00000,4.198,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,0.39,19.20,0.57,19.20,0.75,19.20,0.94,19.20,1.12,19.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3044,SILVER 3,West,1,Open,YES,0.00,26.82,89.40,Cubic,734.10,0.00,4.691,0.0004,0.00000,4.198,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,26.82,19.80,39.34,19.84,51.85,19.89,64.37,19.93,76.88,19.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3045,SILVER 4,West,1,Open,YES,0.00,134.10,447.00,Cubic,1365.86,0.00,5.170,0.0004,0.00000,4.198,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,134.10,22.25,196.68,22.46,259.26,22.67,321.84,22.88,384.42,23.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3048,ROSCOE 5 2,West,1,Closed,NO,180.75,72.30,241.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,72.30,0.00,106.04,0.00,139.78,0.00,173.52,0.00,207.26,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3055,WINGATE 2,West,1,Closed,NO,183.88,73.55,245.17,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,73.55,0.00,107.87,0.00,142.20,0.00,176.52,0.00,210.84,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3056,WINGATE 3,West,1,Closed,NO,183.88,73.55,245.17,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,73.55,0.00,107.87,0.00,142.20,0.00,176.52,0.00,210.84,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3057,WINGATE 4,West,1,Closed,NO,183.88,73.55,245.17,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,73.55,0.00,107.87,0.00,142.20,0.00,176.52,0.00,210.84,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3060,STERLING CITY 1 2,West,1,Closed,NO,124.22,49.69,165.63,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,49.69,0.00,72.87,0.00,96.06,0.00,119.25,0.00,142.44,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3061,STERLING CITY 1 3,West,1,Closed,NO,124.22,49.69,165.63,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,49.69,0.00,72.87,0.00,96.06,0.00,119.25,0.00,142.44,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3062,STERLING CITY 1 4,West,1,Closed,NO,124.22,49.69,165.63,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,49.69,0.00,72.87,0.00,96.06,0.00,119.25,0.00,142.44,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3063,STERLING CITY 1 5,West,1,Closed,NO,124.22,49.69,165.63,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,49.69,0.00,72.87,0.00,96.06,0.00,119.25,0.00,142.44,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3065,ROSCOE 4 1,West,1,Closed,NO,60.37,24.15,80.50,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,24.15,0.00,35.42,0.00,46.69,0.00,57.96,0.00,69.23,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3068,TRENT 1 1,West,1,Closed,NO,112.50,45.00,150.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,45.00,0.00,66.00,0.00,87.00,0.00,108.00,0.00,129.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3071,NOLAN 1,West,1,Closed,NO,127.65,51.06,170.20,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,51.06,0.00,74.89,0.00,98.72,0.00,122.54,0.00,146.37,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074,BRACKETTVILLE 2 1,West,1,Closed,NO,74.85,29.94,99.80,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,29.94,0.00,43.91,0.00,57.88,0.00,71.86,0.00,85.83,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3081,HERMLEIGH 3,West,1,Closed,NO,186.75,74.70,249.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,74.70,0.00,109.56,0.00,144.42,0.00,179.28,0.00,214.14,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3084,MERKEL 1 2,West,1,Closed,NO,174.37,69.75,232.50,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,69.75,0.00,102.30,0.00,134.85,0.00,167.40,0.00,199.95,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3086,LORAINE 1 1,West,1,Closed,NO,56.25,22.50,75.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,22.50,0.00,33.00,0.00,43.50,0.00,54.00,0.00,64.50,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3087,LORAINE 1 2,West,1,Open,NO,0.00,22.50,75.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,22.50,0.00,33.00,0.00,43.50,0.00,54.00,0.00,64.50,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3092,ABILENE 1 4,West,1,Closed,NO,150.00,60.00,200.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,60.00,0.00,88.00,0.00,116.00,0.00,144.00,0.00,172.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3095,MERKEL 2 1,West,1,Closed,NO,90.45,36.18,120.60,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,36.18,0.00,53.06,0.00,69.95,0.00,86.83,0.00,103.72,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3098,FLUVANNA 2 2,West,1,Closed,NO,120.00,48.00,160.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,48.00,0.00,70.40,0.00,92.80,0.00,115.20,0.00,137.60,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3105,BUCHANAN DAM 1 1,West,1,Closed,NO,44.50,0.00,44.50,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WAT (Water),HY (Hydro),0.000,1.000,0.00,0.00,8.90,0.00,17.80,0.00,26.70,0.00,35.60,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3106,BUCHANAN DAM 1 2,West,1,Closed,NO,53.02,0.00,162.80,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WAT (Water),HY (Hydro),0.000,1.000,0.00,0.00,32.56,0.00,65.12,0.00,97.68,0.00,130.24,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3110,FLUVANNA 1 1,West,1,Closed,NO,63.00,25.20,84.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,25.20,0.00,36.96,0.00,48.72,0.00,60.48,0.00,72.24,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3112,STERLING CITY 2 1,West,1,Closed,NO,56.10,22.44,74.80,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,22.44,0.00,32.91,0.00,43.38,0.00,53.86,0.00,64.33,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3113,STERLING CITY 2 2,West,1,Closed,NO,56.10,22.44,74.80,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,22.44,0.00,32.91,0.00,43.38,0.00,53.86,0.00,64.33,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3117,SYNDER 1,West,1,Closed,NO,47.25,18.90,63.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,18.90,0.00,27.72,0.00,36.54,0.00,45.36,0.00,54.18,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3118,SYNDER 2,West,1,Closed,NO,90.00,36.00,120.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,36.00,0.00,52.80,0.00,69.60,0.00,86.40,0.00,103.20,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3120,BRACKETTVILLE 1 1,West,1,Closed,NO,29.70,11.88,39.60,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,SUN (Solar),PV (Photovoltaic),0.000,1.000,11.88,0.00,17.42,0.00,22.97,0.00,28.51,0.00,34.06,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3122,ROSCOE 1 1,West,1,Closed,NO,147.75,59.10,197.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,59.10,0.00,86.68,0.00,114.26,0.00,141.84,0.00,169.42,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3127,SWEETWATER 2 0,West,1,Closed,NO,101.25,40.50,135.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,40.50,0.00,59.40,0.00,78.30,0.00,97.20,0.00,116.10,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3129,ROSCOE 3 0,West,1,Closed,NO,94.88,37.95,126.50,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,37.95,0.00,55.66,0.00,73.37,0.00,91.08,0.00,108.79,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3131,TUSOCOLA 0,West,1,Closed,NO,85.50,34.20,114.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,34.20,0.00,50.16,0.00,66.12,0.00,82.08,0.00,98.04,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3133,SNYDER 2 0,West,1,Open,YES,0.00,15.39,51.30,Cubic,676.95,0.00,4.640,0.0004,0.00000,4.198,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,15.39,19.54,22.57,19.57,29.75,19.59,36.94,19.61,44.12,19.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3133,SNYDER 2 0,West,2,Open,YES,0.00,15.39,51.30,Cubic,676.95,0.00,4.640,0.0004,0.00000,4.198,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,15.39,19.54,22.57,19.57,29.75,19.59,36.94,19.61,44.12,19.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3133,SNYDER 2 0,West,3,Open,YES,0.00,15.39,51.30,Cubic,676.95,0.00,4.640,0.0004,0.00000,4.198,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,15.39,19.54,22.57,19.57,29.75,19.59,36.94,19.61,44.12,19.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3137,SWEETWATER 1 0,West,1,Closed,NO,75.90,30.36,101.20,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,30.36,0.00,44.53,0.00,58.70,0.00,72.86,0.00,87.03,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3141,SWEETWATER 3 0,West,1,Closed,NO,68.62,27.45,91.50,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,27.45,0.00,40.26,0.00,53.07,0.00,65.88,0.00,78.69,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4010,SARITA 3 1,South,1,Closed,NO,151.20,60.48,201.60,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,60.48,0.00,88.70,0.00,116.93,0.00,145.15,0.00,173.38,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4026,CHRISTINE 2,South,1,Closed,YES,408.86,123.00,410.00,Cubic,1243.08,0.00,8.017,0.0008,0.00000,2.142,0.000,BIT (Bituminous Coal),ST (Steam Turbine),0.000,1.000,123.00,17.72,180.40,17.93,237.80,18.14,295.20,18.34,352.60,18.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4030,FANNIN 2,South,1,Closed,YES,460.56,186.72,622.40,Cubic,1349.57,0.00,8.017,0.0008,0.00000,2.142,0.000,BIT (Bituminous Coal),ST (Steam Turbine),0.000,1.000,186.72,18.00,273.86,18.32,360.99,18.63,448.13,18.95,535.26,19.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4045,FALCON HEIGHTS 1 1,South,1,Closed,NO,93.40,0.00,93.40,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WAT (Water),HY (Hydro),0.000,1.000,0.00,0.00,18.68,0.00,37.36,0.00,56.04,0.00,74.72,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4046,FALCON HEIGHTS 1 2,South,1,Closed,NO,28.50,0.00,28.50,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WAT (Water),HY (Hydro),0.000,1.000,0.00,0.00,5.70,0.00,11.40,0.00,17.10,0.00,22.80,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4047,FALCON HEIGHTS 1 3,South,1,Closed,NO,27.48,0.00,195.70,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WAT (Water),HY (Hydro),0.000,1.000,0.00,0.00,39.14,0.00,78.28,0.00,117.42,0.00,156.56,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4050,SEBASTIAN 2 1,South,1,Closed,NO,150.00,60.00,200.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,60.00,0.00,88.00,0.00,116.00,0.00,144.00,0.00,172.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4052,BISHOP 1,South,1,Closed,YES,44.08,13.26,44.20,Cubic,666.30,0.00,4.630,0.0004,0.00000,3.613,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,13.26,16.78,19.45,16.79,25.64,16.81,31.82,16.83,38.01,16.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4058,GREGORY 2,South,1,Closed,YES,99.60,43.20,144.00,Cubic,816.00,0.00,4.764,0.0004,0.00000,3.613,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,43.20,17.36,63.36,17.42,83.52,17.48,103.68,17.54,123.84,17.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4059,GREGORY 3,South,1,Closed,YES,84.08,43.20,144.00,Cubic,816.00,0.00,4.764,0.0004,0.00000,3.613,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,43.20,17.36,63.36,17.42,83.52,17.48,103.68,17.54,123.84,17.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4060,GREGORY 4,South,1,Closed,YES,124.40,43.20,144.00,Cubic,816.00,0.00,4.764,0.0004,0.00000,3.613,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,43.20,17.36,63.36,17.42,83.52,17.48,103.68,17.54,123.84,17.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4061,GREGORY 5,South,1,Closed,YES,148.87,51.70,172.33,Cubic,858.49,0.00,4.802,0.0004,0.00000,3.613,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,51.70,17.53,75.83,17.60,99.95,17.67,124.08,17.74,148.20,17.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4062,GREGORY 6,South,1,Closed,YES,171.85,51.70,172.33,Cubic,858.49,0.00,4.802,0.0004,0.00000,3.613,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,51.70,17.53,75.83,17.60,99.95,17.67,124.08,17.74,148.20,17.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4063,GREGORY 7,South,1,Closed,YES,124.75,51.70,172.33,Cubic,858.49,0.00,4.802,0.0004,0.00000,3.613,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,51.70,17.53,75.83,17.60,99.95,17.67,124.08,17.74,148.20,17.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4065,CORPUS CHRISTI 2 1,South,1,Closed,YES,46.87,14.10,47.00,Cubic,670.50,0.00,4.634,0.0004,0.00000,3.613,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,14.10,16.79,20.68,16.81,27.26,16.83,33.84,16.85,40.42,16.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4075,MISSION 1 2,South,1,Open,YES,0.00,52.90,176.33,Cubic,864.49,0.00,4.807,0.0004,0.00000,6.050,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,52.90,29.40,77.59,29.51,102.27,29.63,126.96,29.75,151.65,29.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4076,MISSION 1 3,South,1,Closed,YES,175.84,52.90,176.33,Cubic,864.49,0.00,4.807,0.0004,0.00000,6.050,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,52.90,29.40,77.59,29.51,102.27,29.63,126.96,29.75,151.64,29.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4077,MISSION 1 4,South,1,Closed,YES,97.06,52.90,176.33,Cubic,864.49,0.00,4.807,0.0004,0.00000,6.050,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,52.90,29.40,77.59,29.51,102.27,29.63,126.96,29.75,151.64,29.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4082,CORPUS CHRISTI 3 2,South,1,Closed,YES,242.72,73.02,243.40,Cubic,965.10,0.00,4.897,0.0004,0.00000,3.613,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,73.02,17.95,107.10,18.05,141.17,18.15,175.25,18.24,209.32,18.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4083,CORPUS CHRISTI 3 3,South,1,Closed,YES,242.72,73.02,243.40,Cubic,965.10,0.00,4.897,0.0004,0.00000,3.613,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,73.02,17.95,107.10,18.05,141.17,18.15,175.25,18.24,209.32,18.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4084,CORPUS CHRISTI 3 4,South,1,Closed,YES,242.72,73.02,243.40,Cubic,965.10,0.00,4.897,0.0004,0.00000,3.613,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,73.02,17.95,107.10,18.05,141.17,18.15,175.25,18.24,209.32,18.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4085,CORPUS CHRISTI 3 5,South,1,Closed,YES,168.05,105.60,352.00,Cubic,1128.00,0.00,5.043,0.0004,0.00000,3.613,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,105.60,18.59,154.88,18.73,204.16,18.87,253.44,19.01,302.72,19.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4090,SANTA ROSA 1 1,South,1,Open,YES,0.00,0.42,1.40,Cubic,236.04,0.00,8.017,0.0008,0.00000,2.142,0.000,BIT (Bituminous Coal),ST (Steam Turbine),0.000,1.000,0.42,17.17,0.62,17.17,0.81,17.18,1.01,17.18,1.20,17.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4091,SANTA ROSA 1 2,South,1,Closed,YES,23.43,7.05,23.50,Cubic,236.63,0.00,8.017,0.0008,0.00000,2.142,0.000,BIT (Bituminous Coal),ST (Steam Turbine),0.000,1.000,7.05,17.20,10.34,17.22,13.63,17.23,16.92,17.24,20.21,17.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4092,SANTA ROSA 1 3,South,1,Open,YES,0.00,2.28,7.60,Cubic,236.20,0.00,8.017,0.0008,0.00000,2.142,0.000,BIT (Bituminous Coal),ST (Steam Turbine),0.000,1.000,2.28,17.18,3.34,17.19,4.41,17.19,5.47,17.19,6.54,17.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4093,SANTA ROSA 1 4,South,1,Closed,YES,27.92,8.40,28.00,Cubic,236.75,0.00,8.017,0.0008,0.00000,2.142,0.000,BIT (Bituminous Coal),ST (Steam Turbine),0.000,1.000,8.40,17.21,12.32,17.22,16.24,17.24,20.16,17.25,24.08,17.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4094,SANTA ROSA 1 5,South,1,Closed,YES,27.92,8.40,28.00,Cubic,236.75,0.00,8.017,0.0008,0.00000,2.142,0.000,BIT (Bituminous Coal),ST (Steam Turbine),0.000,1.000,8.40,17.21,12.32,17.22,16.24,17.24,20.16,17.25,24.08,17.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4095,SANTA ROSA 1 6,South,1,Closed,YES,27.92,8.40,28.00,Cubic,236.75,0.00,8.017,0.0008,0.00000,2.142,0.000,BIT (Bituminous Coal),ST (Steam Turbine),0.000,1.000,8.40,17.21,12.32,17.22,16.24,17.24,20.16,17.25,24.08,17.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4096,SANTA ROSA 1 7,South,1,Open,YES,0.00,8.40,28.00,Cubic,236.75,0.00,8.017,0.0008,0.00000,2.142,0.000,BIT (Bituminous Coal),ST (Steam Turbine),0.000,1.000,8.40,17.21,12.32,17.22,16.24,17.24,20.16,17.25,24.08,17.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4097,SANTA ROSA 1 8,South,1,Closed,YES,27.92,8.40,28.00,Cubic,236.75,0.00,8.017,0.0008,0.00000,2.142,0.000,BIT (Bituminous Coal),ST (Steam Turbine),0.000,1.000,8.40,17.21,12.32,17.22,16.24,17.24,20.16,17.25,24.08,17.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4098,SANTA ROSA 1 9,South,1,Open,YES,0.00,8.40,28.00,Cubic,236.75,0.00,8.017,0.0008,0.00000,2.142,0.000,BIT (Bituminous Coal),ST (Steam Turbine),0.000,1.000,8.40,17.21,12.32,17.22,16.24,17.24,20.16,17.25,24.08,17.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4105,TAFT 2 1,South,1,Closed,NO,135.00,54.00,180.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),"W2 (Wind Turbine, Type 2)",0.000,1.000,54.00,0.00,79.20,0.00,104.40,0.00,129.60,0.00,154.80,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4115,LAREDO 1 2,South,1,Closed,YES,131.43,39.54,131.80,Cubic,797.70,0.00,4.748,0.0004,0.00000,6.050,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,39.54,28.96,57.99,29.05,76.44,29.13,94.90,29.22,113.35,29.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4116,LAREDO 1 3,South,1,Closed,YES,123.76,39.54,131.80,Cubic,797.70,0.00,4.748,0.0004,0.00000,6.050,0.000,NG (Natural Gas),GT (Gas Turbine),0.000,1.000,39.54,28.96,57.99,29.05,76.44,29.13,94.90,29.22,113.35,29.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
