BusNum,BusName,AreaName,ZoneName,ID,Status,MW,Mvar,MVA,SMW,SMvar,DistStatus,DistMWInput,DistMvarInput
4023,MOORE 0,South,Laredo,1,Closed,5.06,1.43,5.26,5.06,1.43,Closed,0,0
4027,MCALLEN 3 0,South,McAllen,1,Closed,65.12,18.45,67.68,65.12,18.45,Closed,0,0
4031,SAN YGNACIO 0,South,Laredo,1,Closed,2.75,0.78,2.86,2.75,0.78,Closed,0,0
4032,KINGSVILLE 0,South,Corpus Christi,1,Closed,91.39,25.89,94.99,91.39,25.89,Closed,0,0
4033,LAREDO 6 0,South,Laredo,1,Closed,126.25,35.77,131.22,126.25,35.77,Closed,0,0
4034,HIDALGO 0,South,McAllen,1,Closed,37.64,10.66,39.12,37.64,10.66,Closed,0,0
4035,CORPUS CHRISTI 18 0,South,Corpus Christi,1,Closed,79.16,22.43,82.28,79.16,22.43,Closed,0,0
4036,CRYSTAL CITY 0,South,Laredo,2,Closed,25.73,7.29,26.75,25.73,7.29,Closed,0,0
4036,CRYSTAL CITY 0,South,Laredo,1,Closed,9.34,2.65,9.7,9.34,2.65,Closed,0,0
4037,SINTON 0,South,Corpus Christi,1,Closed,28.72,8.14,29.85,28.72,8.14,Closed,0,0
4038,BEEVILLE 0,South,Corpus Christi,1,Closed,82.78,23.45,86.04,82.78,23.45,Closed,0,0
4038,BEEVILLE 0,South,Corpus Christi,2,Closed,0.52,0.15,0.55,0.52,0.15,Closed,0,0
4040,MISSION 4 1,South,McAllen,1,Closed,225.66,63.94,234.55,225.66,63.94,Closed,0,0
4042,SAN JUAN 1,South,McAllen,2,Closed,114.01,32.3,118.5,114.01,32.3,Closed,0,0
4042,SAN JUAN 1,South,McAllen,1,Closed,101.17,28.66,105.15,101.17,28.66,Closed,0,0
4043,FALCON HEIGHTS 2 0,South,McAllen,1,Closed,2.47,0.7,2.57,2.47,0.7,Closed,0,0
4048,LA JOYA 0,South,McAllen,1,Closed,13.1,3.71,13.62,13.1,3.71,Closed,0,0
4051,BISHOP 0,South,Corpus Christi,2,Closed,73.95,20.95,76.86,73.95,20.95,Closed,0,0
4051,BISHOP 0,South,Corpus Christi,1,Closed,15.44,4.37,16.05,15.44,4.37,Closed,0,0
4053,ARMSTRONG 2 0,South,McAllen,1,Closed,0.11,0.03,0.12,0.11,0.03,Closed,0,0
4054,SKIDMORE 0,South,Corpus Christi,1,Closed,5.6,1.59,5.82,5.6,1.59,Closed,0,0
4055,CORPUS CHRISTI 9 0,South,Corpus Christi,2,Closed,16.17,4.58,16.81,16.17,4.58,Closed,0,0
4055,CORPUS CHRISTI 9 0,South,Corpus Christi,1,Closed,1.61,0.46,1.67,1.61,0.46,Closed,0,0
4064,CORPUS CHRISTI 2 0,South,Corpus Christi,1,Closed,8.82,2.5,9.16,8.82,2.5,Closed,0,0
4066,WESLACO 0,South,McAllen,1,Closed,191.53,54.27,199.07,191.53,54.27,Closed,0,0
4067,HARLINGEN 1 0,South,McAllen,1,Closed,159.46,45.18,165.73,159.46,45.18,Closed,0,0
4068,ELSA 0,South,McAllen,2,Closed,25.34,7.18,26.34,25.34,7.18,Closed,0,0
4068,ELSA 0,South,McAllen,1,Closed,2.65,0.75,2.75,2.65,0.75,Closed,0,0
4069,CORPUS CHRISTI 17 0,South,Corpus Christi,1,Closed,4.24,1.2,4.41,4.24,1.2,Closed,0,0
4071,BROWNSVILLE 2 1,South,McAllen,1,Closed,281.45,79.75,292.53,281.45,79.75,Closed,0,0
4072,CORPUS CHRISTI 10 0,South,Corpus Christi,1,Closed,51.71,14.65,53.74,51.71,14.65,Closed,0,0
4078,CORPUS CHRISTI 8 0,South,Corpus Christi,1,Closed,84.07,23.82,87.38,84.07,23.82,Closed,0,0
4079,MISSION 3 0,South,McAllen,1,Closed,171.21,48.51,177.95,171.21,48.51,Closed,0,0
4086,RIO HONDO 0,South,McAllen,1,Closed,19.87,5.63,20.65,19.87,5.63,Closed,0,0
4087,CORPUS CHRISTI 5 0,South,Corpus Christi,1,Closed,2.08,0.59,2.16,2.08,0.59,Closed,0,0
4088,PHARR 0,South,McAllen,1,Closed,212.52,60.21,220.89,212.52,60.21,Closed,0,0
4089,SANTA ROSA 1 0,South,McAllen,1,Closed,8.6,2.44,8.94,8.6,2.44,Closed,0,0
4099,ODEM 0,South,Corpus Christi,1,Closed,15.17,4.3,15.77,15.17,4.3,Closed,0,0
4100,CORPUS CHRISTI 13 0,South,Corpus Christi,1,Closed,50.6,14.34,52.59,50.6,14.34,Closed,0,0
4101,LAREDO 3 0,South,Laredo,1,Closed,128.14,36.31,133.18,128.14,36.31,Closed,0,0
4102,OLMITO 0,South,McAllen,1,Closed,24.17,6.85,25.12,24.17,6.85,Closed,0,0
4103,EDINBURG 1 0,South,McAllen,1,Closed,189.88,53.8,197.35,189.88,53.8,Closed,0,0
4106,PORT ISABEL 0,South,McAllen,1,Closed,37.55,10.64,39.03,37.55,10.64,Closed,0,0
4107,DONNA 0,South,McAllen,1,Closed,118.36,33.54,123.02,118.36,33.54,Closed,0,0
4108,INGLESIDE 0,South,Corpus Christi,1,Closed,28.34,8.03,29.46,28.34,8.03,Closed,0,0
4109,CORPUS CHRISTI 11 0,South,Corpus Christi,1,Closed,110.86,31.41,115.22,110.86,31.41,Closed,0,0
4110,LOS FRESNOS 0,South,McAllen,1,Closed,57.35,16.25,59.6,57.35,16.25,Closed,0,0
4111,HARLINGEN 2 0,South,McAllen,2,Closed,102.33,28.99,106.36,102.33,28.99,Closed,0,0
4111,HARLINGEN 2 0,South,McAllen,1,Closed,1.74,0.49,1.81,1.74,0.49,Closed,0,0
4112,RIVIERA 0,South,Corpus Christi,1,Closed,5.59,1.58,5.81,5.59,1.58,Closed,0,0
4117,JOURDANTON 0,South,Laredo,1,Closed,18.89,5.35,19.63,18.89,5.35,Closed,0,0
4118,GEORGE WEST 0,South,Corpus Christi,1,Closed,13.88,3.93,14.43,13.88,3.93,Closed,0,0
4119,ROMA 0,South,McAllen,2,Closed,54.38,15.41,56.52,54.38,15.41,Closed,0,0
4119,ROMA 0,South,McAllen,1,Closed,1.19,0.34,1.23,1.19,0.34,Closed,0,0
4120,CORPUS CHRISTI 12 0,South,Corpus Christi,1,Closed,46.52,13.18,48.36,46.52,13.18,Closed,0,0
4121,SANTA MARIA 0,South,McAllen,1,Closed,4.11,1.16,4.27,4.11,1.16,Closed,0,0
4122,MCALLEN 1 0,South,McAllen,1,Closed,146.11,41.4,151.86,146.11,41.4,Closed,0,0
4123,CORPUS CHRISTI 7 0,South,Corpus Christi,1,Closed,90.5,25.64,94.06,90.5,25.64,Closed,0,0
4124,FALFURRIAS 0,South,McAllen,2,Closed,21.24,6.02,22.08,21.24,6.02,Closed,0,0
4124,FALFURRIAS 0,South,McAllen,1,Closed,3.14,0.89,3.26,3.14,0.89,Closed,0,0
4125,PETTUS 0,South,Corpus Christi,1,Closed,4.5,1.28,4.68,4.5,1.28,Closed,0,0
4126,BROWNSVILLE 3 0,South,McAllen,1,Closed,127.38,36.09,132.39,127.38,36.09,Closed,0,0
4127,ALICE 0,South,Corpus Christi,1,Closed,87.29,24.73,90.72,87.29,24.73,Closed,0,0
4128,RIO GRANDE CITY 0,South,McAllen,2,Closed,121.36,34.39,126.14,121.36,34.39,Closed,0,0
4128,RIO GRANDE CITY 0,South,McAllen,1,Closed,2.15,0.61,2.23,2.15,0.61,Closed,0,0
4129,PREMONT 0,South,Laredo,4,Closed,10.06,2.85,10.45,10.06,2.85,Closed,0,0
4129,PREMONT 0,South,Laredo,1,Closed,5.28,1.5,5.49,5.28,1.5,Closed,0,0
4129,PREMONT 0,South,Laredo,2,Closed,1.66,0.47,1.73,1.66,0.47,Closed,0,0
4129,PREMONT 0,South,Laredo,3,Closed,1.52,0.43,1.57,1.52,0.43,Closed,0,0
4130,FREER 0,South,Laredo,1,Closed,9.48,2.69,9.86,9.48,2.69,Closed,0,0
4132,PEARSALL 1,South,Laredo,1,Closed,33.09,9.38,34.4,33.09,9.38,Closed,0,0
4139,SANDIA 0,South,Corpus Christi,1,Closed,10.62,3.01,11.03,10.62,3.01,Closed,0,0
4143,DILLEY 0,South,Laredo,1,Closed,14.36,4.07,14.93,14.36,4.07,Closed,0,0
4144,ORANGE GROVE 0,South,Corpus Christi,1,Closed,16.36,4.63,17,16.36,4.63,Closed,0,0
4145,PORTLAND 0,South,Corpus Christi,1,Closed,49.86,14.13,51.82,49.86,14.13,Closed,0,0
4147,LAREDO 4 1,South,Laredo,1,Closed,193.64,54.87,201.27,193.64,54.87,Closed,0,0
4148,THREE RIVERS 0,South,Laredo,3,Closed,12.74,3.61,13.25,12.74,3.61,Closed,0,0
4148,THREE RIVERS 0,South,Laredo,1,Closed,1.52,0.43,1.57,1.52,0.43,Closed,0,0
4148,THREE RIVERS 0,South,Laredo,2,Closed,0.38,0.11,0.39,0.38,0.11,Closed,0,0
4149,ROCKPORT 0,South,Corpus Christi,2,Closed,60.22,17.06,62.59,60.22,17.06,Closed,0,0
4149,ROCKPORT 0,South,Corpus Christi,1,Closed,1.14,0.32,1.18,1.14,0.32,Closed,0,0
4150,CORPUS CHRISTI 15 0,South,Corpus Christi,1,Closed,12.53,3.55,13.02,12.53,3.55,Closed,0,0
4154,PENITAS 0,South,McAllen,1,Closed,26.32,7.46,27.36,26.32,7.46,Closed,0,0
4155,SULLIVAN CITY 0,South,McAllen,2,Closed,18.25,5.17,18.96,18.25,5.17,Closed,0,0
4155,SULLIVAN CITY 0,South,McAllen,1,Closed,1.21,0.34,1.25,1.21,0.34,Closed,0,0
4156,CORPUS CHRISTI 6 0,South,Corpus Christi,1,Closed,108.01,30.6,112.26,108.01,30.6,Closed,0,0
4157,MISSION 2 0,South,McAllen,1,Closed,104.67,29.66,108.79,104.67,29.66,Closed,0,0
4159,CORPUS CHRISTI 1 1,South,Corpus Christi,1,Closed,36.18,10.25,37.61,36.18,10.25,Closed,0,0
4164,GRULLA 0,South,McAllen,1,Closed,2.03,0.57,2.1,2.03,0.57,Closed,0,0
4167,HARGILL 0,South,McAllen,2,Closed,2.97,0.84,3.09,2.97,0.84,Closed,0,0
4167,HARGILL 0,South,McAllen,1,Closed,2.34,0.66,2.43,2.34,0.66,Closed,0,0
4168,CORPUS CHRISTI 14 0,South,Corpus Christi,1,Closed,8.87,2.51,9.21,8.87,2.51,Closed,0,0
4169,MATHIS 0,South,Corpus Christi,1,Closed,27.68,7.84,28.77,27.68,7.84,Closed,0,0
4170,ARANSAS PASS 0,South,Corpus Christi,1,Closed,35.86,10.16,37.27,35.86,10.16,Closed,0,0
4171,SAN BENITO 0,South,McAllen,1,Closed,167.63,47.5,174.23,167.63,47.5,Closed,0,0
4172,PLEASANTON 0,South,Laredo,1,Closed,42.31,11.99,43.97,42.31,11.99,Closed,0,0
4173,REFUGIO 0,South,Corpus Christi,2,Closed,11.46,3.25,11.91,11.46,3.25,Closed,0,0
4173,REFUGIO 0,South,Corpus Christi,1,Closed,0.59,0.17,0.61,0.59,0.17,Closed,0,0
4174,LYTLE 0,South,Laredo,1,Closed,19.16,5.43,19.92,19.16,5.43,Closed,0,0
4175,LAREDO 2 0,South,Laredo,1,Closed,1.94,0.55,2.02,1.94,0.55,Closed,0,0
4175,LAREDO 2 0,South,Laredo,2,Closed,1.21,0.34,1.26,1.21,0.34,Closed,0,0
4178,GOLIAD 0,South,Corpus Christi,2,Closed,16.38,4.64,17.02,16.38,4.64,Closed,0,0
4178,GOLIAD 0,South,Corpus Christi,1,Closed,1.08,0.31,1.12,1.08,0.31,Closed,0,0
4179,SAN DIEGO 0,South,Laredo,1,Closed,19.92,5.64,20.7,19.92,5.64,Closed,0,0
4180,PORT ARANSAS 0,South,Corpus Christi,1,Closed,10.76,3.05,11.18,10.76,3.05,Closed,0,0
4182,TAFT 1 1,South,Corpus Christi,1,Closed,22.68,6.43,23.57,22.68,6.43,Closed,0,0
4185,ZAPATA 0,South,McAllen,1,Closed,37.84,10.72,39.33,37.84,10.72,Closed,0,0
4186,SANTA ROSA 2 0,South,McAllen,2,Closed,18.97,5.38,19.72,18.97,5.38,Closed,0,0
4186,SANTA ROSA 2 0,South,McAllen,1,Closed,18.09,5.12,18.8,18.09,5.12,Closed,0,0
4187,COTULLA 0,South,Laredo,1,Closed,15.06,4.27,15.65,15.06,4.27,Closed,0,0
4188,QUEMADO 0,South,Laredo,1,Closed,2.97,0.84,3.08,2.97,0.84,Closed,0,0
4189,CARRIZO SPRINGS 0,South,Laredo,3,Closed,23.49,6.65,24.41,23.49,6.65,Closed,0,0
4189,CARRIZO SPRINGS 0,South,Laredo,2,Closed,4.04,1.14,4.2,4.04,1.14,Closed,0,0
4189,CARRIZO SPRINGS 0,South,Laredo,1,Closed,2.36,0.67,2.45,2.36,0.67,Closed,0,0
4190,LAREDO 5 0,South,Laredo,1,Closed,132.46,37.53,137.67,132.46,37.53,Closed,0,0
4191,RAYMONDVILLE 0,South,McAllen,2,Closed,44.89,12.72,46.66,44.89,12.72,Closed,0,0
4191,RAYMONDVILLE 0,South,McAllen,1,Closed,1.54,0.44,1.61,1.54,0.44,Closed,0,0
4193,BROWNSVILLE 1 1,South,McAllen,1,Closed,178.22,50.5,185.24,178.22,50.5,Closed,0,0
5003,GARLAND 5 0,North Central,Dallas,1,Closed,113.64,32.2,118.12,113.64,32.2,Closed,0,0
5004,KERENS 0,North Central,Corsicana,2,Closed,9.87,2.8,10.26,9.87,2.8,Closed,0,0
5004,KERENS 0,North Central,Corsicana,1,Closed,1.81,0.51,1.89,1.81,0.51,Closed,0,0
5005,LIPAN 0,North Central,Glen Rose,1,Closed,8.95,2.53,9.3,8.95,2.53,Closed,0,0
5006,DALLAS 24 0,North Central,Dallas,1,Closed,100.19,28.39,104.13,100.19,28.39,Closed,0,0
5007,DENTON 4 0,North Central,Fort Worth,1,Closed,72.05,20.42,74.89,72.05,20.42,Closed,0,0
5008,ALBANY 2 0,North Central,Central Texas,1,Closed,7.6,2.15,7.9,7.6,2.15,Closed,0,0
5009,DALLAS 21 0,North Central,Dallas,1,Closed,62.68,17.76,65.14,62.68,17.76,Closed,0,0
5010,PLANO 2 0,North Central,Dallas,1,Closed,133.87,37.93,139.14,133.87,37.93,Closed,0,0
5011,THORNTON 0,North Central,Waco,1,Closed,7.64,2.17,7.94,7.64,2.17,Closed,0,0
5012,DENTON 5 0,North Central,Fort Worth,1,Closed,81.32,23.04,84.52,81.32,23.04,Closed,0,0
5013,EARLY 0,North Central,Central Texas,1,Closed,19.34,5.48,20.1,19.34,5.48,Closed,0,0
5014,DECATUR 0,North Central,Fort Worth,1,Closed,46.76,13.25,48.6,46.76,13.25,Closed,0,0
5016,KELLER 2 1,North Central,Fort Worth,1,Closed,181.16,51.33,188.3,181.16,51.33,Closed,0,0
5017,PONDER 0,North Central,Fort Worth,1,Closed,13.85,3.93,14.4,13.85,3.93,Closed,0,0
5022,ALEDO 1 1,North Central,Fort Worth,1,Closed,140.24,39.73,145.76,140.24,39.73,Closed,0,0
5024,GATESVILLE 4 0,North Central,Waco,1,Closed,50.92,14.43,52.93,50.92,14.43,Closed,0,0
5025,CLEBURNE 2 0,North Central,Glen Rose,1,Closed,74.46,21.1,77.39,74.46,21.1,Closed,0,0
5026,FORT WORTH 14 0,North Central,Fort Worth,1,Closed,71.11,20.15,73.91,71.11,20.15,Closed,0,0
5027,FORT WORTH 23 0,North Central,Fort Worth,1,Closed,74.13,21,77.04,74.13,21,Closed,0,0
5028,FORT WORTH 1 0,North Central,Fort Worth,1,Closed,9.35,2.65,9.71,9.35,2.65,Closed,0,0
5029,TROY 0,North Central,Waco,1,Closed,12.77,3.62,13.28,12.77,3.62,Closed,0,0
5030,SPRINGTOWN 0,North Central,Jacksboro,1,Closed,79.61,22.55,82.74,79.61,22.55,Closed,0,0
5031,PRINCETON 0,North Central,Dallas,1,Closed,42.36,12,44.03,42.36,12,Closed,0,0
5032,DALLAS 27 0,North Central,Dallas,1,Closed,47.16,13.36,49.02,47.16,13.36,Closed,0,0
5034,DALLAS 1 1,North Central,Dallas,1,Closed,55.35,15.68,57.53,55.35,15.68,Closed,0,0
5043,ROYSE CITY 0,North Central,Dallas,1,Closed,68.1,19.29,70.78,68.1,19.29,Closed,0,0
5044,BOYD 0,North Central,Fort Worth,1,Closed,17.5,4.96,18.18,17.5,4.96,Closed,0,0
5046,STEPHENVILLE 1,North Central,Glen Rose,1,Closed,77.11,21.85,80.14,77.11,21.85,Closed,0,0
5048,MANSFIELD 1,North Central,Fort Worth,2,Closed,184.08,52.16,191.33,184.08,52.16,Closed,0,0
5048,MANSFIELD 1,North Central,Fort Worth,1,Closed,0.46,0.13,0.47,0.46,0.13,Closed,0,0
5050,GREENVILLE 1 1,North Central,Dallas,1,Closed,64.6,18.3,67.15,64.6,18.3,Closed,0,0
5053,PLANO 4 0,North Central,Dallas,1,Closed,152.78,43.29,158.79,152.78,43.29,Closed,0,0
5054,GROESBECK 0,North Central,Corsicana,1,Closed,21.17,6,22,21.17,6,Closed,0,0
5056,GRAHAM 1,North Central,Jacksboro,1,Closed,40.4,11.45,41.99,40.4,11.45,Closed,0,0
5062,MABANK 2 3,North Central,Corsicana,1,Closed,43.74,12.39,45.46,43.74,12.39,Closed,0,0
5064,ARLINGTON 1 1,North Central,Fort Worth,1,Closed,77.07,21.84,80.1,77.07,21.84,Closed,0,0
5070,DALLAS 41 0,North Central,Fort Worth,1,Closed,74.65,21.15,77.59,74.65,21.15,Closed,0,0
5071,WACO 3 0,North Central,Waco,2,Closed,50.09,14.19,52.06,50.09,14.19,Closed,0,0
5071,WACO 3 0,North Central,Waco,1,Closed,24.02,6.81,24.97,24.02,6.81,Closed,0,0
5072,DALLAS 19 0,North Central,Dallas,1,Closed,72.34,20.5,75.18,72.34,20.5,Closed,0,0
5073,BANGS 0,North Central,Central Texas,1,Closed,8.83,2.5,9.18,8.83,2.5,Closed,0,0
5074,PROSPER 0,North Central,Dallas,1,Closed,31.78,9,33.03,31.78,9,Closed,0,0
5075,EVANT 0,North Central,Glen Rose,2,Closed,3.19,0.9,3.31,3.19,0.9,Closed,0,0
5075,EVANT 0,North Central,Glen Rose,1,Closed,0.77,0.22,0.8,0.77,0.22,Closed,0,0
5077,TERRELL 1 1,North Central,Dallas,1,Closed,18.49,5.24,19.22,18.49,5.24,Closed,0,0
5078,AUBREY 0,North Central,Fort Worth,1,Closed,66.42,18.82,69.04,66.42,18.82,Closed,0,0
5079,WACO 4 0,North Central,Waco,1,Closed,38.19,10.82,39.69,38.19,10.82,Closed,0,0
5080,LORENA 0,North Central,Waco,3,Closed,23.49,6.66,24.42,23.49,6.66,Closed,0,0
5080,LORENA 0,North Central,Waco,1,Closed,8.6,2.44,8.94,8.6,2.44,Closed,0,0
5080,LORENA 0,North Central,Waco,2,Closed,5.52,1.56,5.74,5.52,1.56,Closed,0,0
5081,FORT HOOD 0,North Central,Waco,1,Closed,89.83,25.45,93.37,89.83,25.45,Closed,0,0
5082,ARLINGTON 5 0,North Central,Fort Worth,1,Closed,102.22,28.96,106.24,102.22,28.96,Closed,0,0
5084,MCKINNEY 3 1,North Central,Dallas,1,Closed,224.2,63.52,233.03,224.2,63.52,Closed,0,0
5085,DALLAS 38 0,North Central,Fort Worth,1,Closed,51.3,14.54,53.32,51.3,14.54,Closed,0,0
5086,ARLINGTON 9 0,North Central,Fort Worth,1,Closed,92.04,26.08,95.66,92.04,26.08,Closed,0,0
5087,MILFORD 0,North Central,Corsicana,1,Closed,4.13,1.17,4.29,4.13,1.17,Closed,0,0
5090,DALLAS 15 0,North Central,Dallas,1,Closed,108.74,30.81,113.02,108.74,30.81,Closed,0,0
5091,FROST 0,North Central,Corsicana,1,Closed,5.33,1.51,5.54,5.33,1.51,Closed,0,0
5092,GRANDVIEW 0,North Central,Corsicana,1,Closed,17.62,4.99,18.32,17.62,4.99,Closed,0,0
5093,HASLET 0,North Central,Fort Worth,1,Closed,47.98,13.6,49.87,47.98,13.6,Closed,0,0
5094,BARDWELL 0,North Central,Corsicana,1,Closed,2.66,0.75,2.77,2.66,0.75,Closed,0,0
5095,LAKE DALLAS 0,North Central,Fort Worth,1,Closed,32.24,9.14,33.51,32.24,9.14,Closed,0,0
5096,PLANO 1 0,North Central,Dallas,1,Closed,61.74,17.49,64.17,61.74,17.49,Closed,0,0
5097,EULESS 2 0,North Central,Fort Worth,1,Closed,82.57,23.4,85.82,82.57,23.4,Closed,0,0
5098,FORT WORTH 24 0,North Central,Fort Worth,2,Closed,89.17,25.26,92.68,89.17,25.26,Closed,0,0
5098,FORT WORTH 24 0,North Central,Fort Worth,1,Closed,67.06,19,69.7,67.06,19,Closed,0,0
5099,FLOWER MOUND 2 0,North Central,Fort Worth,1,Closed,67.63,19.16,70.3,67.63,19.16,Closed,0,0
5100,DALLAS 11 0,North Central,Dallas,1,Closed,22.45,6.36,23.33,22.45,6.36,Closed,0,0
5101,COMANCHE 0,North Central,Central Texas,1,Closed,22.63,6.41,23.53,22.63,6.41,Closed,0,0
5103,RICHARDSON 2 1,North Central,Dallas,1,Closed,132.03,37.41,137.22,132.03,37.41,Closed,0,0
5103,RICHARDSON 2 1,North Central,Dallas,2,Closed,102.47,29.03,106.5,102.47,29.03,Closed,0,0
5104,FORT WORTH 8 0,North Central,Fort Worth,1,Closed,79.02,22.39,82.13,79.02,22.39,Closed,0,0
5105,IRVING 1 0,North Central,Fort Worth,1,Closed,105.27,29.83,109.41,105.27,29.83,Closed,0,0
5108,DALLAS 44 0,North Central,Fort Worth,1,Closed,40.12,11.37,41.7,40.12,11.37,Closed,0,0
5109,LANCASTER 1 0,North Central,Dallas,1,Closed,53.98,15.29,56.1,53.98,15.29,Closed,0,0
5110,PALO PINTO 2 0,North Central,Jacksboro,1,Closed,3.44,0.97,3.58,3.44,0.97,Closed,0,0
5111,ADDISON 0,North Central,Dallas,1,Closed,37.24,10.55,38.71,37.24,10.55,Closed,0,0
5112,HICO 0,North Central,Glen Rose,1,Closed,14.25,4.04,14.81,14.25,4.04,Closed,0,0
5113,KRUM 0,North Central,Fort Worth,1,Closed,21.58,6.11,22.43,21.58,6.11,Closed,0,0
5114,KAUFMAN 0,North Central,Dallas,1,Closed,56.95,16.13,59.19,56.95,16.13,Closed,0,0
5115,CADDO MILLS 0,North Central,Dallas,1,Closed,17.73,5.02,18.43,17.73,5.02,Closed,0,0
5116,PLANO 7 0,North Central,Dallas,1,Closed,141.56,40.11,147.13,141.56,40.11,Closed,0,0
5117,FORT WORTH 5 0,North Central,Fort Worth,1,Closed,128.28,36.35,133.33,128.28,36.35,Closed,0,0
5118,BAIRD 0,North Central,Central Texas,1,Closed,8.65,2.45,8.99,8.65,2.45,Closed,0,0
5119,PERRIN 0,North Central,Jacksboro,1,Closed,4.4,1.25,4.57,4.4,1.25,Closed,0,0
5121,BROWNWOOD 1,North Central,Central Texas,1,Closed,76.66,21.72,79.67,76.66,21.72,Closed,0,0
5122,DALLAS 6 0,North Central,Dallas,1,Closed,65,18.42,67.55,65,18.42,Closed,0,0
5124,MARLIN 1,North Central,Waco,1,Closed,26.69,7.56,27.74,26.69,7.56,Closed,0,0
5125,ARLINGTON 6 0,North Central,Fort Worth,1,Closed,67.92,19.24,70.59,67.92,19.24,Closed,0,0
5126,DALLAS 8 0,North Central,Dallas,1,Closed,166.22,47.1,172.76,166.22,47.1,Closed,0,0
5126,DALLAS 8 0,North Central,Dallas,2,Closed,6.99,1.98,7.27,6.99,1.98,Closed,0,0
5127,JONESBORO 0,North Central,Glen Rose,2,Closed,2.28,0.65,2.37,2.28,0.65,Closed,0,0
5127,JONESBORO 0,North Central,Glen Rose,1,Closed,1.61,0.46,1.67,1.61,0.46,Closed,0,0
5128,DALLAS 33 0,North Central,Dallas,1,Closed,90.51,25.65,94.08,90.51,25.65,Closed,0,0
5129,GOLDTHWAITE 2 0,North Central,Glen Rose,2,Closed,10.65,3.02,11.07,10.65,3.02,Closed,0,0
5129,GOLDTHWAITE 2 0,North Central,Glen Rose,1,Closed,4.24,1.2,4.41,4.24,1.2,Closed,0,0
5130,PLANO 5 0,North Central,Dallas,1,Closed,99.79,28.27,103.71,99.79,28.27,Closed,0,0
5132,BELTON 1,North Central,Waco,1,Closed,102.52,29.05,106.55,102.52,29.05,Closed,0,0
5133,TOLAR 0,North Central,Glen Rose,1,Closed,12.16,3.45,12.64,12.16,3.45,Closed,0,0
5134,BRECKENRIDGE 0,North Central,Central Texas,1,Closed,26.98,7.64,28.04,26.98,7.64,Closed,0,0
5135,EASTLAND 0,North Central,Central Texas,2,Closed,17.88,5.07,18.58,17.88,5.07,Closed,0,0
5135,EASTLAND 0,North Central,Central Texas,1,Closed,9.71,2.75,10.1,9.71,2.75,Closed,0,0
5136,COOPER 0,North Central,Dallas,1,Closed,11.94,3.38,12.41,11.94,3.38,Closed,0,0
5138,WACO 1 1,North Central,Waco,1,Closed,105.04,29.76,109.18,105.04,29.76,Closed,0,0
5139,DALLAS 42 0,North Central,Dallas,1,Closed,86.38,24.47,89.78,86.38,24.47,Closed,0,0
5140,GATESVILLE 1 0,North Central,Waco,1,Closed,8.65,2.45,8.99,8.65,2.45,Closed,0,0
5141,ANNA 0,North Central,Dallas,2,Closed,35.49,10.06,36.89,35.49,10.06,Closed,0,0
5141,ANNA 0,North Central,Dallas,1,Closed,9.89,2.8,10.28,9.89,2.8,Closed,0,0
5142,MOODY 0,North Central,Waco,1,Closed,15.53,4.4,16.15,15.53,4.4,Closed,0,0
5143,FORT WORTH 2 0,North Central,Fort Worth,1,Closed,45.85,12.99,47.65,45.85,12.99,Closed,0,0
5143,FORT WORTH 2 0,North Central,Fort Worth,2,Closed,41.6,11.79,43.24,41.6,11.79,Closed,0,0
5144,WACO 6 0,North Central,Waco,1,Closed,73.43,20.8,76.32,73.43,20.8,Closed,0,0
5145,GRAND PRAIRIE 1 0,North Central,Fort Worth,1,Closed,117.86,33.39,122.49,117.86,33.39,Closed,0,0
5146,ROWLETT 2 0,North Central,Dallas,1,Closed,90.75,25.71,94.33,90.75,25.71,Closed,0,0
5147,PLANO 6 0,North Central,Dallas,1,Closed,108.12,30.63,112.37,108.12,30.63,Closed,0,0
5148,IRVING 5 0,North Central,Fort Worth,1,Closed,83.41,23.63,86.69,83.41,23.63,Closed,0,0
5149,DALLAS 7 0,North Central,Dallas,1,Closed,91.45,25.91,95.05,91.45,25.91,Closed,0,0
5150,BRYSON 2 0,North Central,Jacksboro,3,Closed,2.41,0.68,2.51,2.41,0.68,Closed,0,0
5150,BRYSON 2 0,North Central,Jacksboro,2,Closed,1.26,0.36,1.31,1.26,0.36,Closed,0,0
5150,BRYSON 2 0,North Central,Jacksboro,1,Closed,0.44,0.12,0.46,0.44,0.12,Closed,0,0
5151,MORGAN 0,North Central,Glen Rose,1,Closed,5.33,1.51,5.54,5.33,1.51,Closed,0,0
5152,SACHSE 0,North Central,Dallas,1,Closed,60.98,17.28,63.38,60.98,17.28,Closed,0,0
5153,PARADISE 0,North Central,Jacksboro,1,Closed,15.98,4.53,16.61,15.98,4.53,Closed,0,0
5154,RIO VISTA 0,North Central,Glen Rose,2,Closed,10.78,3.05,11.2,10.78,3.05,Closed,0,0
5154,RIO VISTA 0,North Central,Glen Rose,1,Closed,4.8,1.36,4.99,4.8,1.36,Closed,0,0
5155,STRAWN 0,North Central,Jacksboro,1,Closed,3.71,1.05,3.85,3.71,1.05,Closed,0,0
5156,May-00,North Central,Central Texas,1,Closed,6.22,1.76,6.46,6.22,1.76,Closed,0,0
5157,DESOTO 0,North Central,Fort Worth,1,Closed,146.63,41.55,152.4,146.63,41.55,Closed,0,0
5158,MESQUITE 2 0,North Central,Dallas,1,Closed,168.19,47.66,174.82,168.19,47.66,Closed,0,0
