Number,Name,Area Name,Nom kV,PU Volt,Volt (kV),Angle (Deg),Substation Latitude,Substation Longitude,Load MW,Load Mvar,Gen MW,Gen Mvar,Switched Shunts Mvar,Act G Shunt MW,Act B Shunt Mvar,Area Num,Zone Num
21223,NAPA 4 1,Bay Area,138,1.01113,139.536,-67.42,38.3932,-122.1566,60.15,6.97,,,,0,0,4,1
21224,BERKELEY 5 1,Bay Area,138,1.01137,139.569,-68.47,37.9036,-122.2773,22.97,4.87,,,,0,0,4,1
21225,OAKLAND 7 1,Bay Area,138,1.00388,138.536,-69.07,37.8367,-122.2007,,,,,,0,0,4,1
21226,OAKLAND 7 2,Bay Area,138,1.0038,138.524,-69.09,37.8367,-122.2007,28.88,1.91,,,,0,0,4,1
21227,OAKLAND 7 3,Bay Area,138,1.00399,138.55,-69.05,37.8367,-122.2007,,,,,,0,0,4,1
21228,REDWOOD CITY 4 1,Bay Area,138,1.02284,141.152,-67.76,37.5549,-122.1257,,,,,,0,0,4,1
21229,REDWOOD CITY 4 2,Bay Area,138,1.02247,141.101,-67.78,37.5549,-122.1257,32.62,25.05,,,,0,0,4,1
21230,REDWOOD CITY 4 3,Bay Area,138,1.02278,141.144,-67.77,37.5549,-122.1257,12.76,3.39,,,,0,0,4,1
21231,REDWOOD CITY 4 4,Bay Area,138,1.02327,141.211,-67.74,37.5549,-122.1257,,,,,,0,0,4,1
21232,REDWOOD CITY 5 1,Bay Area,345,0.99362,342.8,-69.21,37.5399,-122.2239,,,,,,0,0,4,1
21233,REDWOOD CITY 5 2,Bay Area,138,0.99651,137.518,-73.62,37.5399,-122.2239,,,,,,0,0,4,1
21234,REDWOOD CITY 5 3,Bay Area,345,0.99328,342.682,-69.25,37.5399,-122.2239,63.61,13.44,,,,0,0,4,1
21235,VALLEJO 3 1,Bay Area,138,1.01645,140.27,-67.52,38.1076,-122.2667,,,,,,0,0,4,1
21236,VALLEJO 3 2,Bay Area,138,1.01634,140.255,-67.54,38.1076,-122.2667,26.89,4.15,,,,0,0,4,1
21237,VALLEJO 4 1,Bay Area,138,1.01672,140.308,-67.48,38.1089,-122.2827,28.22,4.09,,,,0,0,4,1
21238,OAKLAND 8 1,Bay Area,138,1.00331,138.457,-68.98,37.7901,-122.2818,45.26,9.49,,,,0,0,4,1
21239,OAKLAND 9 1,Bay Area,138,1.00793,139.094,-68.36,37.7355,-122.2262,45.26,16.34,,,,0,0,4,1
21240,OAKLAND 10 1,Bay Area,138,1.00173,138.238,-69.36,37.7863,-122.3046,,,,,,0,0,4,1
21241,OAKLAND 10 2,Bay Area,138,1.00152,138.209,-69.39,37.7863,-122.3046,49.92,6.47,,,,0,0,4,1
21242,OAKLAND 10 3,Bay Area,138,1.0019,138.262,-69.33,37.7863,-122.3046,,,,,,0,0,4,1
21243,OAKLAND 10 4,Bay Area,138,1.00173,138.238,-69.36,37.7863,-122.3046,,,,,,0,0,4,1
21244,OAKLAND 11 1,Bay Area,138,1.01074,139.483,-67.87,37.7318,-122.1078,25.5,4.66,,,,0,0,4,1
21245,OAKLAND 12 1,Bay Area,138,1.02158,140.978,-68.76,37.8128,-122.1187,25.5,11.23,,,148.2,0,0,4,1
21246,OAKLAND 12 2,Bay Area,138,1.02014,140.78,-68.72,37.8128,-122.1187,,,,,,0,0,4,1
21247,OAKLAND 13 1,Bay Area,138,1.00341,138.471,-69.07,37.8315,-122.2109,,,,,,0,0,4,1
21248,OAKLAND 13 2,Bay Area,138,1.00328,138.453,-69.09,37.8315,-122.2109,32.91,3.24,,,,0,0,4,1
21249,OAKLAND 14 1,Bay Area,138,1.01076,139.485,-68.36,37.8579,-122.1318,,,,,,0,0,4,1
21250,OAKLAND 14 2,Bay Area,138,1.01063,139.467,-68.38,37.8579,-122.1318,32.91,5.12,,,,0,0,4,1
21251,OAKLAND 14 3,Bay Area,138,1.0109,139.504,-68.34,37.8579,-122.1318,,,,,,0,0,4,1
21252,VALLEJO 5 1,Bay Area,138,1.01316,139.816,-67.18,38.1827,-122.1505,47.74,5.52,,,,0,0,4,1
21253,VALLEJO 6 1,Bay Area,345,1.01614,350.567,-64.13,38.2092,-122.1788,,,,,,0,0,4,1
21254,VALLEJO 6 2,Bay Area,138,1.02129,140.937,-66.65,38.2092,-122.1788,47.74,13.2,,,,0,0,4,1
21255,REDWOOD CITY 6 1,Bay Area,138,1.02452,141.384,-67.49,37.5908,-122.1406,,,,,,0,0,4,1
21256,REDWOOD CITY 6 2,Bay Area,138,1.02435,141.361,-67.5,37.5908,-122.1406,27.85,8.82,,,,0,0,4,1
21257,REDWOOD CITY 7 1,Bay Area,138,0.9931,137.048,-73.09,37.5157,-122.1852,,,,,,0,0,4,1
21258,REDWOOD CITY 7 2,Bay Area,138,0.99295,137.027,-73.1,37.5157,-122.1852,27.85,7.79,,,,0,0,4,1
21259,ORINDA 1,Bay Area,138,1.0013,138.179,-68.81,37.8711,-122.2424,31.81,9.58,,,,0,0,4,1
21260,OAKLAND 15 1,Bay Area,138,1.00836,139.153,-67.74,37.7408,-122.081,28.26,5.79,,,,0,0,4,1
21261,OAKLAND 16 1,Bay Area,345,1.02133,352.359,-64.32,37.6974,-122.2035,,,,,,0,0,4,1
21262,OAKLAND 16 2,Bay Area,138,1.01162,139.603,-67.76,37.6974,-122.2035,55.15,14.77,,,,0,0,4,1
21263,MENLO PARK 1 1,Bay Area,138,0.99507,137.32,-71.63,37.41,-122.093,36.47,12.56,,,,0,0,4,1
21264,MENLO PARK 2 1,Bay Area,138,0.99391,137.16,-74.04,37.5458,-122.2717,36.47,4.75,,,,0,0,4,1
21265,STANFORD 1 1,Bay Area,138,0.98827,136.381,-72.98,37.3226,-122.1757,,,,,,0,0,4,1
21266,STANFORD 1 2,Bay Area,138,0.98808,136.355,-72.99,37.3226,-122.1757,28.13,9.28,,,,0,0,4,1
21267,SAN LEANDRO 1 1,Bay Area,138,1.00956,139.319,-68.18,37.7133,-122.1755,41,9.01,,,,0,0,4,1
21268,SAN LEANDRO 1 2,Bay Area,138,1.00977,139.348,-68.16,37.7133,-122.1755,,,,,,0,0,4,1
21269,SAN LEANDRO 2 1,Bay Area,138,1.01454,140.007,-67.97,37.6983,-122.2098,41,9.02,,,,0,0,4,1
21270,SAN LEANDRO 3 1,Bay Area,138,1.01011,139.395,-68.12,37.7188,-122.2219,37.03,4.06,,,,0,0,4,1
21271,OAKLAND 17 1,Bay Area,138,1.0124,139.711,-68.53,37.8448,-122.1324,35.11,20.07,,,,0,0,4,1
21272,PALO ALTO 1 1,Bay Area,138,0.98786,136.324,-72.98,37.3536,-122.2047,33.74,13.88,,,,0,0,4,1
21273,PALO ALTO 1 2,Bay Area,138,0.98808,136.356,-72.96,37.3536,-122.2047,,,,,,0,0,4,1
21274,BOULDER CREEK 1,Bay Area,138,0.99928,137.9,-70.28,37.1513,-122.1118,30.16,4.02,,,,0,0,4,1
21275,LOS ALTOS 1 1,Bay Area,345,1.00227,345.785,-67.88,37.329,-122.1127,,,,,,0,0,4,1
21276,LOS ALTOS 1 2,Bay Area,138,0.99412,137.189,-71.55,37.329,-122.1127,57.12,12.62,,,,0,0,4,1
21277,MARTINEZ 1 1,Bay Area,138,1.01766,140.438,-66.8,38.0655,-122.0655,,,,,,0,0,4,1
21278,MARTINEZ 1 2,Bay Area,138,1.01748,140.413,-66.82,38.0655,-122.0655,42.36,8.66,,,,0,0,4,1
21279,MARTINEZ 2 1,Bay Area,138,1.00924,139.275,-67.22,37.9634,-122.0736,,,,,,0,0,4,1
21280,MARTINEZ 2 2,Bay Area,138,1.00905,139.249,-67.24,37.9634,-122.0736,42.36,8.35,,,,0,0,4,1
21281,BENICIA 1 1,Bay Area,138,1.01533,140.115,-67.37,38.0706,-122.2188,24.38,5.91,,,,0,0,4,1
21282,BENICIA 1 2,Bay Area,138,1.01545,140.132,-67.35,38.0706,-122.2188,,,,,,0,0,4,1
21283,BENICIA 2 1,Bay Area,138,1.0118,139.628,-67.69,38.0003,-122.128,24.38,4.63,,,,0,0,4,1
21284,FAIRFIELD 1 1,Bay Area,138,1.01362,139.88,-66.19,38.3445,-122.0399,,,,,,0,0,4,1
21285,FAIRFIELD 1 2,Bay Area,138,1.0134,139.849,-66.21,38.3445,-122.0399,32.77,11.08,,,,0,0,4,1
21286,FAIRFIELD 2 1,Bay Area,138,1.01611,140.224,-66.46,38.2467,-122.1643,32.77,22.6,,,,0,0,4,1
21287,SAN LORENZO 1 1,Bay Area,138,1.01403,139.936,-68.41,37.7728,-122.1086,24.44,2.09,,,,0,0,4,1
21288,SAN LORENZO 2 1,Bay Area,138,1.02111,140.913,-68.02,37.6284,-122.0508,24.44,2.78,,,,0,0,4,1
21289,OAKLAND 18 1,Bay Area,138,1.00124,138.171,-68.7,37.8605,-122.2097,,,,,,0,0,4,1
21290,OAKLAND 18 2,Bay Area,138,1.00151,138.208,-68.67,37.8605,-122.2097,,,,,,0,0,4,1
21291,OAKLAND 18 3,Bay Area,138,1.00096,138.132,-68.72,37.8605,-122.2097,41.94,13.89,,,,0,0,4,1
21292,PALO ALTO 2 1,Bay Area,138,0.99351,137.104,-71.66,37.369,-122.1295,30.35,8.32,,,,0,0,4,1
21293,HAYWARD 1 1,Bay Area,138,1.02146,140.962,-67.64,37.6521,-122.1031,26.74,5,,,,0,0,4,1
21294,HAYWARD 2 1,Bay Area,138,0.99278,137.004,-73.34,37.5143,-122.2063,,,,,,0,0,4,1
21295,HAYWARD 2 2,Bay Area,138,0.99269,136.991,-73.36,37.5143,-122.2063,26.74,3.29,,,,0,0,4,1
21296,SAN LEANDRO 4 1,Bay Area,138,1.0127,139.752,-68.27,37.7789,-122.1176,35.99,6.45,,,,0,0,4,1
21297,SAN LEANDRO 5 1,Bay Area,138,1.01144,139.578,-68.12,37.7417,-122.124,34.7,2.32,,,,0,0,4,1
21298,SANTA CRUZ 1 1,Bay Area,345,1.01232,349.249,-65.89,37.0109,-122.132,,,,,,0,0,4,1
21299,SANTA CRUZ 1 2,Bay Area,138,1.01023,139.412,-68.2,37.0109,-122.132,41.74,1.32,,,,0,0,4,1
21300,SANTA CRUZ 1 3,Bay Area,13.8,1.01025,13.941,-68.18,37.0109,-122.132,,,,,,0,0,4,1
21301,SANTA CRUZ 1 4,Bay Area,1,1.01025,1.01,-68.18,37.0109,-122.132,,,,,,0,0,4,1
21302,SANTA CRUZ 2 1,Bay Area,138,1.01075,139.484,-69.11,37.0447,-122.1729,,,,,,0,0,4,1
21303,SANTA CRUZ 2 2,Bay Area,138,1.01048,139.447,-69.13,37.0447,-122.1729,43.24,13.56,,,,0,0,4,1
21304,PALO ALTO 3 1,Bay Area,138,0.99434,137.218,-72.58,37.4838,-122.1476,40.92,9.21,,,,0,0,4,1
21305,PALO ALTO 4 1,Bay Area,138,1.01735,140.394,-69.29,37.4902,-122.0679,40.92,2.66,,,,0,0,4,1
21306,PALO ALTO 4 2,Bay Area,138,1.01747,140.411,-69.26,37.4902,-122.0679,,,,,,0,0,4,1
21307,MORAGA 1,Bay Area,138,1.01667,140.301,-68.61,37.7767,-122.1416,27.41,6.64,,,,0,0,4,1
21308,LAFAYETTE 1 1,Bay Area,138,1.01093,139.508,-67.64,37.847,-122.0649,24.18,2.88,,,,0,0,4,1
21309,FREMONT 1 1,Bay Area,138,1.00168,138.232,-71.28,37.4542,-122.0524,30.73,8.25,,,,0,0,4,1
21310,FREMONT 1 2,Bay Area,138,1.00183,138.253,-71.27,37.4542,-122.0524,,,,,,0,0,4,1
21311,FREMONT 1 3,Bay Area,138,1.00168,138.232,-71.28,37.4542,-122.0524,,,,,,0,0,4,1
21312,FREMONT 2 1,Bay Area,138,1.02232,141.081,-68.2,37.5197,-122.0964,30.73,7.93,,,,0,0,4,1
21313,FREMONT 2 2,Bay Area,138,1.02249,141.104,-68.18,37.5197,-122.0964,,,,,,0,0,4,1
21314,LOS ALTOS 2 1,Bay Area,138,0.99814,137.743,-70.82,37.2923,-122.0186,40.29,14.02,,,,0,0,4,1
21315,MOUNTAIN VIEW 1 1,Bay Area,138,0.99416,137.194,-71.64,37.3674,-122.1098,29.7,7.62,,,,0,0,4,1
21316,MOUNTAIN VIEW 2 1,Bay Area,138,0.98969,136.578,-72.59,37.3101,-122.137,29.7,0.04,,,,0,0,4,1
21317,HAYWARD 3 1,Bay Area,138,1.0139,139.919,-68.1,37.6978,-122.1456,55.47,15.05,,,,0,0,4,1
21318,HAYWARD 4 1,Bay Area,138,1.00485,138.67,-68.37,37.6649,-122.0146,55.47,13.2,,,,0,0,4,1
21319,CUPERTINO 1 1,Bay Area,138,0.99784,137.702,-71.48,37.4055,-122.0556,,,,,,0,0,4,1
21320,CUPERTINO 1 2,Bay Area,138,0.99763,137.673,-71.52,37.4055,-122.0556,54.65,4.82,,,,0,0,4,1
21321,CUPERTINO 1 3,Bay Area,138,0.99805,137.731,-71.45,37.4055,-122.0556,,,,,,0,0,4,1
21322,CUPERTINO 2 1,Bay Area,138,0.98868,136.439,-72.84,37.2992,-122.1499,54.65,8.34,,,,0,0,4,1
21323,WINTERS 1,Bay Area,138,1.00951,139.312,-66.47,38.528,-122.0316,16.48,5.86,,,,0,0,4,1
21324,WINTERS 2,Bay Area,138,1.00961,139.326,-66.46,38.528,-122.0316,,,,,,0,0,4,1
21325,CASTRO VALLEY 1 1,Bay Area,138,1.00281,138.388,-68.07,37.7857,-122.0318,37.99,14.65,,,,0,0,4,1
21326,CASTRO VALLEY 2 1,Bay Area,345,1.01819,351.274,-64.3,37.7542,-122.0994,,,,,,0,0,4,1
21327,CASTRO VALLEY 2 2,Bay Area,138,1.01087,139.501,-67.5,37.7542,-122.0994,73.1,24.3,,,,0,0,4,1
21328,CASTRO VALLEY 2 3,Bay Area,13.8,1.00712,13.898,-70.31,37.7542,-122.0994,,,,,,0,0,4,1
21329,CASTRO VALLEY 2 4,Bay Area,1,1.00712,1.007,-70.31,37.7542,-122.0994,,,,,,0,0,4,1
21330,PLEASANT HILL 1 1,Bay Area,138,1.00808,139.116,-66.71,37.9213,-121.9781,30.21,11.59,,,,0,0,4,1
21331,PLEASANT HILL 2 1,Bay Area,138,1.01314,139.813,-66.26,38.0147,-122.0423,30.21,16.11,,,,0,0,4,1
21332,MOUNTAIN VIEW 3 1,Bay Area,138,0.9933,137.076,-71.8,37.3979,-122.1527,23.93,7.11,,,,0,0,4,1
21333,WALNUT CREEK 1 1,Bay Area,138,1.01163,139.605,-67.89,37.8727,-122.1008,36.5,6.46,,,,0,0,4,1
21334,MOUNTAIN VIEW 4 1,Bay Area,138,0.9984,137.78,-71.9,37.4528,-122.1049,25.52,2.94,,,,0,0,4,1
21335,MOUNTAIN VIEW 5 1,Bay Area,138,1.00262,138.362,-70.99,37.4199,-122.0385,25.52,4.17,,,,0,0,4,1
21336,WALNUT CREEK 2 1,Bay Area,138,1.01612,140.225,-68.67,37.8134,-122.1338,29.94,5.38,,,,0,0,4,1
21337,SANTA CRUZ 3 1,Bay Area,138,1.00631,138.871,-68.75,37.0632,-122.1275,,,,,,0,0,4,1
21338,SANTA CRUZ 3 2,Bay Area,138,1.00624,138.861,-68.75,37.0632,-122.1275,13.2,3.29,,,,0,0,4,1
21339,HAYWARD 5 1,Bay Area,345,1.01533,350.289,-64.98,37.5495,-122.0893,,,,,,0,0,4,1
21340,HAYWARD 5 2,Bay Area,138,1.02494,141.441,-67.88,37.5495,-122.0893,65.72,20.45,,,,0,0,4,1
21341,HAYWARD 6 1,Bay Area,138,1.02426,141.348,-67.46,37.6188,-122.0854,,,,,,0,0,4,1
21342,HAYWARD 6 2,Bay Area,138,1.02381,141.286,-67.5,37.6188,-122.0854,65.72,23.03,,,,0,0,4,1
21343,SARATOGA 1 1,Bay Area,138,1.00032,138.044,-70.59,37.2793,-121.9871,,,,,,0,0,4,1
21344,SARATOGA 1 2,Bay Area,138,1.0002,138.028,-70.61,37.2793,-121.9871,27.56,3.94,,,,0,0,4,1
21345,SARATOGA 2 1,Bay Area,138,0.99463,137.258,-71.31,37.2943,-122.0763,27.56,12.69,,,,0,0,4,1
21346,SARATOGA 2 2,Bay Area,138,0.99483,137.287,-71.29,37.2943,-122.0763,,,,,,0,0,4,1
21347,CONCORD 1 1,Bay Area,138,1.01082,139.493,-67.57,37.9864,-122.131,,,,,,0,0,4,1
21348,CONCORD 1 2,Bay Area,138,1.01067,139.472,-67.59,37.9864,-122.131,33.49,5.38,,,,0,0,4,1
21349,CONCORD 1 3,Bay Area,138,1.01097,139.513,-67.55,37.9864,-122.131,,,,,,0,0,4,1
21350,CONCORD 1 4,Bay Area,138,1.01082,139.493,-67.57,37.9864,-122.131,,,,,,0,0,4,1
21351,CONCORD 2 1,Bay Area,138,1.01049,139.447,-68.03,37.9138,-122.1039,33.49,10.3,,,,0,0,4,1
21352,WALNUT CREEK 3 1,Bay Area,138,1.00904,139.247,-68.29,37.9384,-122.132,36.07,10.1,,,,0,0,4,1
21353,WALNUT CREEK 3 2,Bay Area,138,1.00922,139.273,-68.27,37.9384,-122.132,,,,,,0,0,4,1
21354,HAYWARD 7 1,Bay Area,138,1.02784,141.841,-67.08,37.5855,-122.0808,22.89,4.18,,,,0,0,4,1
21355,SUNNYVALE 1 1,Bay Area,138,1.00905,139.248,-70.49,37.3503,-122.0104,,,,,,0,0,4,1
21356,SUNNYVALE 1 2,Bay Area,138,1.00885,139.222,-70.52,37.3503,-122.0104,48.86,6.16,,,,0,0,4,1
21357,SUNNYVALE 2 1,Bay Area,138,0.99441,137.229,-71.34,37.3078,-122.0726,,,,,,0,0,4,1
21358,SUNNYVALE 2 2,Bay Area,138,0.9941,137.186,-71.37,37.3078,-122.0726,48.86,15.48,,,,0,0,4,1
21359,NEWARK 1 1,Bay Area,138,1.02122,140.928,-68.35,37.5209,-122.0693,38.32,3.53,,,,0,0,4,1
21360,NEWARK 2 1,Bay Area,138,1.02328,141.213,-67.95,37.5547,-122.1061,38.32,6.09,,,,0,0,4,1
21361,NEWARK 2 2,Bay Area,138,1.02343,141.233,-67.93,37.5547,-122.1061,,,,,,0,0,4,1
21362,SUNNYVALE 3 1,Bay Area,138,1.00051,138.071,-70.57,37.2778,-121.9401,42.73,13.79,,,,0,0,4,1
21363,SUNNYVALE 3 2,Bay Area,138,1.00077,138.107,-70.54,37.2778,-121.9401,,,,,,0,0,4,1
21364,SUNNYVALE 4 1,Bay Area,138,1.02828,141.902,-70.44,37.3989,-121.9362,41.13,5.45,,,,0,0,4,1
21365,VACAVILLE 1 1,Bay Area,138,1.0152,140.097,-65.43,38.3834,-121.9604,,,,,,0,0,4,1
21366,VACAVILLE 1 2,Bay Area,138,1.0151,140.084,-65.45,38.3834,-121.9604,30.94,1.15,,,,0,0,4,1
21367,VACAVILLE 2 1,Bay Area,138,1.01492,140.059,-65.42,38.4075,-121.9604,30.94,14.1,,,,0,0,4,1
21368,CONCORD 3 1,Bay Area,138,1.0082,139.132,-66.82,37.8997,-121.9491,24.1,12.22,,,,0,0,4,1
21369,CONCORD 4 1,Bay Area,138,1.01062,139.466,-67.17,37.9783,-122.0558,24.1,6.11,,,,0,0,4,1
21370,CONCORD 4 2,Bay Area,138,1.01074,139.483,-67.16,37.9783,-122.0558,,,,,,0,0,4,1
21371,CASTRO VALLEY 3 1,Bay Area,138,1.00265,138.366,-68.12,37.7722,-122.0421,26.02,14.87,,,,0,0,4,1
21372,ALAMO 1 1,Bay Area,138,1.00633,138.874,-67.55,37.857,-121.9735,26.8,5.7,,,26.33,0,0,4,1
21373,UNION CITY 1 1,Bay Area,345,1.0042,346.447,-65.52,37.6356,-121.9416,,,,,70.59,0,0,4,1
21374,UNION CITY 1 2,Bay Area,138,1.01981,140.733,-69,37.6356,-121.9416,62.56,38.93,,,,0,0,4,1
21375,UNION CITY 2 1,Bay Area,138,1.0113,139.559,-68.5,37.6733,-121.9232,64.23,4.82,,,,0,0,4,1
21376,SUNNYVALE 5 1,Bay Area,138,0.99684,137.564,-71.1,37.2937,-122.0451,,,,,,0,0,4,1
21377,SUNNYVALE 5 2,Bay Area,138,0.99662,137.534,-71.13,37.2937,-122.0451,38.24,12.06,,,,0,0,4,1
21378,SUNNYVALE 5 3,Bay Area,138,0.99705,137.593,-71.08,37.2937,-122.0451,,,,,,0,0,4,1
21379,SUNNYVALE 6 1,Bay Area,138,1.01306,139.803,-70.03,37.4587,-121.9166,34.64,7.53,,,,0,0,4,1
21380,SCOTTS VALLEY 1,Bay Area,138,1.0381,143.257,-70.31,37.0795,-121.942,,,,,127.16,0,0,4,1
21381,SCOTTS VALLEY 2,Bay Area,138,1.03797,143.24,-70.32,37.0795,-121.942,26.55,6.76,,,,0,0,4,1
21382,CONCORD 5 1,Bay Area,345,1.01564,350.397,-64.19,37.8908,-122.0834,,,,,,0,0,4,1
21383,CONCORD 5 2,Bay Area,138,1.01306,139.802,-67.37,37.8908,-122.0834,,,,,,0,0,4,1
21384,CONCORD 5 3,Bay Area,345,1.01535,350.295,-64.23,37.8908,-122.0834,56.45,11.77,,,,0,0,4,1
21385,FAIRFIELD 3 1,Bay Area,345,1.0205,352.073,-63.45,38.3463,-121.9703,,,,,,0,0,4,1
21386,FAIRFIELD 3 2,Bay Area,138,1.01747,140.411,-65.28,38.3463,-121.9703,6.83,3.15,,,,0,0,4,1
21387,FAIRFIELD 3 3,Bay Area,345,1.02019,351.966,-63.49,38.3463,-121.9703,62.35,16,,,,0,0,4,1
21388,FAIRFIELD 4 1,Bay Area,345,1.0195,351.728,-63.73,38.1946,-122.0234,,,,,,0,0,4,1
21389,FAIRFIELD 4 2,Bay Area,138,1.02448,141.378,-65.31,38.1946,-122.0234,62.35,0.79,,,,0,0,4,1
21390,SAN JOSE 1 1,Bay Area,138,1.00998,139.378,-70.3,37.3912,-121.9703,38.82,14.94,,,,0,0,4,1
21391,SAN JOSE 2 1,Bay Area,138,1.00316,138.436,-70.79,37.3199,-121.9875,34.85,13.56,,,,0,0,4,1
21392,WALNUT CREEK 4 1,Bay Area,138,1.00516,138.712,-67.75,37.8256,-121.9614,,,,,,0,0,4,1
21393,WALNUT CREEK 4 2,Bay Area,138,1.005,138.69,-67.77,37.8256,-121.9614,23.24,8.97,,,,0,0,4,1
21394,DANVILLE 1 1,Bay Area,138,1.00407,138.562,-68.12,37.7918,-121.9923,,,,,,0,0,4,1
21395,DANVILLE 1 2,Bay Area,138,1.0039,138.539,-68.14,37.7918,-121.9923,27.99,8.89,,,,0,0,4,1
21396,DANVILLE 2 1,Bay Area,138,1.01024,139.414,-66.96,37.8366,-121.9074,27.99,6.18,,,,0,0,4,1
21397,SANTA CRUZ 4 1,Bay Area,138,1.02282,141.149,-68.49,36.9777,-122.0537,32.76,3.53,,,,0,0,4,1
21398,SANTA CRUZ 5 1,Bay Area,345,1.01374,349.741,-65.13,36.9251,-121.858,,,,,,0,0,4,1
21399,SANTA CRUZ 5 2,Bay Area,138,1.02256,141.113,-67.95,36.9251,-121.858,,,,,,0,0,4,1
21400,SANTA CRUZ 5 3,Bay Area,345,1.01356,349.679,-65.16,36.9251,-121.858,46.38,7.21,,,,0,0,4,1
21401,SAN JOSE 3 1,Bay Area,138,0.99611,137.464,-70.97,37.1906,-122.0853,,,,,,0,0,4,1
21402,SAN JOSE 3 2,Bay Area,138,0.99622,137.479,-70.95,37.1906,-122.0853,,,,,,0,0,4,1
21403,SAN JOSE 3 3,Bay Area,138,0.996,137.448,-70.98,37.1906,-122.0853,25.04,4.4,,,,0,0,4,1
21404,LOS GATOS 1 1,Bay Area,138,1.0014,138.193,-69.84,37.1191,-122.0521,29.45,8.91,,,,0,0,4,1
21405,SANTA CLARA 1 1,Bay Area,345,1.00825,347.847,-66.15,37.4371,-122.0127,,,,,,0,0,4,1
21406,SANTA CLARA 1 2,Bay Area,138,1.00774,139.067,-70.4,37.4371,-122.0127,48.89,1.09,,,,0,0,4,1
21407,SANTA CLARA 1 3,Bay Area,13.8,1.00848,13.917,-71.47,37.4371,-122.0127,,,,,,0,0,4,1
21408,SANTA CLARA 1 4,Bay Area,1,1.00848,1.008,-71.47,37.4371,-122.0127,,,,,,0,0,4,1
21409,SANTA CLARA 2 1,Bay Area,345,1.00296,346.021,-67.69,37.2799,-121.9967,,,,,,0,0,4,1
21410,SANTA CLARA 2 2,Bay Area,138,0.9993,137.903,-70.63,37.2799,-121.9967,48.89,20.41,,,,0,0,4,1
21411,SANTA CLARA 2 3,Bay Area,13.8,1.00093,13.813,-69.06,37.2799,-121.9967,,,,,,0,0,4,1
21412,SANTA CLARA 2 4,Bay Area,1,1.00093,1.001,-69.06,37.2799,-121.9967,,,,,,0,0,4,1
21413,SANTA CRUZ 6 1,Bay Area,138,1.02683,141.703,-70.11,37.1069,-121.977,,,,,,0,0,4,1
21414,SANTA CRUZ 6 2,Bay Area,138,1.02674,141.69,-70.12,37.1069,-121.977,14.6,5.31,,,,0,0,4,1
21415,LOS GATOS 2 1,Bay Area,138,1.01059,139.462,-70.2,37.2282,-121.8923,23.02,3.44,,,,0,0,4,1
21416,FREMONT 3 1,Bay Area,138,1.02169,140.993,-68.26,37.5271,-122.0158,61.91,3.71,,,,0,0,4,1
21417,FREMONT 3 2,Bay Area,138,1.02189,141.021,-68.22,37.5271,-122.0158,,,,,,0,0,4,1
21418,FREMONT 4 1,Bay Area,138,1.01167,139.61,-70.26,37.5664,-121.945,61.91,9.76,,,,0,0,4,1
21419,SAN RAMON 1 1,Bay Area,138,1.01091,139.506,-67.61,37.7209,-121.9372,31.37,8.92,,,,0,0,4,1
21420,SAN RAMON 2 1,Bay Area,138,1.00391,138.539,-68.07,37.7542,-122.0281,,,,,,0,0,4,1
21421,SAN RAMON 2 2,Bay Area,138,1.00377,138.52,-68.09,37.7542,-122.0281,31.37,6.34,,,,0,0,4,1
21422,SANTA CLARA 3 1,Bay Area,138,1.00894,139.234,-70.5,37.3768,-122.0087,,,,,,0,0,4,1
21423,SANTA CLARA 3 2,Bay Area,138,1.00879,139.213,-70.52,37.3768,-122.0087,42.06,5.54,,,,0,0,4,1
21424,SANTA CLARA 3 3,Bay Area,138,1.00912,139.258,-70.47,37.3768,-122.0087,,,,,,0,0,4,1
21425,SANTA CLARA 3 4,Bay Area,138,1.00894,139.234,-70.5,37.3768,-122.0087,,,,,,0,0,4,1
21426,FREMONT 5 1,Bay Area,138,1.02977,142.108,-70.33,37.4224,-121.9475,,,,,,0,0,4,1
21427,FREMONT 5 2,Bay Area,138,1.02945,142.064,-70.36,37.4224,-121.9475,55.03,18.56,,,,0,0,4,1
21428,FREMONT 5 3,Bay Area,138,1.03009,142.152,-70.3,37.4224,-121.9475,,,,,,0,0,4,1
21429,FREMONT 6 1,Bay Area,138,1.0135,139.864,-70.19,37.4457,-121.9781,55.03,17.79,,,,0,0,4,1
21430,SAN JOSE 4 1,Bay Area,138,0.99845,137.787,-71.05,37.2977,-122.0317,27.06,2.27,,,,0,0,4,1
21431,SAN JOSE 5 1,Bay Area,138,1.02045,140.822,-70.43,37.2308,-121.868,27.06,3.74,,,,0,0,4,1
21432,CONCORD 6 1,Bay Area,138,1.01616,140.23,-66.17,37.9498,-121.9145,37.12,5.73,,,,0,0,4,1
21433,CONCORD 7 1,Bay Area,138,1.01866,140.575,-65.75,37.9843,-121.9034,37.12,15.35,,,,0,0,4,1
21434,CAMPBELL 1 1,Bay Area,138,0.99959,137.943,-70.51,37.2439,-122.0134,,,,,,0,0,4,1
21435,CAMPBELL 1 2,Bay Area,138,0.99932,137.906,-70.53,37.2439,-122.0134,40.73,14.11,,,,0,0,4,1
21436,CAMPBELL 2 1,Bay Area,138,1.01526,140.106,-70.23,37.1935,-121.9368,40.73,19.37,,,,0,0,4,1
