fbus,tbus,r,x,b,rateA,rateB,rateC,ratio,angle,status,angmin,angmax,Pf,Qf,Pt,Qt,mu_Sf,mu_St,mu_angmin,mu_angmax
20026,23017,0,19.97551403,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20026,21129,0,5.517336746,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20026,21140,0,4.074149356,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20026,21646,0,2.090830824,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20026,21596,0,1.691115791,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20026,21497,0,3.727024983,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20026,21165,0,4.872674905,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20026,21182,0,6.113156798,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20026,21121,0,3.727619381,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20026,21108,0,2.827791723,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20026,21131,0,20.37582052,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20026,20238,0,3.608857547,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20026,20487,0,0.886319214,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20026,20439,0,1.440482157,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20026,20428,0,1.258193838,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20026,20390,0,0.457462363,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20026,20299,0,1.045511862,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20026,30390,0,2.805599381,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20026,23377,0,7.504010795,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20026,23417,0,12.17419017,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20026,30076,0,15.11573102,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20026,30001,0,4.422224266,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20026,21681,0,6.243652646,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20026,23168,0,19.45777132,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20238,23230,0,9.184399682,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20238,23099,0,1.511321171,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20238,23017,0,6.99099609,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20238,21129,0,3.815770935,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20238,21140,0,2.690666658,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20238,21646,0,1.259888855,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20238,21596,0,0.91654992,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20238,21497,0,1.691949563,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20238,21165,0,2.807366073,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20238,21182,0,3.889843376,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20238,21121,0,3.0218533,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20238,21108,0,1.87218944,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20238,20487,0,1.231667897,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20238,26163,0,11.63001381,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20238,26157,0,14.62970429,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20238,26145,0,19.08641129,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20238,20439,0,0.381977736,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20238,20428,0,0.468858327,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20238,26133,0,17.2235759,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20238,20390,0,0.676634671,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20238,26051,0,10.38312977,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20238,20299,0,1.036780746,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20238,30390,0,0.6151012,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20238,25289,0,19.11758816,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20238,23377,0,2.210503046,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20238,23417,0,2.70025751,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20238,30076,0,0.941362902,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20238,30001,0,0.468057316,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20238,21681,0,3.192706693,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20238,23168,0,4.615086964,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20299,23230,0,8.201073493,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20299,23099,0,0.597880267,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20299,23017,0,2.351358256,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20299,21129,0,0.983287636,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20299,21140,0,0.491545874,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20299,21646,0,0.168811449,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20299,21596,0,0.10976135,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20299,21497,0,0.357348357,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20299,21165,0,0.538367658,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20299,21182,0,0.798705012,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20299,21121,0,0.651420355,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20299,21108,0,0.439393928,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20299,21131,0,6.080578588,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20299,20487,0,0.299882605,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20299,26163,0,9.433069418,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20299,26157,0,11.90345873,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20299,26145,0,15.25680828,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20299,20439,0,0.440826788,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20299,20428,0,0.27652258,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20299,26133,0,13.27616046,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20299,20390,0,0.3595395,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20299,26051,0,8.380554457,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20299,30390,0,0.846567246,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20299,25289,0,18.40030178,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20299,23377,0,1.079189292,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20299,23417,0,3.436726082,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20299,30076,0,3.811907691,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20299,30001,0,1.450581094,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20299,21681,0,0.746212655,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20299,23168,0,3.874251133,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20390,23230,0,5.437839496,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20390,23099,0,0.750630105,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20390,23017,0,3.251724681,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20390,21129,0,1.362996326,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20390,21140,0,0.879520356,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20390,21646,0,0.360847173,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20390,21596,0,0.292791772,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20390,21497,0,0.650942402,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20390,21165,0,0.992853423,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20390,21182,0,1.359366581,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20390,21121,0,0.921088099,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20390,21108,0,0.67555211,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20390,21131,0,5.858345035,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20390,26197,0,15.45956647,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20390,20487,0,0.131397783,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20390,26163,0,6.802134396,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20390,26157,0,8.55709163,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20390,26145,0,11.15994878,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20390,20439,0,0.17710832,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20390,20428,0,0.147803788,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20390,26133,0,10.03288704,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20390,26051,0,6.075411616,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20390,30390,0,0.350561902,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20390,25289,0,11.09444722,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20390,23377,0,1.15394447,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20390,23417,0,1.548750617,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20390,30076,0,2.402002142,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20390,30001,0,0.80516974,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20390,25904,0,16.00973455,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20390,21681,0,1.283237403,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20390,23168,0,2.805664834,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20428,23230,0,2.879642851,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20428,23099,0,0.342805495,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20428,23017,0,1.646991714,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20428,21129,0,1.01605775,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20428,21140,0,0.570942832,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20428,21646,0,0.215208266,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20428,21596,0,0.146096994,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20428,21497,0,0.325572585,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20428,21165,0,0.613633671,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20428,21182,0,0.907970054,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20428,21121,0,0.716045967,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20428,21108,0,0.483790921,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20428,74104,0,15.14217413,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20428,21131,0,6.019898347,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20428,50024,0,18.75559505,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20428,26197,0,8.268133221,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20428,20487,0,0.260516731,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20428,26163,0,3.598084258,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20428,26157,0,4.527314994,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20428,26145,0,5.893623844,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20428,20439,0,0.098220153,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20428,26133,0,5.283902018,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20428,26061,0,13.32508402,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20428,26051,0,3.212170251,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20428,74001,0,21.2093266,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20428,25829,0,17.63556385,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20428,30390,0,0.195289296,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20428,25289,0,5.977566048,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20428,23377,0,0.587542105,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20428,23417,0,0.855572607,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20428,25268,0,12.19560057,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20428,30076,0,1.433988005,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20428,30001,0,0.622290921,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20428,25904,0,8.541039685,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20428,21681,0,0.779759388,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20428,23168,0,1.451913923,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20439,23230,0,1.901944296,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20439,23099,0,0.429997693,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20439,23017,0,1.79906067,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20439,21129,0,1.642948831,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20439,21140,0,0.991983122,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20439,21646,0,0.400712165,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20439,21596,0,0.280905622,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20439,21497,0,0.522291933,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20439,21165,0,1.064263323,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20439,21182,0,1.527787988,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20439,21121,0,1.186920511,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20439,21108,0,0.78386096,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20439,74104,0,8.215087322,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20439,21131,0,9.324140641,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20439,50024,0,10.10491384,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20439,50007,0,18.71457005,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20439,26197,0,5.317689289,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20439,20487,0,0.385844941,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20439,26163,0,2.497036769,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20439,26157,0,3.13466576,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20439,26145,0,4.123832607,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20439,26133,0,3.765013975,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20439,25490,0,16.17582979,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20439,26061,0,8.124237178,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20439,26051,0,2.240385025,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20439,74001,0,12.10796176,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20439,26012,0,16.06577716,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20439,25096,0,16.71499691,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20439,25829,0,11.66054416,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20439,25439,0,17.69536594,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20439,30390,0,0.099805028,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20439,25289,0,3.666858672,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20439,23377,0,0.521983457,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20439,23417,0,0.453502755,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20439,25268,0,7.519378586,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20439,30076,0,0.957743401,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20439,30001,0,0.437211495,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20439,30098,0,20.28049743,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20439,25904,0,5.584949019,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20439,50385,0,17.67257559,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20439,21681,0,1.316046269,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20439,23168,0,1.048782744,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20487,23230,0,8.334463747,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20487,23099,0,0.59283786,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20487,23017,0,2.103010204,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20487,21129,0,0.449147033,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20487,21140,0,0.297336394,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20487,21646,0,0.114729792,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20487,21596,0,0.120564528,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20487,21497,0,0.306662842,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20487,21165,0,0.351783013,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20487,21182,0,0.475995793,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20487,21121,0,0.279776192,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20487,21108,0,0.237137459,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20487,21131,0,1.553582535,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20487,26163,0,9.680233148,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20487,26157,0,12.20715504,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20487,26145,0,15.61971076,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20487,26133,0,13.52134832,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20487,26051,0,8.622196569,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20487,30390,0,0.755304188,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20487,25289,0,18.18221966,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20487,23377,0,1.02420465,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20487,23417,0,3.153013156,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20487,30076,0,4.374134781,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20487,30001,0,1.651505286,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20487,21681,0,0.480015109,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
20487,23168,0,4.068875317,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21108,23230,0,11.32210515,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21108,23099,0,0.652474125,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21108,23017,0,1.458276744,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21108,21129,0,0.099196525,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21108,21140,0,0.08296402,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21108,21646,0,0.224723865,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21108,21596,0,0.202169147,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21108,21497,0,0.204260251,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21108,21165,0,0.237410775,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21108,21182,0,0.045635486,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21108,21121,0,0.084054883,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21108,21131,0,0.425067602,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21108,26163,0,12.0892282,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21108,26157,0,15.27557756,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21108,26145,0,19.16880568,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21108,26133,0,15.95625366,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21108,26051,0,10.75995803,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21108,30390,0,1.503804794,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21108,23377,0,0.921680324,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21108,23417,0,5.79418262,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21108,30076,0,6.824719177,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21108,30001,0,2.736553473,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21108,21681,0,0.580807777,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21108,23168,0,5.520151092,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21121,23230,0,18.11811377,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21121,23099,0,0.983816481,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21121,23017,0,2.788206215,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21121,21129,0,0.340647947,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21121,21140,0,0.136491118,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21121,21646,0,0.289035354,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21121,21596,0,0.266238563,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21121,21497,0,0.380232616,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21121,21165,0,0.320078767,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21121,21182,0,0.064880165,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21121,21131,0,0.013232696,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21121,26163,0,19.73777206,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21121,26051,0,17.56294769,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21121,30390,0,2.286933376,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21121,23377,0,1.597276716,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21121,23417,0,8.90326488,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21121,30076,0,10.89650476,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21121,30001,0,4.422605321,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21121,21681,0,0.747976843,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21121,23168,0,8.703521066,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21129,23099,0,1.499809735,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21129,23017,0,4.359748586,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21129,21140,0,0.290791879,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
21129,21646,0,0.459746153,0,99999,99999,99999,1,0,1,-360,360,0,0,0,0,0,0,0,0
