TSMachine,MargCost $/MWh,MVABase,MWMax,BusNum,FuelType,BusName,ID,Status,MW,Mvar,VoltSet,AGC,AVR,MWMin,MvarMin,MvarMax,CostModel,PartFact,Fuel Cost $/MBTU,Heat Rate MBTU/MWh
,0,171,144,50433,WND (Wind),EVANSTON 2 5,1,Closed,127.66,-20.74,1.03684,NO,YES,58.61,-20.74,30.67,Cubic,144,0,
,0,265.56,212.17,20491,SUN (Solar),MIDDLETOWN 6 8,1,Closed,127.29,0,1.0391,NO,YES,45.41,0,0,Cubic,212.17,0,
GENSAL,0,232.79,193.67,13671,WAT (Water),CASCADE LOCKS 6,1,Closed,126.43,-9.49,1.01968,NO,YES,73.84,-9.49,74.37,Cubic,193.67,0,
GENSAL,0,175.05,150,60746,WAT (Water),GEORGETOWN 9,1,Closed,124.58,14.47,1.02508,NO,YES,61.96,-7.35,57.6,Cubic,150,0,
GENSAL,0,177.26,157.5,20544,WAT (Water),DOBBINS 3,1,Closed,124.18,-7.72,1.02797,NO,YES,32.31,-7.72,60.48,Cubic,157.5,0,
GENSAL,0,125.79,124.17,13526,WAT (Water),MADRAS 2 4,1,Closed,124.17,-6.08,1.03974,NO,YES,41.73,-6.08,47.68,Cubic,124.17,0,
GENSAL,0,147.93,135,10944,WAT (Water),KAHLOTUS 4,1,Closed,123.26,-6.62,1.02,NO,YES,64.35,-6.62,51.84,Cubic,135,0,
GENROU,20.99,224.41,186.17,30299,NG (Natural Gas),LAS VEGAS 69 5,1,Closed,122.6,34.43,1.02312,YES,YES,20.43,-20.66,94.76,Cubic,186.17,4.268,4.917994377
GENROU,29.76,309.88,277.33,70127,BIT (Bituminous Coal),KEMMERER 2 6,1,Closed,121.1,-33.83,1.01499,YES,YES,117.04,-33.83,129.24,Cubic,277.33,3.619,8.223266096
GENROU,22.13,284.95,283.5,30317,BIT (Bituminous Coal),VALMY 5,1,Closed,120.83,71.94,1.02508,YES,YES,116.68,-34.59,132.11,Cubic,283.5,2.691,8.223708658
GENSAL,0,188.08,159.27,10687,WAT (Water),MATTAWA 2 8,1,Closed,120.63,58.95,1.04645,NO,YES,39.99,-7.8,61.16,Cubic,159.27,0,
GENROU,19.84,154.18,121,40829,NG (Natural Gas),CHANDLER 14 11,1,Closed,120.51,11.32,1.02214,YES,YES,22.68,-13.43,61.59,Cubic,121,4.108,4.829600779
GENROU,19.97,155.42,121,40826,NG (Natural Gas),CHANDLER 14 8,1,Closed,120.51,11.32,1.02214,YES,YES,21.41,-13.43,61.59,Cubic,121,4.135,4.829504232
GENROU,21.07,139.62,121,40828,NG (Natural Gas),CHANDLER 14 10,1,Closed,120.51,11.32,1.02214,YES,YES,25.62,-13.43,61.59,Cubic,121,4.364,4.828139322
GENROU,20.97,155.19,121,40827,NG (Natural Gas),CHANDLER 14 9,1,Closed,120.51,11.32,1.02214,YES,YES,47.47,-13.43,61.59,Cubic,121,4.344,4.827348066
GENROU,20.18,142.34,121,40825,NG (Natural Gas),CHANDLER 14 7,1,Closed,120.51,11.32,1.02214,YES,YES,53.7,-13.43,61.59,Cubic,121,4.178,4.830062231
,0,180.55,162,26089,WND (Wind),WELDON 3,1,Closed,120.31,-23.33,1.02704,NO,YES,29.47,-23.33,34.51,Cubic,162,0,
,0,206.81,149.9,13518,WND (Wind),WASCO 2 3,1,Closed,119.83,-21.59,1.02527,NO,YES,72.53,-21.59,31.93,Cubic,149.9,0,
GENSAL,0,157.74,133,20314,WAT (Water),CAMINO 7,1,Closed,119.27,51.07,1.03684,NO,YES,57.03,-6.52,51.07,Cubic,133,0,
,0,165.81,140,40849,SUN (Solar),GILA BEND 4 3,1,Closed,119.09,0,1.0331,NO,YES,50.46,0,0,Cubic,140,0,
GENSAL,0,155.33,119,20393,WAT (Water),REDDING 8 7,1,Closed,119,-5.83,1.02508,NO,YES,16.23,-5.83,45.7,Cubic,119,0,
,0,176.74,150,25868,WND (Wind),MOJAVE 2 5,1,Closed,119,31.95,1.03184,NO,YES,44.12,-21.6,31.95,Cubic,150,0,
GENSAL,0,194.09,135,10945,WAT (Water),KAHLOTUS 5,1,Closed,118.78,-6.62,1.02,NO,YES,53.74,-6.62,51.84,Cubic,135,0,
GENSAL,0,153.95,135,10884,WAT (Water),DAYTON 3 11,1,Closed,118.13,-6.62,1.00883,NO,YES,60.45,-6.62,51.84,Cubic,135,0,
GENSAL,0,151.3,133.33,74278,WAT (Water),AHSAHKA 7,1,Closed,117.94,29.03,1.041,NO,YES,37.33,-6.53,51.2,Cubic,133.33,0,
,0,138.09,117.18,26146,SUN (Solar),SANTA MARGARITA 2 5,1,Closed,117.18,0,1.0342,NO,YES,40.94,0,0,Cubic,117.18,0,
GENROU,21.59,239.81,229.47,23512,NG (Natural Gas),JEAN 2 8,1,Closed,116.53,16.42,1.02606,YES,YES,113.17,-25.47,116.8,Cubic,229.47,4.344,4.970073665
GENROU,21.11,237.86,218.13,41009,NG (Natural Gas),LAKE HAVASU CITY 4 4,1,Closed,116.48,21.08,1.0241,YES,YES,43.38,-24.21,111.03,Cubic,218.13,4.26,4.955399061
GENSAL,0,246.02,170.87,10912,WAT (Water),BEVERLY 8,1,Closed,116.3,-8.37,1.01321,NO,YES,66.97,-8.37,65.61,Cubic,170.87,0,
,0,148.44,115.9,40702,SUN (Solar),DATELAND 1 5,1,Closed,115.9,0,1.01303,NO,YES,17.51,0,0,Cubic,115.9,0,
GENSAL,0,208.55,173.23,30455,WAT (Water),BUNKERVILLE 2 7,1,Closed,115.71,66.52,1.045,NO,YES,65.21,-8.49,66.52,Cubic,173.23,0,
GENSAL,0,179.31,130.5,13599,WAT (Water),OXBOW 2 6,1,Closed,115.67,50.11,1.02,NO,YES,41.63,-6.39,50.11,Cubic,130.5,0,
GENSAL,0,202.81,170.87,10908,WAT (Water),BEVERLY 4,1,Closed,115.41,-8.37,1.01321,NO,YES,73.52,-8.37,65.61,Cubic,170.87,0,
GENROU,15.65,132.93,115.7,77286,BIT (Bituminous Coal),HARDIN 3 5,1,Closed,115.23,-3.94,1.02116,YES,YES,36.52,-14.12,53.92,Cubic,115.7,1.906,8.210912907
GENROU,20.37,145.02,115,30461,NG (Natural Gas),YERINGTON 2 4,1,Closed,114.53,58.53,1.03067,YES,YES,24.61,-12.76,58.53,Cubic,115,4.23,4.815602837
GENROU,20.19,115,115,30460,NG (Natural Gas),YERINGTON 2 3,1,Closed,114.53,58.53,1.03067,YES,YES,43.41,-12.76,58.53,Cubic,115,4.192,4.816316794
,0,133.03,117.18,26147,SUN (Solar),SANTA MARGARITA 2 6,1,Closed,114.33,0,1.0342,NO,YES,53.98,0,0,Cubic,117.18,0,
,0,250.77,199,26158,SUN (Solar),TUPMAN 2 7,1,Closed,114.12,0,1.0143,NO,YES,37.6,0,0,Cubic,199,0,
GENROU,27.77,603.17,483.7,70121,BIT (Bituminous Coal),WRIGHT 2 5,1,Closed,113.47,-59.01,1.02312,YES,YES,106.38,-59.01,225.4,Cubic,483.7,3.383,8.208690511
GENSAL,0,167.68,139.5,23293,WAT (Water),AUBERRY 1 3,1,Closed,113.37,-6.84,1.02704,NO,YES,48.54,-6.84,53.57,Cubic,139.5,0,
GENROU,20.72,119.84,113.6,40943,NG (Natural Gas),TEMPE 10 5,1,Closed,113.14,21.8,1.02528,YES,YES,42.45,-12.61,57.82,Cubic,113.6,4.306,4.811890386
GENROU,21.54,270.87,236,40758,NG (Natural Gas),MOHAVE VALLEY 2 8,1,Closed,112.59,-26.2,1.02341,YES,YES,109.13,-26.2,120.12,Cubic,236,4.329,4.975744976
GENSAL,0,148.42,112.5,10919,WAT (Water),ROCKPORT 3 4,1,Closed,112.5,-5.51,1.02018,NO,YES,33.96,-5.51,43.2,Cubic,112.5,0,
,0,205.84,150,25867,WND (Wind),MOJAVE 2 4,1,Closed,111.8,31.95,1.03184,NO,YES,56.67,-21.6,31.95,Cubic,150,0,
GENROU,15.1,128.07,112.03,21703,NG (Natural Gas),TRACY 4 4,1,Closed,111.58,1.94,1.01626,YES,YES,21.21,-12.44,57.02,Cubic,112.03,3.139,4.810449188
GENROU,18.47,123.94,112.03,21702,NG (Natural Gas),TRACY 4 3,1,Closed,111.58,1.94,1.01626,YES,YES,16.05,-12.44,57.02,Cubic,112.03,3.841,4.808643582
GENROU,18.79,124.97,112.03,21704,NG (Natural Gas),TRACY 4 5,1,Closed,111.57,1.94,1.01626,YES,YES,22.65,-12.44,57.02,Cubic,112.03,3.907,4.809316611
GENSAL,0,209,150,10865,WAT (Water),SILVER CREEK 2 4,1,Closed,110.96,57.6,1.047,NO,YES,54.61,-7.35,57.6,Cubic,150,0,
,0,183.52,138,26234,WND (Wind),MOJAVE 16 2,1,Closed,110.94,-19.87,1.01228,NO,YES,45.17,-19.87,29.39,Cubic,138,0,
,0,196.42,150,21681,WND (Wind),BIRDS LANDING 3 3,1,Closed,110.83,31.95,1.06087,NO,YES,54.79,-21.6,31.95,Cubic,150,0,
GENROU,17.94,136.58,110.4,40855,BIT (Bituminous Coal),TUCSON 50 5,1,Closed,109.95,51.45,1.03328,YES,YES,53.76,-13.47,51.45,Cubic,110.4,2.187,8.203017833
GENROU,18.12,124.23,110.4,40856,BIT (Bituminous Coal),TUCSON 50 6,1,Closed,109.95,51.45,1.03328,YES,YES,27.87,-13.47,51.45,Cubic,110.4,2.209,8.2028067
GENROU,19.03,156.31,110.4,40857,BIT (Bituminous Coal),TUCSON 50 7,1,Closed,109.95,51.45,1.03328,YES,YES,19.53,-13.47,51.45,Cubic,110.4,2.32,8.202586207
GENSAL,0,201.28,159.27,10688,WAT (Water),MATTAWA 2 9,1,Closed,109.93,58.95,1.04645,NO,YES,19.93,-7.8,61.16,Cubic,159.27,0,
,0,132.89,120,25968,WND (Wind),TEHACHAPI 5 3,1,Closed,109.85,19.83,1.03415,NO,YES,27.65,-17.28,25.56,Cubic,120,0,
GENSAL,0,177,135,10880,WAT (Water),DAYTON 3 7,1,Closed,109.22,-6.62,1.00883,NO,YES,52.88,-6.62,51.84,Cubic,135,0,
GENSAL,0,200.23,135,10947,WAT (Water),KAHLOTUS 7,1,Closed,109.12,-6.62,1.02,NO,YES,40.81,-6.62,51.84,Cubic,135,0,
,0,134.12,128.9,29022,SUN (Solar),CALEXICO 5 2,1,Closed,108.98,0,1.03658,NO,YES,50.88,0,0,Cubic,128.9,0,
,0,206.77,150,26047,WND (Wind),MOJAVE 12 2,1,Closed,108.59,7.19,1.036,NO,YES,35.67,-21.6,31.95,Cubic,150,0,
GENROU,20.65,136.21,108.2,26182,NG (Natural Gas),LONG BEACH 28 12,1,Closed,107.76,-12.01,1.01998,YES,YES,31.36,-12.01,55.07,Cubic,108.2,4.3,4.802325581
GENROU,18.66,129.53,108.2,26181,NG (Natural Gas),LONG BEACH 28 11,1,Closed,107.76,-12.01,1.01998,YES,YES,30.35,-12.01,55.07,Cubic,108.2,3.885,4.803088803
GENROU,17.64,153.97,108.2,26183,NG (Natural Gas),LONG BEACH 28 13,1,Closed,107.76,-12.01,1.01998,YES,YES,22.23,-12.01,55.07,Cubic,108.2,3.673,4.802613667
GENROU,18.78,114.24,108.2,26180,NG (Natural Gas),LONG BEACH 28 10,1,Closed,107.76,-12.01,1.01998,YES,YES,49.84,-12.01,55.07,Cubic,108.2,3.912,4.800613497
GENROU,18.06,122.45,108.2,26178,NG (Natural Gas),LONG BEACH 28 8,1,Closed,107.76,-12.01,1.01998,YES,YES,13.94,-12.01,55.07,Cubic,108.2,3.761,4.801914384
GENROU,17.72,122.66,108.2,26179,NG (Natural Gas),LONG BEACH 28 9,1,Closed,107.76,-12.01,1.01998,YES,YES,43.48,-12.01,55.07,Cubic,108.2,3.69,4.802168022
GENROU,21.33,206.81,183.53,40801,NG (Natural Gas),PHOENIX 73 8,1,Closed,107.62,-5.92,1.02704,YES,YES,85.28,-20.37,93.42,Cubic,183.53,4.352,4.901194853
GENROU,17.93,155.58,108,23290,NG (Natural Gas),SAN JOAQUIN 1 7,1,Closed,107.56,0.12,1.02214,YES,YES,25.2,-11.99,54.97,Cubic,108,3.736,4.799250535
GENROU,17.02,136.92,108,23288,NG (Natural Gas),SAN JOAQUIN 1 5,1,Closed,107.56,0.12,1.02214,YES,YES,22.16,-11.99,54.97,Cubic,108,3.545,4.80112835
GENROU,16.63,128.62,108,23289,NG (Natural Gas),SAN JOAQUIN 1 6,1,Closed,107.56,0.12,1.02214,YES,YES,16.94,-11.99,54.97,Cubic,108,3.464,4.800808314
GENROU,20.32,131.81,108,23287,NG (Natural Gas),SAN JOAQUIN 1 4,1,Closed,107.56,0.12,1.02214,YES,YES,51.21,-11.99,54.97,Cubic,108,4.232,4.801512287
GENSAL,0,138.51,107,77225,WAT (Water),HUNGRY HORSE 5,1,Closed,107,17.46,1.01724,NO,YES,48.42,-5.24,41.09,Cubic,107,0,
GENSAL,0,154.9,129,11080,WAT (Water),PATEROS 7,1,Closed,106.47,-6.32,1.01424,NO,YES,52.27,-6.32,49.54,Cubic,129,0,
GENSAL,0,152.07,135,10831,WAT (Water),POMEROY 1 8,1,Closed,106.15,-6.62,1.02312,NO,YES,45.8,-6.62,51.84,Cubic,135,0,
GENSAL,0,137.85,117.08,74256,WAT (Water),CAMBRIDGE 7,1,Closed,105.82,-0.07,1.0143,NO,YES,45.08,-5.74,44.96,Cubic,117.08,0,
GENROU,18.62,126.63,106,53241,NG (Natural Gas),SUNLAND PARK 2 4,1,Closed,105.57,53.95,1.04414,YES,YES,20.11,-11.77,53.95,Cubic,106,3.881,4.797732543
,0,131.75,105.3,11060,WND (Wind),DAYTON 5 5,1,Closed,105.3,22.43,1.03907,NO,YES,49.15,-15.16,22.43,Cubic,105.3,0,
,0,119.42,105.3,11061,WND (Wind),DAYTON 5 6,1,Closed,105.3,22.43,1.03907,NO,YES,51.13,-15.16,22.43,Cubic,105.3,0,
GENSAL,0,115.76,104.9,10724,WAT (Water),WENATCHEE 4 8,1,Closed,104.9,40.28,1.0448,NO,YES,11.53,-5.14,40.28,Cubic,104.9,0,
GENROU,26.12,300.24,277.33,70126,BIT (Bituminous Coal),KEMMERER 2 5,1,Closed,104.66,-33.83,1.01499,YES,YES,100.6,-33.83,129.24,Cubic,277.33,3.188,8.193224592
GENROU,21.86,221,221,40908,NG (Natural Gas),GILBERT 12 11,1,Closed,104.6,34.14,1.02116,YES,YES,101.36,-24.53,112.49,Cubic,221,4.416,4.950181159
GENROU,17.56,120.75,104.67,80093,NG (Natural Gas),EL PASO 37 8,1,Closed,104.24,21.02,1.02214,YES,YES,26.42,-11.62,53.28,Cubic,104.67,3.662,4.795193883
GENROU,19.49,135.58,104.67,80092,NG (Natural Gas),EL PASO 37 7,1,Closed,104.24,21.02,1.02214,YES,YES,38.4,-11.62,53.28,Cubic,104.67,4.065,4.794587946
GENROU,18.35,153.12,104.67,80094,NG (Natural Gas),EL PASO 37 9,1,Closed,104.24,21.02,1.02214,YES,YES,13.12,-11.62,53.28,Cubic,104.67,3.827,4.794878495
GENROU,16.44,111,104.67,80096,NG (Natural Gas),EL PASO 37 11,1,Closed,104.24,21.02,1.02214,YES,YES,23.76,-11.62,53.28,Cubic,104.67,3.43,4.793002915
GENROU,18.05,120.22,104.67,80095,NG (Natural Gas),EL PASO 37 10,1,Closed,104.24,21.02,1.02214,YES,YES,52.08,-11.62,53.28,Cubic,104.67,3.766,4.792883696
GENROU,16.08,141.5,104.67,80091,NG (Natural Gas),EL PASO 37 6,1,Closed,104.24,21.02,1.02214,YES,YES,36.18,-11.62,53.28,Cubic,104.67,3.354,4.794275492
GENROU,19.11,104.39,104.3,50418,BIT (Bituminous Coal),HELPER 2 5,1,Closed,103.88,-12.72,1.01822,YES,YES,38.32,-12.72,48.6,Cubic,104.3,2.333,8.191170167
GENROU,16.55,142.9,104.3,50419,BIT (Bituminous Coal),HELPER 2 6,1,Closed,103.88,-12.72,1.01822,YES,YES,11.58,-12.72,48.6,Cubic,104.3,2.02,8.193069307
GENSAL,0,187.87,150,10864,WAT (Water),SILVER CREEK 2 3,1,Closed,103.61,57.6,1.047,NO,YES,48.02,-7.35,57.6,Cubic,150,0,
GENROU,17.91,120.78,103.9,23435,NG (Natural Gas),LODI 6 5,1,Closed,103.48,-9.82,1.02442,YES,YES,12.12,-11.53,52.89,Cubic,103.9,3.738,4.791332263
,0,174.4,140,28720,SUN (Solar),HINKLEY 1 4,1,Closed,103.47,0,1.0284,NO,YES,54.9,0,0,Cubic,140,0,
,0,189.83,151.7,25852,WND (Wind),ROSAMOND 3 3,1,Closed,103.16,32.31,1.043,NO,YES,24.96,-21.84,32.31,Cubic,151.7,0,
,0,130.63,103,13590,WND (Wind),ARLINGTON 6 2,1,Closed,103,-14.83,1.0239,NO,YES,38.88,-14.83,21.94,Cubic,103,0,
GENROU,32.03,604.83,570,70174,BIT (Bituminous Coal),WHEATLAND 2 5,1,Closed,102.92,39.12,1.05154,YES,YES,94.56,-69.54,265.62,Cubic,570,3.911,8.189721299
GENROU,21.24,248.61,216.97,60688,NG (Natural Gas),PLATTEVILLE 2 7,1,Closed,102.52,32.79,1.02312,YES,YES,99.34,-24.08,110.44,Cubic,216.98,4.297,4.942983477
GENROU,20.92,266.68,206.33,40886,NG (Natural Gas),GILA BEND 5 4,1,Closed,102.22,-22.9,1.01528,YES,YES,27.77,-22.9,105.02,Cubic,206.33,4.244,4.92931197
GENROU,21.35,236,236,40756,NG (Natural Gas),MOHAVE VALLEY 2 6,1,Closed,102.1,-26.2,1.02341,YES,YES,98.64,-26.2,120.12,Cubic,236,4.298,4.96742671
GENSAL,0,148.12,129,11077,WAT (Water),PATEROS 4,1,Closed,100.99,-6.32,1.01424,NO,YES,55.07,-6.32,49.54,Cubic,129,0,
GENROU,13.22,137.93,101.36,60893,BIT (Bituminous Coal),WELLINGTON 4 10,1,Closed,100.95,38.28,1.0241,YES,YES,11.13,-12.37,47.23,Cubic,101.36,1.614,8.190830235
GENROU,15.3,113.18,101.36,60892,BIT (Bituminous Coal),WELLINGTON 4 9,1,Closed,100.95,38.28,1.0241,YES,YES,46.87,-12.37,47.23,Cubic,101.36,1.869,8.186195827
GENROU,10.49,125.59,101.36,60895,BIT (Bituminous Coal),WELLINGTON 4 12,1,Closed,100.95,38.28,1.0241,YES,YES,33.98,-12.37,47.23,Cubic,101.36,1.281,8.18891491
GENROU,13.74,101.36,101.36,60896,BIT (Bituminous Coal),WELLINGTON 4 13,1,Closed,100.95,38.28,1.0241,YES,YES,30.92,-12.37,47.23,Cubic,101.36,1.678,8.188319428
GENROU,13.45,118.18,101.36,60894,BIT (Bituminous Coal),WELLINGTON 4 11,1,Closed,100.95,38.28,1.0241,YES,YES,36.9,-12.37,47.23,Cubic,101.36,1.642,8.191230207
,0,112.55,100.5,13468,WND (Wind),ARLINGTON 4 2,1,Closed,100.5,-14.47,1.03419,NO,YES,28.36,-14.47,21.41,Cubic,100.5,0,
GENSAL,0,118.86,100.5,10847,WAT (Water),BURBANK 2 4,1,Closed,100.5,-4.92,1.00298,NO,YES,13.03,-4.92,38.59,Cubic,100.5,0,
GENROU,20.79,117.3,100.83,40892,NG (Natural Gas),CHANDLER 16 3,1,Closed,100.42,26.84,1.02312,YES,YES,44.24,-11.19,51.32,Cubic,100.83,4.345,4.784810127
GENROU,20.9,119.05,100.83,40897,NG (Natural Gas),CHANDLER 16 8,1,Closed,100.42,26.84,1.02312,YES,YES,32.43,-11.19,51.32,Cubic,100.83,4.366,4.78699038
GENROU,19.87,116.17,100.83,40893,NG (Natural Gas),CHANDLER 16 4,1,Closed,100.42,26.84,1.02312,YES,YES,23.02,-11.19,51.32,Cubic,100.83,4.152,4.785645472
GENROU,18.82,111.77,100.83,40895,NG (Natural Gas),CHANDLER 16 6,1,Closed,100.42,26.84,1.02312,YES,YES,14.14,-11.19,51.32,Cubic,100.83,3.932,4.78636826
GENROU,19.27,111.95,100.83,40894,NG (Natural Gas),CHANDLER 16 5,1,Closed,100.42,26.84,1.02312,YES,YES,37.03,-11.19,51.32,Cubic,100.83,4.027,4.785199901
GENROU,21.16,131.26,100.83,40896,NG (Natural Gas),CHANDLER 16 7,1,Closed,100.42,26.84,1.02312,YES,YES,35.23,-11.19,51.32,Cubic,100.83,4.422,4.785165084
,0,175.27,119.7,74280,WND (Wind),IDAHO FALLS 9 2,1,Closed,100.14,25.5,1.045,NO,YES,36.77,-17.24,25.5,Cubic,119.7,0,
,0,123.72,100,53270,WND (Wind),WILLARD 2 1,1,Closed,100,21.3,1.038,NO,YES,38.3,-14.4,21.3,Cubic,100,0,
GENROU,16,118.89,100.2,23446,NG (Natural Gas),TURLOCK 5 5,1,Closed,99.79,51,1.0337,YES,YES,42.34,-11.12,51,Cubic,100.2,3.344,4.784688995
GENROU,18.2,135.93,100.2,23445,NG (Natural Gas),TURLOCK 5 4,1,Closed,99.79,51,1.0337,YES,YES,17.86,-11.12,51,Cubic,100.2,3.803,4.785695504
GENROU,17.97,115.69,100.2,23447,NG (Natural Gas),TURLOCK 5 6,1,Closed,99.79,51,1.0337,YES,YES,16.54,-11.12,51,Cubic,100.2,3.755,4.785619174
GENROU,21.19,214.43,206.33,40889,NG (Natural Gas),GILA BEND 5 7,1,Closed,99.64,-22.9,1.01528,YES,YES,96.62,-22.9,105.02,Cubic,206.33,4.301,4.926761218
GENSAL,0,185.54,170.87,10910,WAT (Water),BEVERLY 6,1,Closed,99.62,-8.37,1.01321,NO,YES,60.54,-8.37,65.61,Cubic,170.87,0,
GENROU,18.9,101.23,100,25876,NG (Natural Gas),LA PUENTE 5 1,2,Closed,99.59,50.9,1.02165,YES,YES,22.42,-11.1,50.9,Cubic,100,4.02,4.701492537
GENROU,18.39,137.24,100,25876,NG (Natural Gas),LA PUENTE 5 1,3,Closed,99.59,50.9,1.02165,YES,YES,18.92,-11.1,50.9,Cubic,100,4.02,4.574626866
GENROU,19.27,141.9,100,25876,NG (Natural Gas),LA PUENTE 5 1,4,Closed,99.59,50.9,1.02165,YES,YES,41.51,-11.1,50.9,Cubic,100,4.02,4.793532338
GENROU,20.4,124.31,100,60792,NG (Natural Gas),PUEBLO 13 8,1,Closed,99.59,50.9,1.02508,YES,YES,36.82,-11.1,50.9,Cubic,100,4.265,4.783118406
GENROU,16.84,143.84,100,25876,NG (Natural Gas),LA PUENTE 5 1,5,Closed,99.59,50.9,1.02165,YES,YES,31.44,-11.1,50.9,Cubic,100,4.02,4.189054726
GENROU,19.23,129.97,100,25876,NG (Natural Gas),LA PUENTE 5 1,1,Closed,99.59,50.9,1.02165,YES,YES,38.13,-11.1,50.9,Cubic,100,4.02,4.78358209
GENSAL,0,100.5,100.5,10852,WAT (Water),BURBANK 2 9,1,Closed,99.06,-4.92,1.00298,NO,YES,45.3,-4.92,38.59,Cubic,100.5,0,
,0,123.85,98.7,13458,WND (Wind),ARLINGTON 3 1,1,Closed,98.7,-14.21,1.04,NO,YES,36.75,-14.21,21.02,Cubic,98.7,0,
GENSAL,0,164.44,129,11082,WAT (Water),PATEROS 9,1,Closed,98.22,-6.32,1.01424,NO,YES,20.54,-6.32,49.54,Cubic,129,0,
GENSAL,0,109.15,97.7,20443,WAT (Water),OROVILLE 5 8,1,Closed,97.7,-4.79,1.02018,NO,YES,20.38,-4.79,37.52,Cubic,97.7,0,
GENSAL,0,107.61,97.7,20442,WAT (Water),OROVILLE 5 7,1,Closed,97.7,-4.79,1.02018,NO,YES,11.4,-4.79,37.52,Cubic,97.7,0,
,0,168.9,136.3,10981,WND (Wind),ELLENSBURG 4 3,1,Closed,97.59,20.38,1.04386,NO,YES,48.87,-19.63,29.03,Cubic,136.3,0,
GENROU,16.41,108.33,97.7,13645,NG (Natural Gas),CLATSKANIE 4 1,6,Closed,97.3,-10.84,1.0192,YES,YES,19.63,-10.84,49.73,Cubic,97.7,3.709,4.424373146
GENROU,14.78,97.7,97.7,13645,NG (Natural Gas),CLATSKANIE 4 1,5,Closed,97.3,-10.84,1.0192,YES,YES,33.99,-10.84,49.73,Cubic,97.7,3.709,3.984901591
GENROU,16.38,100.11,97.7,13645,NG (Natural Gas),CLATSKANIE 4 1,4,Closed,97.3,-10.84,1.0192,YES,YES,20.29,-10.84,49.73,Cubic,97.7,3.709,4.416284713
GENROU,17.73,103.74,97.7,13645,NG (Natural Gas),CLATSKANIE 4 1,1,Closed,97.3,-10.84,1.0192,YES,YES,16.02,-10.84,49.73,Cubic,97.7,3.709,4.780264222
GENROU,15.45,113.77,97.7,13645,NG (Natural Gas),CLATSKANIE 4 1,3,Closed,97.3,-10.84,1.0192,YES,YES,37.6,-10.84,49.73,Cubic,97.7,3.709,4.165543273
GENSAL,0,216.22,165.08,13480,WAT (Water),UMATILLA 2 11,1,Closed,96.69,-8.09,1.01724,NO,YES,55.04,-8.09,63.39,Cubic,165.08,0,
GENROU,30.34,438.06,402.3,70134,BIT (Bituminous Coal),GILLETTE 5 3,1,Closed,96.09,21.22,1.02606,YES,YES,90.19,-49.08,187.47,Cubic,402.3,3.709,8.180102453
GENROU,20.86,98.05,96.47,30412,NG (Natural Gas),LAS VEGAS 74 14,1,Closed,96.07,30.44,1.02606,YES,YES,45.21,-10.71,49.1,Cubic,96.47,4.366,4.777828676
GENROU,18.7,136.78,96.47,30410,NG (Natural Gas),LAS VEGAS 74 12,1,Closed,96.07,30.44,1.02606,YES,YES,16.45,-10.71,49.1,Cubic,96.47,3.914,4.777721002
GENROU,20.71,104.92,96.47,30411,NG (Natural Gas),LAS VEGAS 74 13,1,Closed,96.07,30.44,1.02606,YES,YES,22.8,-10.71,49.1,Cubic,96.47,4.337,4.775190224
GENROU,20.7,135.36,96.47,30415,NG (Natural Gas),LAS VEGAS 74 17,1,Closed,96.07,30.44,1.02606,YES,YES,13.87,-10.71,49.1,Cubic,96.47,4.334,4.776188279
,0,125.4,117.18,26148,SUN (Solar),SANTA MARGARITA 2 7,1,Closed,95.92,0,1.0342,NO,YES,55.34,0,0,Cubic,117.18,0,
,0,135.25,115.9,40700,SUN (Solar),DATELAND 1 3,1,Closed,95.91,0,1.01303,NO,YES,40.91,0,0,Cubic,115.9,0,
,0,103.8,95.9,10978,WND (Wind),KENNEWICK 6 5,1,Closed,95.9,12.94,1.03998,NO,YES,19.41,-13.81,20.43,Cubic,95.9,0,
GENSAL,0,148.41,117,20439,WAT (Water),OROVILLE 5 4,1,Closed,95.83,-5.73,1.02018,NO,YES,42.58,-5.73,44.93,Cubic,117,0,
GENSAL,0,127.23,95,23493,WAT (Water),NORTH FORK 2 1,2,Closed,95,36.48,1.04,NO,YES,45.98,-4.65,36.48,Cubic,95,0,
GENSAL,0,111.02,95,23493,WAT (Water),NORTH FORK 2 1,1,Closed,95,36.48,1.04,NO,YES,18.78,-4.65,36.48,Cubic,95,0,
GENROU,14.88,125.95,95.17,11031,NG (Natural Gas),FERNDALE 2 5,1,Closed,94.78,-10.56,1.01626,YES,YES,16.13,-10.56,48.44,Cubic,95.17,3.116,4.775353017
GENROU,15.9,118.26,95.17,11033,NG (Natural Gas),FERNDALE 2 7,1,Closed,94.78,-10.56,1.01626,YES,YES,21.44,-10.56,48.44,Cubic,95.17,3.331,4.773341339
GENROU,16.63,114.43,95.17,11032,NG (Natural Gas),FERNDALE 2 6,1,Closed,94.78,-10.56,1.01626,YES,YES,22.8,-10.56,48.44,Cubic,95.17,3.484,4.773249139
GENROU,17.67,125.63,95,80098,NG (Natural Gas),EL PASO 37 13,1,Closed,94.61,21.02,1.02214,YES,YES,41.36,-10.54,48.36,Cubic,95,3.702,4.773095624
GENROU,15.48,97.01,95,80099,NG (Natural Gas),EL PASO 37 14,1,Closed,94.61,21.02,1.02214,YES,YES,39.82,-10.54,48.36,Cubic,95,3.242,4.774830352
