Gen
BusNum,BusName,AreaName,ID,Status,AGC,MW,MWMin,MWMax,CostModel,FixedCostInd,FixedCostDep,CubicB,CubicC,CubicD,FuelCost,VariableOM,FuelType,UnitType,CostShift,CostMultiplier,BidMW:0,BidMWHr:0,BidMW:1,BidMWHr:1,BidMW:2,BidMWHr:2,BidMW:3,BidMWHr:3,BidMW:4,BidMWHr:4,BidMW:5,BidMWHr:5,BidMW:6,BidMWHr:6,BidMW:7,BidMWHr:7,BidMW:8,BidMWHr:8,BidMW:9,BidMWHr:9,BidMW:10,BidMWHr:10,BidMW:11,BidMWHr:11,BidMW:12,BidMWHr:12,BidMW:13,BidMWHr:13,BidMW:14,BidMWHr:14,BidMW:15,BidMWHr:15,BidMW:16,BidMWHr:16,BidMW:17,BidMWHr:17,BidMW:18,BidMWHr:18,BidMW:19,BidMWHr:19
20509,SACRAMENTO 36 2,Northern California,1,Open,YES,0.00,11.28,44.00,Cubic,666.00,0.00,4.630,0.0004,0.00000,4.330,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20509,SACRAMENTO 36 2,Northern California,2,Closed,YES,49.60,10.95,49.80,Cubic,674.70,0.00,4.638,0.0004,0.00000,3.829,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,10.95,17.80,18.72,17.82,26.49,17.85,34.26,17.87,42.03,17.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20509,SACRAMENTO 36 2,Northern California,3,Closed,YES,49.60,10.77,49.80,Cubic,674.70,0.00,4.638,0.0004,0.00000,3.968,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,10.77,18.45,18.58,18.47,26.38,18.50,34.19,18.52,41.99,18.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20509,SACRAMENTO 36 2,Northern California,4,Open,YES,0.00,17.86,49.80,Cubic,674.70,0.00,4.638,0.0004,0.00000,4.073,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20515,LINCOLN 3 2,Northern California,1,Closed,NO,20.11,4.60,27.90,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,SUN (Solar),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20516,LINCOLN 3 3,Northern California,1,Closed,NO,16.77,7.24,19.20,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,SUN (Solar),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20516,LINCOLN 3 3,Northern California,2,Closed,NO,8.39,1.98,9.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,SUN (Solar),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20517,LINCOLN 3 4,Northern California,1,Closed,NO,6.64,1.62,9.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,SUN (Solar),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20519,OROVILLE 6 1,Northern California,1,Open,NO,0.00,5.08,27.50,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WAT (Water),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20519,OROVILLE 6 1,Northern California,2,Closed,NO,27.50,10.71,27.50,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WAT (Water),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20519,OROVILLE 6 1,Northern California,3,Closed,NO,20.41,11.65,27.50,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WAT (Water),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20519,OROVILLE 6 1,Northern California,4,Open,NO,0.00,12.92,32.60,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WAT (Water),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20521,FORBESTOWN 2 2,Northern California,1,Open,NO,0.00,5.80,41.90,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WAT (Water),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20523,SACRAMENTO 37 1,Northern California,1,Closed,YES,86.60,24.17,86.95,Cubic,730.42,0.00,4.688,0.0004,0.00000,3.444,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,24.17,16.23,36.73,16.26,49.28,16.30,61.84,16.33,74.39,16.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20523,SACRAMENTO 37 1,Northern California,2,Closed,YES,86.60,37.74,86.95,Cubic,730.42,0.00,4.688,0.0004,0.00000,3.391,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,37.74,16.01,47.58,16.04,57.42,16.06,67.27,16.09,77.11,16.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20525,BURNEY 4 1,Northern California,1,Closed,NO,28.11,11.79,34.60,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WAT (Water),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20526,BURNEY 4 2,Northern California,1,Closed,NO,8.56,4.10,10.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WAT (Water),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20526,BURNEY 4 2,Northern California,2,Closed,NO,7.20,2.77,10.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WAT (Water),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20526,BURNEY 4 2,Northern California,3,Open,NO,0.00,6.98,29.90,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WAT (Water),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20526,BURNEY 4 2,Northern California,4,Closed,NO,21.01,8.06,34.60,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WAT (Water),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20528,RED BLUFF 3 1,Northern California,1,Open,YES,0.00,1.06,7.73,Cubic,611.60,0.00,4.582,0.0004,0.00000,3.744,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20528,RED BLUFF 3 1,Northern California,2,Open,YES,0.00,3.01,7.73,Cubic,611.60,0.00,4.582,0.0004,0.00000,4.038,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20528,RED BLUFF 3 1,Northern California,3,Closed,YES,7.70,3.57,7.73,Cubic,611.60,0.00,4.582,0.0004,0.00000,3.405,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,3.57,15.61,4.40,15.61,5.23,15.61,6.07,15.62,6.90,15.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20528,RED BLUFF 3 1,Northern California,4,Open,YES,0.00,0.89,7.73,Cubic,611.60,0.00,4.582,0.0004,0.00000,3.740,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20528,RED BLUFF 3 1,Northern California,5,Closed,YES,7.70,2.22,7.73,Cubic,611.60,0.00,4.582,0.0004,0.00000,3.567,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,2.22,16.35,3.32,16.35,4.43,16.36,5.53,16.36,6.63,16.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20528,RED BLUFF 3 1,Northern California,6,Closed,YES,7.70,2.95,7.73,Cubic,611.60,0.00,4.582,0.0004,0.00000,3.293,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,2.95,15.10,3.91,15.10,4.86,15.10,5.82,15.10,6.77,15.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20530,EUREKA 3 1,Northern California,1,Closed,YES,27.72,6.98,27.83,Cubic,641.75,0.00,4.608,0.0004,0.00000,3.824,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,6.98,17.65,11.15,17.66,15.32,17.68,19.49,17.69,23.66,17.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20530,EUREKA 3 1,Northern California,2,Open,YES,0.00,7.81,27.83,Cubic,641.75,0.00,4.608,0.0004,0.00000,4.188,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20531,EUREKA 3 2,Northern California,1,Closed,YES,27.72,10.18,27.83,Cubic,641.75,0.00,4.608,0.0004,0.00000,3.878,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,10.18,17.91,13.71,17.92,17.24,17.93,20.77,17.94,24.30,17.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20531,EUREKA 3 2,Northern California,2,Closed,YES,27.72,5.94,27.83,Cubic,641.75,0.00,4.608,0.0004,0.00000,3.807,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,5.94,17.57,10.32,17.58,14.70,17.60,19.08,17.61,23.45,17.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20531,EUREKA 3 2,Northern California,3,Closed,YES,27.72,11.82,27.83,Cubic,641.75,0.00,4.608,0.0004,0.00000,3.788,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,11.82,17.50,15.02,17.51,18.22,17.52,21.43,17.53,24.63,17.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20531,EUREKA 3 2,Northern California,4,Closed,YES,27.72,13.56,27.83,Cubic,641.75,0.00,4.608,0.0004,0.00000,3.964,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,13.56,18.31,16.41,18.32,19.27,18.33,22.12,18.34,24.98,18.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20534,ALTA 2 1,Northern California,1,Closed,NO,10.34,3.43,12.30,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WAT (Water),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20534,ALTA 2 1,Northern California,2,Open,NO,0.00,4.69,12.30,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WAT (Water),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20534,ALTA 2 1,Northern California,3,Closed,NO,12.30,3.22,12.30,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WAT (Water),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20534,ALTA 2 1,Northern California,4,Open,NO,0.00,5.70,12.30,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WAT (Water),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20536,BIG BEND 2 2,Northern California,1,Closed,NO,23.08,7.87,35.40,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WAT (Water),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20536,BIG BEND 2 2,Northern California,2,Closed,NO,15.96,4.98,35.40,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WAT (Water),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20537,BIG BEND 2 3,Northern California,1,Closed,NO,27.40,10.96,35.40,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WAT (Water),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20538,BIG BEND 2 4,Northern California,1,Closed,NO,35.40,11.62,35.40,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WAT (Water),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20540,POLLOCK PINES 6 2,Northern California,1,Closed,NO,61.74,38.50,80.80,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WAT (Water),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20541,POLLOCK PINES 6 3,Northern California,1,Closed,NO,60.20,13.19,80.80,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WAT (Water),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20544,DOBBINS 3,Northern California,1,Closed,NO,124.18,32.31,157.50,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WAT (Water),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20545,DOBBINS 4,Northern California,1,Open,NO,0.00,42.70,157.50,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WAT (Water),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21596,ANTIOCH 5 4,Bay Area,1,Closed,YES,206.16,26.10,207.00,Cubic,910.50,0.00,4.849,0.0004,0.00000,3.234,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,26.10,15.79,62.28,15.88,98.46,15.98,134.64,16.07,170.82,16.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21597,ANTIOCH 5 5,Bay Area,1,Closed,YES,206.16,34.16,207.00,Cubic,910.50,0.00,4.849,0.0004,0.00000,2.960,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,34.16,14.47,68.73,14.56,103.30,14.64,137.86,14.72,172.43,14.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21598,ANTIOCH 5 6,Bay Area,1,Closed,YES,206.16,83.87,207.00,Cubic,910.50,0.00,4.849,0.0004,0.00000,3.878,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,83.87,19.10,108.49,19.17,133.12,19.25,157.75,19.32,182.37,19.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21599,ANTIOCH 5 7,Bay Area,1,Closed,YES,206.16,22.84,207.00,Cubic,910.50,0.00,4.849,0.0004,0.00000,4.156,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,22.84,20.29,59.67,20.41,96.51,20.53,133.34,20.65,170.17,20.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21602,BIRDS LANDING 1 3,Bay Area,1,Closed,NO,57.05,23.57,57.05,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21603,BIRDS LANDING 1 4,Bay Area,1,Closed,NO,36.47,22.30,57.05,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21604,BIRDS LANDING 1 5,Bay Area,1,Closed,NO,38.97,18.63,57.05,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21605,BIRDS LANDING 1 6,Bay Area,1,Closed,NO,36.12,11.61,57.05,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21611,PITTSBURG 4 5,Bay Area,1,Closed,YES,234.92,25.85,235.88,Cubic,953.81,0.00,4.887,0.0004,0.00000,3.403,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,25.85,16.76,67.86,16.87,109.86,16.98,151.87,17.09,193.87,17.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21612,PITTSBURG 4 6,Bay Area,1,Closed,YES,234.92,97.33,235.88,Cubic,953.81,0.00,4.887,0.0004,0.00000,4.028,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,97.33,20.04,125.04,20.13,152.75,20.22,180.46,20.31,208.17,20.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21613,PITTSBURG 4 7,Bay Area,1,Closed,YES,234.92,32.64,235.88,Cubic,953.81,0.00,4.887,0.0004,0.00000,4.018,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,32.64,19.80,73.29,19.93,113.93,20.06,154.58,20.19,195.23,20.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21614,PITTSBURG 4 8,Bay Area,1,Open,YES,0.00,57.88,235.88,Cubic,953.81,0.00,4.887,0.0004,0.00000,4.227,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21617,LIVERMORE 5 3,Bay Area,1,Closed,NO,283.17,140.67,332.50,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21618,LIVERMORE 5 4,Bay Area,1,Closed,NO,16.22,7.02,24.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21619,LIVERMORE 5 5,Bay Area,1,Closed,NO,18.00,6.14,18.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21619,LIVERMORE 5 5,Bay Area,2,Open,NO,0.00,2.47,18.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21620,LIVERMORE 5 6,Bay Area,1,Closed,NO,10.90,1.53,10.90,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21620,LIVERMORE 5 6,Bay Area,2,Closed,NO,10.50,1.59,10.50,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,WND (Wind),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21623,ANTIOCH 6 3,Bay Area,1,Closed,YES,205.73,33.91,206.57,Cubic,909.85,0.00,4.848,0.0004,0.00000,3.477,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,33.91,17.00,68.44,17.09,102.97,17.19,137.51,17.28,172.04,17.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21624,ANTIOCH 6 4,Bay Area,1,Closed,YES,205.73,71.18,206.57,Cubic,909.85,0.00,4.848,0.0004,0.00000,3.843,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,71.18,18.89,98.26,18.97,125.34,19.05,152.41,19.14,179.49,19.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21625,ANTIOCH 6 5,Bay Area,1,Closed,YES,205.73,73.10,206.57,Cubic,909.85,0.00,4.848,0.0004,0.00000,3.369,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,73.10,16.56,99.79,16.64,126.49,16.71,153.18,16.78,179.87,16.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21627,SANTA CLARA 6 1,Bay Area,1,Closed,YES,51.12,8.40,51.33,Cubic,677.00,0.00,4.640,0.0004,0.00000,3.798,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,8.40,17.66,16.99,17.69,25.57,17.71,34.16,17.74,42.75,17.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21627,SANTA CLARA 6 1,Bay Area,2,Closed,YES,51.12,19.10,51.33,Cubic,677.00,0.00,4.640,0.0004,0.00000,4.174,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,19.10,19.44,25.54,19.46,31.99,19.49,38.44,19.51,44.89,19.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21627,SANTA CLARA 6 1,Bay Area,3,Closed,YES,51.12,10.26,51.33,Cubic,677.00,0.00,4.640,0.0004,0.00000,4.083,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,10.26,18.99,18.48,19.02,26.69,19.05,34.90,19.07,43.12,19.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21628,SANTA CLARA 6 2,Bay Area,1,Closed,YES,13.45,2.79,13.50,Cubic,620.25,0.00,4.589,0.0004,0.00000,3.501,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,2.79,16.08,4.94,16.08,7.08,16.09,9.22,16.10,11.36,16.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21628,SANTA CLARA 6 2,Bay Area,2,Open,YES,0.00,2.60,13.50,Cubic,620.25,0.00,4.589,0.0004,0.00000,4.089,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21631,SAN JOSE 45 2,Bay Area,1,Closed,YES,55.08,9.78,55.30,Cubic,237.47,0.00,8.017,0.0008,0.00000,2.440,0.000,BIT (Bituminous Coal),UN (Unknown),0.000,1.000,9.78,19.62,18.88,19.66,27.99,19.70,37.09,19.73,46.20,19.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21636,STANFORD 2 5,Bay Area,1,Closed,YES,26.29,4.22,26.40,Cubic,639.60,0.00,4.607,0.0004,0.00000,3.270,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,4.22,15.08,8.66,15.09,13.09,15.10,17.53,15.12,21.96,15.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21637,STANFORD 2 6,Bay Area,1,Closed,YES,26.29,10.70,26.40,Cubic,639.60,0.00,4.607,0.0004,0.00000,3.808,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,10.70,17.58,13.84,17.59,16.98,17.60,20.12,17.61,23.26,17.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21639,GILROY 3 1,Bay Area,1,Closed,YES,64.74,24.69,65.00,Cubic,697.50,0.00,4.658,0.0004,0.00000,4.170,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,24.69,19.52,32.75,19.55,40.82,19.57,48.88,19.60,56.94,19.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21639,GILROY 3 1,Bay Area,2,Open,YES,0.00,29.71,65.00,Cubic,697.50,0.00,4.658,0.0004,0.00000,4.303,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21646,PITTSBURG 5 6,Bay Area,1,Closed,YES,253.45,191.25,467.97,Cubic,1707.52,0.00,5.198,0.0004,0.00000,3.925,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,191.25,21.08,246.60,21.25,301.94,21.43,357.28,21.60,412.62,21.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21647,PITTSBURG 5 7,Bay Area,1,Closed,YES,466.07,74.01,467.97,Cubic,1707.52,0.00,5.198,0.0004,0.00000,3.589,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,74.01,18.98,152.80,19.20,231.59,19.42,310.39,19.65,389.18,19.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21648,PITTSBURG 5 8,Bay Area,1,Open,YES,0.00,203.00,467.97,Cubic,1707.52,0.00,5.198,0.0004,0.00000,4.388,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21651,PITTSBURG 6 3,Bay Area,1,Closed,YES,225.18,83.12,226.10,Cubic,939.15,0.00,4.874,0.0004,0.00000,3.731,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,83.12,18.47,111.72,18.55,140.31,18.64,168.91,18.72,197.50,18.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21652,PITTSBURG 6 4,Bay Area,1,Closed,YES,225.18,63.81,226.10,Cubic,939.15,0.00,4.874,0.0004,0.00000,3.627,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,63.81,17.91,96.27,18.00,128.73,18.09,161.18,18.18,193.64,18.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21653,PITTSBURG 6 5,Bay Area,1,Closed,YES,225.18,108.62,226.10,Cubic,939.15,0.00,4.874,0.0004,0.00000,3.513,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,108.62,17.46,132.12,17.52,155.61,17.59,179.11,17.65,202.60,17.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21654,RODEO 1 1,Bay Area,1,Open,NO,0.00,8.77,23.00,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,SUN (Solar),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21654,RODEO 1 1,Bay Area,2,Open,NO,0.00,8.44,27.30,Cubic,0.00,0.00,0.000,0.0000,0.00000,0.000,0.000,SUN (Solar),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21656,SUISUN CITY 3 2,Bay Area,1,Closed,YES,46.81,20.79,47.00,Cubic,670.50,0.00,4.634,0.0004,0.00000,3.686,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,20.79,17.15,26.03,17.16,31.28,17.18,36.52,17.19,41.76,17.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21656,SUISUN CITY 3 2,Bay Area,2,Closed,YES,46.81,6.92,47.00,Cubic,670.50,0.00,4.634,0.0004,0.00000,3.813,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,6.92,17.70,14.94,17.73,22.95,17.75,30.97,17.78,38.98,17.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21656,SUISUN CITY 3 2,Bay Area,3,Closed,YES,46.81,16.80,47.00,Cubic,670.50,0.00,4.634,0.0004,0.00000,3.656,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,16.80,17.00,22.84,17.02,28.88,17.03,34.92,17.05,40.96,17.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21662,BYRON 3,Bay Area,1,Open,YES,0.00,22.80,49.90,Cubic,674.85,0.00,4.638,0.0004,0.00000,4.320,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21662,BYRON 3,Bay Area,2,Closed,YES,49.70,12.39,49.90,Cubic,674.85,0.00,4.638,0.0004,0.00000,3.803,0.000,NG (Natural Gas),UN (Unknown),0.000,1.000,12.39,17.69,19.89,17.71,27.39,17.73,34.89,17.76,42.40,17.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
