Number,Name,Area Name,Nom kV,PU Volt,Volt (kV),Angle (Deg),Substation Latitude,Substation Longitude,Load MW,Load Mvar,Gen MW,Gen Mvar,Switched Shunts Mvar,Act G Shunt MW,Act B Shunt Mvar,Area Num,Zone Num
216071,PITTSBURG 4 1,Bay Area,345.0,1.02116,352.3,-62.56,38.0169,-121.8439,,,,,,0,0,4,1
216081,PITTSBURG 4 2,Bay Area,138.0,1.02025,140.794,-64.64,38.0169,-121.8439,,,,,,0,0,4,1
216091,PITTSBURG 4 3,Bay Area,13.8,1.02093,14.089,-67.15,38.0169,-121.8439,,,,,,0,0,4,1
216101,PITTSBURG 4 4,Bay Area,1.0,1.02093,1.021,-67.15,38.0169,-121.8439,,,,,,0,0,4,1
216111,PITTSBURG 4 5,Bay Area,13.8,0.98205,13.552,-60.56,38.0169,-121.8439,,,234.92,24.58,,0,0,4,1
216121,PITTSBURG 4 6,Bay Area,13.8,0.96737,13.35,-57.64,38.0169,-121.8439,,,234.92,24.58,,0,0,4,1
216131,PITTSBURG 4 7,Bay Area,18.0,0.97193,17.495,-59.11,38.0169,-121.8439,,,234.92,24.58,,0,0,4,1
216141,PITTSBURG 4 8,Bay Area,13.8,1.02116,14.092,-62.56,38.0169,-121.8439,,,0.0,0.0,,0,0,4,1
216151,LIVERMORE 5 1,Bay Area,345.0,1.01601,350.524,-63.97,37.7341,-121.6516,,,,,,0,0,4,1
216161,LIVERMORE 5 2,Bay Area,138.0,1.01223,139.688,-66.74,37.7341,-121.6516,,,,,,0,0,4,1
216171,LIVERMORE 5 3,Bay Area,13.8,0.99648,13.751,-61.29,37.7341,-121.6516,,,283.17,70.82,,0,0,4,1
216181,LIVERMORE 5 4,Bay Area,18.0,0.98815,17.787,-65.67,37.7341,-121.6516,,,16.22,5.11,,0,0,4,1
216191,LIVERMORE 5 5,Bay Area,13.8,0.99279,13.701,-63.56,37.7341,-121.6516,,,18.0,3.83,,0,0,4,1
216201,LIVERMORE 5 6,Bay Area,13.8,0.99405,13.718,-63.24,37.7341,-121.6516,,,21.4,4.56,,0,0,4,1
216211,ANTIOCH 6 1,Bay Area,345.0,1.0192,351.624,-62.22,38.0175,-121.7587,,,,,,0,0,4,1
216221,ANTIOCH 6 2,Bay Area,138.0,1.0196,140.705,-64.88,38.0175,-121.7587,,,,,,0,0,4,1
216231,ANTIOCH 6 3,Bay Area,13.8,1.01698,14.034,-58.84,38.0175,-121.7587,,,205.73,-4.42,,0,0,4,1
216241,ANTIOCH 6 4,Bay Area,13.8,1.01797,14.048,-59.57,38.0175,-121.7587,,,205.73,-4.42,,0,0,4,1
216251,ANTIOCH 6 5,Bay Area,13.8,1.01809,14.05,-59.93,38.0175,-121.7587,,,205.73,-4.42,,0,0,4,1
216261,ANTIOCH 6 6,Bay Area,345.0,1.01926,351.646,-62.48,38.0175,-121.7587,,,,,,0,0,4,1
216271,SANTA CLARA 6 1,Bay Area,345.0,1.00188,345.649,-66.77,37.3767,-121.9508,,,153.37,78.39,,0,0,4,1
216281,SANTA CLARA 6 2,Bay Area,138.0,1.01131,139.561,-70.06,37.3767,-121.9508,,,13.45,6.87,,0,0,4,1
216291,SANTA CLARA 6 3,Bay Area,345.0,1.00263,345.907,-66.69,37.3767,-121.9508,,,,,,0,0,4,1
216301,SAN JOSE 45 1,Bay Area,138.0,1.01376,139.899,-70.11,37.2444,-121.7963,,,,,,0,0,4,1
216311,SAN JOSE 45 2,Bay Area,13.8,1.03278,14.252,-67.9,37.2444,-121.7963,,,55.08,25.77,,0,0,4,1
216321,STANFORD 2 1,Bay Area,345.0,0.99849,344.478,-68.79,37.4298,-122.1763,,,,,,0,0,4,1
216331,STANFORD 2 2,Bay Area,138.0,0.99497,137.307,-71.83,37.4298,-122.1763,,,,,,0,0,4,1
216341,STANFORD 2 3,Bay Area,18.0,0.99467,17.904,-72.34,37.4298,-122.1763,,,,,,0,0,4,1
216351,STANFORD 2 4,Bay Area,1.0,0.99467,0.995,-72.34,37.4298,-122.1763,,,,,,0,0,4,1
216361,STANFORD 2 5,Bay Area,13.8,0.9692,13.375,-68.01,37.4298,-122.1763,,,26.29,13.44,,0,0,4,1
216371,STANFORD 2 6,Bay Area,13.8,1.00105,13.815,-69.16,37.4298,-122.1763,,,26.29,13.44,,0,0,4,1
216381,STANFORD 2 7,Bay Area,345.0,0.99881,344.59,-68.69,37.4298,-122.1763,,,,,,0,0,4,1
216391,GILROY 3 1,Bay Area,138.0,1.01626,140.244,-68.27,37.0001,-121.5367,,,64.74,22.63,,0,0,4,1
216401,GILROY 3 2,Bay Area,138.0,1.01587,140.19,-68.3,37.0001,-121.5367,,,,,,0,0,4,1
216411,PITTSBURG 5 1,Bay Area,765.0,1.02497,784.105,-60.48,38.0392,-121.8945,,,,,,0,0,4,1
216421,PITTSBURG 5 2,Bay Area,345.0,1.02148,352.41,-62.48,38.0392,-121.8945,,,,,,0,0,4,1
216431,PITTSBURG 5 3,Bay Area,138.0,1.01612,140.224,-65.41,38.0392,-121.8945,,,,,,0,0,4,1
216441,PITTSBURG 5 4,Bay Area,13.8,1.01606,14.022,-65.46,38.0392,-121.8945,,,,,,0,0,4,1
216451,PITTSBURG 5 5,Bay Area,1.0,1.01606,1.016,-65.46,38.0392,-121.8945,,,,,,0,0,4,1
216461,PITTSBURG 5 6,Bay Area,13.8,1.04577,14.432,-59.27,38.0392,-121.8945,,,253.45,238.2,,0,0,4,1
216471,PITTSBURG 5 7,Bay Area,13.8,1.04626,14.438,-58.12,38.0392,-121.8945,,,466.07,238.2,,0,0,4,1
216481,PITTSBURG 5 8,Bay Area,13.8,1.02497,14.145,-60.48,38.0392,-121.8945,,,0.0,0.0,,0,0,4,1
216491,PITTSBURG 6 1,Bay Area,345.0,1.02116,352.3,-62.65,38.0301,-121.873,,,,,,0,0,4,1
216501,PITTSBURG 6 2,Bay Area,138.0,1.02384,141.29,-65.04,38.0301,-121.873,,,,,,0,0,4,1
216511,PITTSBURG 6 3,Bay Area,13.8,1.01621,14.024,-61.11,38.0301,-121.873,,,225.18,63.23,,0,0,4,1
216521,PITTSBURG 6 4,Bay Area,13.8,1.01575,14.017,-59.9,38.0301,-121.873,,,225.18,63.23,,0,0,4,1
216531,PITTSBURG 6 5,Bay Area,22.0,1.01652,22.363,-59.65,38.0301,-121.873,,,225.18,63.23,,0,0,4,1
216541,RODEO 1 1,Bay Area,138.0,1.01103,139.522,-68.14,38.0181,-122.2344,,,0.0,0.0,,0,0,4,1
216551,SUISUN CITY 3 1,Bay Area,345.0,1.02188,352.549,-63.25,38.2268,-121.8433,,,,,,0,0,4,1
216561,SUISUN CITY 3 2,Bay Area,138.0,1.03096,142.272,-64.2,38.2268,-121.8433,,,140.43,71.77,,0,0,4,1
216571,SUISUN CITY 3 3,Bay Area,345.0,1.02165,352.468,-63.22,38.2268,-121.8433,,,,,,0,0,4,1
216581,SUISUN CITY 3 4,Bay Area,345.0,1.02188,352.549,-63.25,38.2268,-121.8433,,,,,,0,0,4,1
216591,SUISUN CITY 3 5,Bay Area,345.0,1.02188,352.549,-63.25,38.2268,-121.8433,,,,,,0,0,4,1
216601,BYRON 1,Bay Area,345.0,1.01776,351.127,-63.62,37.7892,-121.6019,,,,,,0,0,4,1
216611,BYRON 2,Bay Area,138.0,1.02352,141.246,-65.56,37.7892,-121.6019,,,,,,0,0,4,1
216621,BYRON 3,Bay Area,13.8,1.02734,14.177,-62.58,37.7892,-121.6019,,,49.7,25.4,,0,0,4,1
216631,BYRON 4,Bay Area,13.8,1.02811,14.188,-62.51,37.7892,-121.6019,,,99.39,50.8,,0,0,4,1
216641,OAKLAND 19 1,Bay Area,345.0,1.00764,347.637,-65.67,37.7968,-122.2819,,,,,,0,0,4,1
216651,OAKLAND 19 2,Bay Area,138.0,1.00437,138.604,-68.75,37.7968,-122.2819,,,,,,0,0,4,1
216661,OAKLAND 19 3,Bay Area,13.8,1.00386,13.853,-70.09,37.7968,-122.2819,,,,,,0,0,4,1
216671,OAKLAND 19 4,Bay Area,1.0,1.00386,1.004,-70.09,37.7968,-122.2819,,,,,,0,0,4,1
216681,OAKLAND 19 5,Bay Area,13.8,1.03382,14.267,-64.86,37.7968,-122.2819,,,74.2,34.72,,0,0,4,1
216691,OAKLAND 19 6,Bay Area,18.0,1.03128,18.563,-64.37,37.7968,-122.2819,,,74.2,34.72,,0,0,4,1
216701,OAKLAND 19 7,Bay Area,13.8,1.00764,13.905,-65.67,37.7968,-122.2819,,,0.0,0.0,,0,0,4,1
216711,OAKLAND 19 8,Bay Area,345.0,1.00745,347.569,-65.58,37.7968,-122.2819,,,,,,0,0,4,1
216721,OAKLAND 19 9,Bay Area,345.0,1.00764,347.637,-65.67,37.7968,-122.2819,,,,,,0,0,4,1
216731,VACAVILLE 5 1,Bay Area,138.0,1.01626,140.244,-65.1,38.3989,-121.924,,,60.25,4.07,,0,0,4,1
216741,VACAVILLE 5 2,Bay Area,138.0,1.01606,140.217,-65.14,38.3989,-121.924,,,,,,0,0,4,1
216751,ANTIOCH 7 1,Bay Area,138.0,1.01665,140.298,-66.02,38.0144,-121.7907,,,46.81,23.92,,0,0,4,1
216761,BIRDS LANDING 2 1,Bay Area,345.0,1.02271,352.836,-62.69,38.1381,-121.8053,,,185.44,42.34,,0,0,4,1
216771,BIRDS LANDING 2 2,Bay Area,138.0,1.0229,141.161,-64.38,38.1381,-121.8053,,,,,,0,0,4,1
216781,BIRDS LANDING 2 3,Bay Area,345.0,1.02203,352.599,-62.73,38.1381,-121.8053,,,,,,0,0,4,1
216791,BIRDS LANDING 3 1,Bay Area,345.0,1.02215,352.642,-62.92,38.1711,-121.8461,,,,,,0,0,4,1
216801,BIRDS LANDING 3 2,Bay Area,138.0,1.02075,140.864,-64.3,38.1711,-121.8461,,,,,,0,0,4,1
216811,BIRDS LANDING 3 3,Bay Area,13.8,1.01229,13.97,-61.16,38.1711,-121.8461,,,110.83,31.95,,0,0,4,1
216821,BIRDS LANDING 3 4,Bay Area,345.0,1.02185,352.538,-62.93,38.1711,-121.8461,,,,,,0,0,4,1
216831,BIRDS LANDING 3 5,Bay Area,345.0,1.02215,352.642,-62.92,38.1711,-121.8461,,,,,,0,0,4,1
216841,COYOTE 1,Bay Area,765.0,1.02825,786.613,-60.42,37.2207,-121.7457,,,,,0.0,0,0,4,1
216851,COYOTE 2,Bay Area,345.0,1.0119,349.104,-64.98,37.2207,-121.7457,,,,,,0,0,4,1
216861,COYOTE 3,Bay Area,138.0,1.01898,140.619,-69.74,37.2207,-121.7457,,,,,,0,0,4,1
216871,COYOTE 4,Bay Area,18.0,1.00207,18.037,-69.72,37.2207,-121.7457,,,,,,0,0,4,1
216881,COYOTE 5,Bay Area,1.0,1.00207,1.002,-69.72,37.2207,-121.7457,,,,,,0,0,4,1
216891,COYOTE 6,Bay Area,13.8,1.04336,14.398,-59.49,37.2207,-121.7457,,,210.81,107.74,,0,0,4,1
216901,COYOTE 7,Bay Area,13.8,1.04436,14.412,-59.39,37.2207,-121.7457,,,210.81,107.74,,0,0,4,1
216911,COYOTE 8,Bay Area,13.8,1.04588,14.433,-59.22,37.2207,-121.7457,,,210.81,107.74,,0,0,4,1
216921,BIRDS LANDING 4 1,Bay Area,138.0,1.02056,140.837,-64.36,38.1694,-121.8469,,,,,,0,0,4,1
216931,BIRDS LANDING 4 2,Bay Area,13.8,1.02056,14.084,-64.36,38.1694,-121.8469,,,0.0,0.0,,0,0,4,1
216941,BENICIA 3 1,Bay Area,138.0,1.01843,140.544,-67.12,38.0736,-122.1411,,,97.6,49.88,,0,0,4,1
216951,BENICIA 3 2,Bay Area,138.0,1.01757,140.424,-67.18,38.0736,-122.1411,,,,,,0,0,4,1
216961,BENICIA 3 3,Bay Area,138.0,1.01843,140.544,-67.12,38.0736,-122.1411,,,,,,0,0,4,1
216971,BENICIA 3 4,Bay Area,138.0,1.01843,140.544,-67.12,38.0736,-122.1411,,,,,,0,0,4,1
216981,MARTINEZ 3 1,Bay Area,345.0,1.01931,351.66,-63.78,38.0244,-122.0589,,,,,,0,0,4,1
216991,MARTINEZ 3 2,Bay Area,138.0,1.0143,139.973,-66.01,38.0244,-122.0589,,,113.03,7.71,,0,0,4,1
217001,TRACY 4 1,Bay Area,345.0,1.01626,350.61,-63.67,37.7107,-121.4906,,,,,,0,0,4,1
217011,TRACY 4 2,Bay Area,138.0,1.01726,140.381,-65.92,37.7107,-121.4906,,,,,,0,0,4,1
217021,TRACY 4 3,Bay Area,13.8,1.01685,14.033,-62.23,37.7107,-121.4906,,,111.58,1.94,,0,0,4,1
217031,TRACY 4 4,Bay Area,13.8,1.01679,14.032,-62.09,37.7107,-121.4906,,,111.58,1.94,,0,0,4,1
217041,TRACY 4 5,Bay Area,13.8,1.01688,14.033,-62.25,37.7107,-121.4906,,,111.57,1.94,,0,0,4,1
217051,ALAMEDA 4 1,Bay Area,138.0,1.0046,138.635,-68.88,37.7886,-122.2889,,,,,,0,0,4,1
217061,ALAMEDA 4 2,Bay Area,18.0,1.0046,18.083,-68.88,37.7886,-122.2889,,,0.0,0.0,,0,0,4,1
217071,ALAMEDA 4 3,Bay Area,18.0,1.0046,18.083,-68.88,37.7886,-122.2889,,,0.0,0.0,,0,0,4,1
217081,ALAMEDA 4 4,Bay Area,1.0,1.0046,1.005,-68.88,37.7886,-122.2889,,,,,,0,0,4,1
217091,ALAMEDA 4 5,Bay Area,13.8,1.02428,14.135,-67.49,37.7886,-122.2889,,,27.29,13.95,,0,0,4,1
217101,ALAMEDA 4 6,Bay Area,13.8,1.02427,14.135,-67.49,37.7886,-122.2889,,,27.29,13.95,,0,0,4,1
217111,ALAMEDA 4 7,Bay Area,1.0,1.0113,1.011,-68.84,37.7886,-122.2889,,,,,,0,0,4,1
217121,ALAMEDA 4 8,Bay Area,13.8,1.0046,13.864,-68.88,37.7886,-122.2889,,,,,,0,0,4,1
217131,ALAMEDA 4 9,Bay Area,13.8,1.0046,13.864,-68.88,37.7886,-122.2889,,,,,,0,0,4,1
217141,ALAMEDA 4 10,Bay Area,1.0,1.0046,1.005,-68.88,37.7886,-122.2889,,,,,,0,0,4,1
217151,ALAMEDA 4 11,Bay Area,138.0,1.00417,138.575,-68.91,37.7886,-122.2889,,,,,,0,0,4,1
217161,BIRDS LANDING 5 1,Bay Area,138.0,1.02312,141.191,-65.35,38.1167,-121.8219,,,52.68,13.95,,0,0,4,1
217171,MARTINEZ 4 1,Bay Area,138.0,1.01529,140.11,-67.48,38.0169,-122.1117,,,,,,0,0,4,1
217181,MARTINEZ 4 2,Bay Area,18.0,1.03989,18.718,-63.41,38.0169,-122.1117,,,66.39,33.94,,0,0,4,1
217191,MARTINEZ 4 3,Bay Area,13.8,1.04284,14.391,-65.25,38.0169,-122.1117,,,33.19,16.97,,0,0,4,1
217201,SANTA CLARA 7 1,Bay Area,138.0,1.00882,139.218,-70.26,37.3617,-121.9436,,,35.59,16.65,,0,0,4,1
217211,SANTA CLARA 7 2,Bay Area,138.0,1.00855,139.179,-70.28,37.3617,-121.9436,,,,,,0,0,4,1
217221,CROCKETT 1,Bay Area,345.0,1.01822,351.286,-64.61,38.0569,-122.2161,,,,,,0,0,4,1
217231,CROCKETT 2,Bay Area,138.0,1.01519,140.096,-67.34,38.0569,-122.2161,,,,,,0,0,4,1
217241,CROCKETT 3,Bay Area,13.8,1.0162,14.024,-66.17,38.0569,-122.2161,,,,,,0,0,4,1
217251,CROCKETT 4,Bay Area,1.0,1.0162,1.016,-66.17,38.0569,-122.2161,,,,,,0,0,4,1
217261,CROCKETT 5,Bay Area,24.0,0.98988,23.757,-61.98,38.0569,-122.2161,,,246.39,78.59,,0,0,4,1
217271,HAYWARD 8 1,Bay Area,765.0,1.01615,777.358,-61.46,37.6347,-122.1338,,,,,,0,0,4,1
217281,HAYWARD 8 2,Bay Area,345.0,1.02624,354.053,-63.75,37.6347,-122.1338,,,,,,0,0,4,1
217291,HAYWARD 8 3,Bay Area,138.0,1.02928,142.041,-66.85,37.6347,-122.1338,,,,,,0,0,4,1
217301,HAYWARD 8 4,Bay Area,13.8,1.02397,14.131,-60.61,37.6347,-122.1338,,,217.44,111.13,,0,0,4,1
217311,HAYWARD 8 5,Bay Area,18.0,1.03085,18.555,-59.83,37.6347,-122.1338,,,217.45,111.13,,0,0,4,1
217321,HAYWARD 8 6,Bay Area,13.8,1.02371,14.127,-60.64,37.6347,-122.1338,,,217.45,111.13,,0,0,4,1
217331,SAN JOSE 46 1,Bay Area,345.0,0.99747,344.127,-66.43,37.425,-121.9319,,,,,,0,0,4,1
217341,SAN JOSE 46 2,Bay Area,138.0,1.03132,142.322,-70.16,37.425,-121.9319,,,,,,0,0,4,1
217351,SAN JOSE 46 3,Bay Area,13.8,0.98305,13.566,-65.31,37.425,-121.9319,,,60.97,31.16,,0,0,4,1
217361,SAN JOSE 46 4,Bay Area,13.8,0.99747,13.765,-66.43,37.425,-121.9319,,,0.0,0.0,,0,0,4,1
217371,SAN JOSE 46 5,Bay Area,13.8,0.98313,13.567,-65.31,37.425,-121.9319,,,60.97,31.16,,0,0,4,1
217381,SAN JOSE 46 6,Bay Area,24.0,0.99747,23.939,-66.43,37.425,-121.9319,,,0.0,0.0,,0,0,4,1
217391,SAN JOSE 46 7,Bay Area,13.8,0.9826,13.56,-64.66,37.425,-121.9319,,,60.97,31.16,,0,0,4,1
217401,SAN JOSE 46 8,Bay Area,13.8,0.99747,13.765,-66.43,37.425,-121.9319,,,0.0,0.0,,0,0,4,1
217411,SAN JOSE 46 9,Bay Area,345.0,1.00024,345.084,-66.37,37.425,-121.9319,,,,,,0,0,4,1
217421,LIVERMORE 6 1,Bay Area,345.0,1.01633,350.635,-63.9,37.7908,-121.7181,,,68.89,16.66,,0,0,4,1
217431,LIVERMORE 6 2,Bay Area,138.0,1.01862,140.57,-65.7,37.7908,-121.7181,,,38.0,-5.47,,0,0,4,1
217441,GILROY 4 1,Bay Area,345.0,1.01822,351.286,-65.41,36.999,-121.5363,,,44.82,14.17,,0,0,4,1
217451,GILROY 4 2,Bay Area,138.0,1.01541,140.127,-68.29,36.999,-121.5363,,,,,,0,0,4,1
217461,GILROY 4 3,Bay Area,18.0,1.01751,18.315,-65.93,36.999,-121.5363,,,,,,0,0,4,1
217471,GILROY 4 4,Bay Area,1.0,1.01751,1.018,-65.93,36.999,-121.5363,,,,,,0,0,4,1
217481,GILROY 4 5,Bay Area,13.8,1.02036,14.081,-65.06,36.999,-121.5363,,,44.82,14.17,,0,0,4,1
217491,GILROY 4 6,Bay Area,13.8,1.02036,14.081,-65.06,36.999,-121.5363,,,44.82,14.17,,0,0,4,1
217501,GILROY 4 7,Bay Area,1.0,1.01861,1.019,-65.36,36.999,-121.5363,,,,,,0,0,4,1
217511,GILROY 4 8,Bay Area,345.0,1.01806,351.231,-65.37,36.999,-121.5363,,,,,,0,0,4,1
217521,GILROY 4 9,Bay Area,345.0,1.01822,351.286,-65.41,36.999,-121.5363,,,,,,0,0,4,1
217531,EL SOBRANTE 2 1,Bay Area,345.0,1.01309,349.516,-65.76,37.9418,-122.3909,,,124.69,63.73,,0,0,4,1
217541,EL SOBRANTE 2 2,Bay Area,138.0,1.01858,140.564,-68.0,37.9418,-122.3909,,,30.28,15.47,,0,0,4,1
217551,RODEO 2 1,Bay Area,138.0,1.01285,139.774,-68.05,38.0417,-122.2583,,,,,,0,0,4,1
217561,RODEO 2 2,Bay Area,24.0,1.01285,24.308,-68.05,38.0417,-122.2583,,,0.0,0.0,,0,0,4,1
217571,RODEO 2 3,Bay Area,13.8,1.02273,14.114,-60.95,38.0417,-122.2583,,,18.23,9.31,,0,0,4,1
217581,SANTA CLARA 8 1,Bay Area,138.0,1.01091,139.506,-70.26,37.401,-121.9687,,,64.34,32.88,,0,0,4,1
217591,BIRDS LANDING 6 1,Bay Area,138.0,1.02397,141.308,-64.95,38.1375,-121.8553,,,,,,0,0,4,1
217601,BIRDS LANDING 6 2,Bay Area,18.0,0.97304,17.515,-62.58,38.1375,-121.8553,,,70.01,-14.59,,0,0,4,1
230001,PACIFIC GROVE 1,Central California,138.0,1.02984,142.117,-70.14,36.6363,-121.9367,35.21,15.52,,,,0,0,5,1
230011,CARMEL 1,Central California,138.0,1.02777,141.833,-70.55,36.4807,-121.8281,27.64,3.84,,,,0,0,5,1
230021,MONTEREY 1,Central California,138.0,1.02712,141.743,-70.61,36.53,-121.8262,28.45,18.76,,,,0,0,5,1
230031,SEASIDE 2 1,Central California,138.0,1.02971,142.1,-70.47,36.5536,-121.7847,58.48,16.41,,,,0,0,5,1
230041,SEASIDE 3 1,Central California,138.0,1.04066,143.612,-69.39,36.6846,-121.7358,30.02,15.78,,,,0,0,5,1
230051,MARINA 1,Central California,138.0,1.0355,142.899,-69.33,36.749,-121.7691,,,,,,0,0,5,1
230061,MARINA 2,Central California,138.0,1.03567,142.922,-69.3,36.749,-121.7691,,,,,,0,0,5,1
230071,MARINA 3,Central California,138.0,1.03533,142.876,-69.35,36.749,-121.7691,40.33,7.09,,,,0,0,5,1
230081,WATSONVILLE 1 1,Central California,138.0,1.02212,141.053,-69.6,36.8961,-121.6925,49.48,13.83,,,,0,0,5,1
230091,WATSONVILLE 2 1,Central California,138.0,1.01591,140.195,-69.98,37.0299,-121.6924,49.48,10.55,,,,0,0,5,1
230101,WATSONVILLE 3 1,Central California,138.0,1.02442,141.37,-69.52,36.9295,-121.7475,51.96,8.7,,,,0,0,5,1
230111,SALINAS 1 1,Central California,138.0,1.03274,142.518,-70.22,36.7674,-121.6584,62.58,4.76,,,,0,0,5,1
230121,CARMEL VALLEY 1,Central California,138.0,1.02187,141.018,-69.0,36.3605,-121.586,13.77,4.25,,,,0,0,5,1
230131,SALINAS 2 1,Central California,138.0,1.02538,141.502,-70.95,36.7599,-121.5844,60.57,18.96,,,,0,0,5,1
230141,SALINAS 3 1,Central California,138.0,1.04074,143.623,-69.58,36.7165,-121.675,53.51,7.11,,,,0,0,5,1
230151,SALINAS 4 1,Central California,138.0,1.02733,141.772,-70.52,36.6483,-121.5258,24.18,4.51,,,,0,0,5,1
230161,SALINAS 5 1,Central California,345.0,1.00802,347.767,-64.7,36.6851,-121.6765,,,,,0.0,0,0,5,1
230171,SALINAS 5 2,Central California,138.0,1.04632,144.392,-68.97,36.6851,-121.6765,97.73,17.88,,,,0,0,5,1
230181,SALINAS 6 1,Central California,138.0,1.02515,141.471,-70.87,36.6784,-121.577,56.19,9.97,,,,0,0,5,1
230191,TRACY 5 1,Central California,138.0,1.00592,138.816,-67.43,37.751,-121.3447,,,,,,0,0,5,1
230201,TRACY 5 2,Central California,138.0,1.00568,138.784,-67.46,37.751,-121.3447,44.87,9.68,,,,0,0,5,1
230211,TRACY 6 1,Central California,138.0,1.0054,138.746,-67.5,37.7017,-121.3578,44.87,13.7,,,,0,0,5,1
230221,STOCKTON 3 1,Central California,138.0,1.01239,139.709,-66.86,38.0104,-121.513,58.63,6.52,,,,0,0,5,1
230231,STOCKTON 4 1,Central California,138.0,1.01114,139.537,-67.65,37.8948,-121.4648,58.5,10.71,,,,0,0,5,1
230241,TRACY 7 1,Central California,138.0,1.00895,139.235,-67.01,37.7656,-121.3897,28.27,6.54,,,,0,0,5,1
230251,GREENFIELD 1,Central California,138.0,1.02873,141.964,-67.94,36.2857,-121.3509,31.58,5.16,,,,0,0,5,1
230261,GREENFIELD 2,Central California,138.0,1.02886,141.983,-67.92,36.2857,-121.3509,,,,,,0,0,5,1
230271,LODI 1 1,Central California,138.0,1.02081,140.871,-65.97,38.0833,-121.4321,25.38,7.07,,,,0,0,5,1
230281,LODI 1 2,Central California,18.0,1.02081,18.375,-65.97,38.0833,-121.4321,,,,,,0,0,5,1
230291,LODI 1 3,Central California,18.0,1.02081,18.375,-65.97,38.0833,-121.4321,,,,,,0,0,5,1
230301,LODI 1 4,Central California,1.0,1.02081,1.021,-65.97,38.0833,-121.4321,,,,,,0,0,5,1
230311,LODI 1 5,Central California,138.0,1.02095,140.891,-65.95,38.0833,-121.4321,,,,,,0,0,5,1
230321,STOCKTON 5 1,Central California,138.0,1.01354,139.868,-67.2,38.0939,-121.2893,,,,,,0,0,5,1
230331,STOCKTON 5 2,Central California,138.0,1.01333,139.84,-67.24,38.0939,-121.2893,58.39,7.25,,,,0,0,5,1
230341,HOLLISTER 1 1,Central California,138.0,1.00892,139.231,-69.0,36.9,-121.3924,,,,,,0,0,5,1
230351,HOLLISTER 1 2,Central California,138.0,1.00858,139.184,-69.03,36.9,-121.3924,44.55,17.78,,,,0,0,5,1
230361,HOLLISTER 2 1,Central California,138.0,1.00817,139.127,-69.09,36.9003,-121.4229,51.24,22.07,,,,0,0,5,1
230371,SOLEDAD 1 1,Central California,138.0,1.02281,141.147,-68.12,36.4644,-121.2443,3.01,1.51,,,,0,0,5,1
230381,SOLEDAD 1 2,Central California,138.0,1.02271,141.134,-68.13,36.4644,-121.2443,24.37,4.04,,,,0,0,5,1
230391,SOLEDAD 2 1,Central California,138.0,1.02276,141.141,-68.6,36.4459,-121.4208,40.08,10.83,,,,0,0,5,1
230401,STOCKTON 6 1,Central California,138.0,1.01155,139.594,-67.97,37.8876,-121.3711,28.25,6.19,,,,0,0,5,1
230411,STOCKTON 7 1,Central California,138.0,1.01644,140.269,-66.67,38.058,-121.2991,43.17,15.93,,,,0,0,5,1
230421,STOCKTON 8 1,Central California,138.0,1.01343,139.853,-67.26,38.032,-121.2501,43.17,7.42,,,,0,0,5,1
230431,STOCKTON 9 1,Central California,138.0,1.0143,139.974,-67.8,38.0197,-121.3738,25.01,5.96,,,,0,0,5,1
230441,STOCKTON 10 1,Central California,138.0,1.01613,140.226,-67.38,37.9741,-121.389,2.78,0.19,,,,0,0,5,1
230451,STOCKTON 10 2,Central California,138.0,1.01598,140.206,-67.39,37.9741,-121.389,25.01,7.04,,,,0,0,5,1
230461,LATHROP 1 1,Central California,138.0,1.01092,139.506,-66.89,37.7662,-121.2308,,,,,,0,0,5,1
230471,LATHROP 1 2,Central California,138.0,1.01074,139.482,-66.91,37.7662,-121.2308,32.14,8.01,,,,0,0,5,1
230481,STOCKTON 11 1,Central California,138.0,1.0251,141.464,-67.62,37.9712,-121.2424,,,,,,0,0,5,1
230491,STOCKTON 11 2,Central California,13.8,1.02238,14.109,-69.46,37.9712,-121.2424,34.26,1.12,,,,0,0,5,1
230501,STOCKTON 11 3,Central California,13.8,1.02141,14.096,-69.5,37.9712,-121.2424,35.11,2.29,,,,0,0,5,1
230511,STOCKTON 11 4,Central California,1.0,1.02447,1.024,-67.94,37.9712,-121.2424,,,,,,0,0,5,1
230521,STOCKTON 12 1,Central California,138.0,1.01913,140.64,-66.85,37.9612,-121.2871,35.11,10.88,,,,0,0,5,1
230531,STOCKTON 12 2,Central California,138.0,1.01933,140.668,-66.83,37.9612,-121.2871,,,,,,0,0,5,1
230541,MANTECA 1 1,Central California,138.0,1.00708,138.978,-67.26,37.7075,-121.2386,28.4,10.97,,,,0,0,5,1
230551,MANTECA 2 1,Central California,138.0,1.009,139.241,-67.03,37.7304,-121.2102,,,,,,0,0,5,1
230561,MANTECA 2 2,Central California,138.0,1.0091,139.256,-67.01,37.7304,-121.2102,,,,,,0,0,5,1
230571,MANTECA 2 3,Central California,138.0,1.0089,139.229,-67.04,37.7304,-121.2102,28.4,3.47,,,,0,0,5,1
230581,ACAMPO 1,Central California,138.0,1.01859,140.566,-66.41,38.1713,-121.2853,26.02,4.66,,,,0,0,5,1
230591,STOCKTON 13 1,Central California,138.0,1.01506,140.078,-67.0,38.0753,-121.2381,45.43,8.6,,,,0,0,5,1
230601,PATTERSON 1 1,Central California,138.0,1.01205,139.663,-66.72,37.5099,-121.1825,24.63,5.78,,,,0,0,5,1
