TSMachine,MargCost $/MWh,MVABase,MWMax,BusNum,FuelType,BusName,ID,Status,MW,Mvar,VoltSet,AGC,AVR,MWMin,MvarMin,MvarMax,CostModel,PartFact,Fuel Cost $/MBTU,Heat Rate MBTU/MWh
GENROU,17.72,122.66,108.2,261791,NG (Natural Gas),LONG BEACH 28 9,1,Closed,107.76,-12.01,1.01998,YES,YES,43.48,-12.01,55.07,Cubic,108.2,3.69,4.802168022
GENROU,21.33,206.81,183.53,408011,NG (Natural Gas),PHOENIX 73 8,1,Closed,107.62,-5.92,1.02704,YES,YES,85.28,-20.37,93.42,Cubic,183.53,4.352,4.901194853
GENROU,17.93,155.58,108.0,232901,NG (Natural Gas),SAN JOAQUIN 1 7,1,Closed,107.56,0.12,1.02214,YES,YES,25.2,-11.99,54.97,Cubic,108.0,3.736,4.799250535
GENROU,17.02,136.92,108.0,232881,NG (Natural Gas),SAN JOAQUIN 1 5,1,Closed,107.56,0.12,1.02214,YES,YES,22.16,-11.99,54.97,Cubic,108.0,3.545,4.80112835
GENROU,16.63,128.62,108.0,232891,NG (Natural Gas),SAN JOAQUIN 1 6,1,Closed,107.56,0.12,1.02214,YES,YES,16.94,-11.99,54.97,Cubic,108.0,3.464,4.800808314
GENROU,20.32,131.81,108.0,232871,NG (Natural Gas),SAN JOAQUIN 1 4,1,Closed,107.56,0.12,1.02214,YES,YES,51.21,-11.99,54.97,Cubic,108.0,4.232,4.801512287
GENSAL,0.0,138.51,107.0,772251,WAT (Water),HUNGRY HORSE 5,1,Closed,107.0,17.46,1.01724,NO,YES,48.42,-5.24,41.09,Cubic,107.0,0.0,
GENSAL,0.0,154.9,129.0,110801,WAT (Water),PATEROS 7,1,Closed,106.47,-6.32,1.01424,NO,YES,52.27,-6.32,49.54,Cubic,129.0,0.0,
GENSAL,0.0,152.07,135.0,108311,WAT (Water),POMEROY 1 8,1,Closed,106.15,-6.62,1.02312,NO,YES,45.8,-6.62,51.84,Cubic,135.0,0.0,
GENSAL,0.0,137.85,117.08,742561,WAT (Water),CAMBRIDGE 7,1,Closed,105.82,-0.07,1.0143,NO,YES,45.08,-5.74,44.96,Cubic,117.08,0.0,
GENROU,18.62,126.63,106.0,532411,NG (Natural Gas),SUNLAND PARK 2 4,1,Closed,105.57,53.95,1.04414,YES,YES,20.11,-11.77,53.95,Cubic,106.0,3.881,4.797732543
,0.0,131.75,105.3,110601,WND (Wind),DAYTON 5 5,1,Closed,105.3,22.43,1.03907,NO,YES,49.15,-15.16,22.43,Cubic,105.3,0.0,
,0.0,119.42,105.3,110611,WND (Wind),DAYTON 5 6,1,Closed,105.3,22.43,1.03907,NO,YES,51.13,-15.16,22.43,Cubic,105.3,0.0,
GENSAL,0.0,115.76,104.9,107241,WAT (Water),WENATCHEE 4 8,1,Closed,104.9,40.28,1.0448,NO,YES,11.53,-5.14,40.28,Cubic,104.9,0.0,
GENROU,26.12,300.24,277.33,701261,BIT (Bituminous Coal),KEMMERER 2 5,1,Closed,104.66,-33.83,1.01499,YES,YES,100.6,-33.83,129.24,Cubic,277.33,3.188,8.193224592
GENROU,21.86,221.0,221.0,409081,NG (Natural Gas),GILBERT 12 11,1,Closed,104.6,34.14,1.02116,YES,YES,101.36,-24.53,112.49,Cubic,221.0,4.416,4.950181159
GENROU,17.56,120.75,104.67,800931,NG (Natural Gas),EL PASO 37 8,1,Closed,104.24,21.02,1.02214,YES,YES,26.42,-11.62,53.28,Cubic,104.67,3.662,4.795193883
GENROU,19.49,135.58,104.67,800921,NG (Natural Gas),EL PASO 37 7,1,Closed,104.24,21.02,1.02214,YES,YES,38.4,-11.62,53.28,Cubic,104.67,4.065,4.794587946
GENROU,18.35,153.12,104.67,800941,NG (Natural Gas),EL PASO 37 9,1,Closed,104.24,21.02,1.02214,YES,YES,13.12,-11.62,53.28,Cubic,104.67,3.827,4.794878495
GENROU,16.44,111.0,104.67,800961,NG (Natural Gas),EL PASO 37 11,1,Closed,104.24,21.02,1.02214,YES,YES,23.76,-11.62,53.28,Cubic,104.67,3.43,4.793002915
GENROU,18.05,120.22,104.67,800951,NG (Natural Gas),EL PASO 37 10,1,Closed,104.24,21.02,1.02214,YES,YES,52.08,-11.62,53.28,Cubic,104.67,3.766,4.792883696
GENROU,16.08,141.5,104.67,800911,NG (Natural Gas),EL PASO 37 6,1,Closed,104.24,21.02,1.02214,YES,YES,36.18,-11.62,53.28,Cubic,104.67,3.354,4.794275492
GENROU,19.11,104.39,104.3,504181,BIT (Bituminous Coal),HELPER 2 5,1,Closed,103.88,-12.72,1.01822,YES,YES,38.32,-12.72,48.6,Cubic,104.3,2.333,8.191170167
GENROU,16.55,142.9,104.3,504191,BIT (Bituminous Coal),HELPER 2 6,1,Closed,103.88,-12.72,1.01822,YES,YES,11.58,-12.72,48.6,Cubic,104.3,2.02,8.193069307
GENSAL,0.0,187.87,150.0,108641,WAT (Water),SILVER CREEK 2 3,1,Closed,103.61,57.6,1.047,NO,YES,48.02,-7.35,57.6,Cubic,150.0,0.0,
GENROU,17.91,120.78,103.9,234351,NG (Natural Gas),LODI 6 5,1,Closed,103.48,-9.82,1.02442,YES,YES,12.12,-11.53,52.89,Cubic,103.9,3.738,4.791332263
,0.0,174.4,140.0,287201,SUN (Solar),HINKLEY 1 4,1,Closed,103.47,0.0,1.0284,NO,YES,54.9,0.0,0.0,Cubic,140.0,0.0,
,0.0,189.83,151.7,258521,WND (Wind),ROSAMOND 3 3,1,Closed,103.16,32.31,1.043,NO,YES,24.96,-21.84,32.31,Cubic,151.7,0.0,
,0.0,130.63,103.0,135901,WND (Wind),ARLINGTON 6 2,1,Closed,103.0,-14.83,1.0239,NO,YES,38.88,-14.83,21.94,Cubic,103.0,0.0,
GENROU,32.03,604.83,570.0,701741,BIT (Bituminous Coal),WHEATLAND 2 5,1,Closed,102.92,39.12,1.05154,YES,YES,94.56,-69.54,265.62,Cubic,570.0,3.911,8.189721299
GENROU,21.24,248.61,216.97,606881,NG (Natural Gas),PLATTEVILLE 2 7,1,Closed,102.52,32.79,1.02312,YES,YES,99.34,-24.08,110.44,Cubic,216.98,4.297,4.942983477
GENROU,20.92,266.68,206.33,408861,NG (Natural Gas),GILA BEND 5 4,1,Closed,102.22,-22.9,1.01528,YES,YES,27.77,-22.9,105.02,Cubic,206.33,4.244,4.92931197
GENROU,21.35,236.0,236.0,407561,NG (Natural Gas),MOHAVE VALLEY 2 6,1,Closed,102.1,-26.2,1.02341,YES,YES,98.64,-26.2,120.12,Cubic,236.0,4.298,4.96742671
GENSAL,0.0,148.12,129.0,110771,WAT (Water),PATEROS 4,1,Closed,100.99,-6.32,1.01424,NO,YES,55.07,-6.32,49.54,Cubic,129.0,0.0,
GENROU,13.22,137.93,101.36,608931,BIT (Bituminous Coal),WELLINGTON 4 10,1,Closed,100.95,38.28,1.0241,YES,YES,11.13,-12.37,47.23,Cubic,101.36,1.614,8.190830235
GENROU,15.3,113.18,101.36,608921,BIT (Bituminous Coal),WELLINGTON 4 9,1,Closed,100.95,38.28,1.0241,YES,YES,46.87,-12.37,47.23,Cubic,101.36,1.869,8.186195827
GENROU,10.49,125.59,101.36,608951,BIT (Bituminous Coal),WELLINGTON 4 12,1,Closed,100.95,38.28,1.0241,YES,YES,33.98,-12.37,47.23,Cubic,101.36,1.281,8.18891491
GENROU,13.74,101.36,101.36,608961,BIT (Bituminous Coal),WELLINGTON 4 13,1,Closed,100.95,38.28,1.0241,YES,YES,30.92,-12.37,47.23,Cubic,101.36,1.678,8.188319428
GENROU,13.45,118.18,101.36,608941,BIT (Bituminous Coal),WELLINGTON 4 11,1,Closed,100.95,38.28,1.0241,YES,YES,36.9,-12.37,47.23,Cubic,101.36,1.642,8.191230207
,0.0,112.55,100.5,134681,WND (Wind),ARLINGTON 4 2,1,Closed,100.5,-14.47,1.03419,NO,YES,28.36,-14.47,21.41,Cubic,100.5,0.0,
GENSAL,0.0,118.86,100.5,108471,WAT (Water),BURBANK 2 4,1,Closed,100.5,-4.92,1.00298,NO,YES,13.03,-4.92,38.59,Cubic,100.5,0.0,
GENROU,20.79,117.3,100.83,408921,NG (Natural Gas),CHANDLER 16 3,1,Closed,100.42,26.84,1.02312,YES,YES,44.24,-11.19,51.32,Cubic,100.83,4.345,4.784810127
GENROU,20.9,119.05,100.83,408971,NG (Natural Gas),CHANDLER 16 8,1,Closed,100.42,26.84,1.02312,YES,YES,32.43,-11.19,51.32,Cubic,100.83,4.366,4.78699038
GENROU,19.87,116.17,100.83,408931,NG (Natural Gas),CHANDLER 16 4,1,Closed,100.42,26.84,1.02312,YES,YES,23.02,-11.19,51.32,Cubic,100.83,4.152,4.785645472
GENROU,18.82,111.77,100.83,408951,NG (Natural Gas),CHANDLER 16 6,1,Closed,100.42,26.84,1.02312,YES,YES,14.14,-11.19,51.32,Cubic,100.83,3.932,4.78636826
GENROU,19.27,111.95,100.83,408941,NG (Natural Gas),CHANDLER 16 5,1,Closed,100.42,26.84,1.02312,YES,YES,37.03,-11.19,51.32,Cubic,100.83,4.027,4.785199901
GENROU,21.16,131.26,100.83,408961,NG (Natural Gas),CHANDLER 16 7,1,Closed,100.42,26.84,1.02312,YES,YES,35.23,-11.19,51.32,Cubic,100.83,4.422,4.785165084
,0.0,175.27,119.7,742801,WND (Wind),IDAHO FALLS 9 2,1,Closed,100.14,25.5,1.045,NO,YES,36.77,-17.24,25.5,Cubic,119.7,0.0,
,0.0,123.72,100.0,532701,WND (Wind),WILLARD 2 1,1,Closed,100.0,21.3,1.038,NO,YES,38.3,-14.4,21.3,Cubic,100.0,0.0,
GENROU,16.0,118.89,100.2,234461,NG (Natural Gas),TURLOCK 5 5,1,Closed,99.79,51.0,1.0337,YES,YES,42.34,-11.12,51.0,Cubic,100.2,3.344,4.784688995
GENROU,18.2,135.93,100.2,234451,NG (Natural Gas),TURLOCK 5 4,1,Closed,99.79,51.0,1.0337,YES,YES,17.86,-11.12,51.0,Cubic,100.2,3.803,4.785695504
GENROU,17.97,115.69,100.2,234471,NG (Natural Gas),TURLOCK 5 6,1,Closed,99.79,51.0,1.0337,YES,YES,16.54,-11.12,51.0,Cubic,100.2,3.755,4.785619174
GENROU,21.19,214.43,206.33,408891,NG (Natural Gas),GILA BEND 5 7,1,Closed,99.64,-22.9,1.01528,YES,YES,96.62,-22.9,105.02,Cubic,206.33,4.301,4.926761218
GENSAL,0.0,185.54,170.87,109101,WAT (Water),BEVERLY 6,1,Closed,99.62,-8.37,1.01321,NO,YES,60.54,-8.37,65.61,Cubic,170.87,0.0,
GENROU,18.9,101.23,100.0,258761,NG (Natural Gas),LA PUENTE 5 1,2,Closed,99.59,50.9,1.02165,YES,YES,22.42,-11.1,50.9,Cubic,100.0,4.02,4.701492537
GENROU,18.39,137.24,100.0,258761,NG (Natural Gas),LA PUENTE 5 1,3,Closed,99.59,50.9,1.02165,YES,YES,18.92,-11.1,50.9,Cubic,100.0,4.02,4.574626866
GENROU,19.27,141.9,100.0,258761,NG (Natural Gas),LA PUENTE 5 1,4,Closed,99.59,50.9,1.02165,YES,YES,41.51,-11.1,50.9,Cubic,100.0,4.02,4.793532338
GENROU,20.4,124.31,100.0,607921,NG (Natural Gas),PUEBLO 13 8,1,Closed,99.59,50.9,1.02508,YES,YES,36.82,-11.1,50.9,Cubic,100.0,4.265,4.783118406
GENROU,16.84,143.84,100.0,258761,NG (Natural Gas),LA PUENTE 5 1,5,Closed,99.59,50.9,1.02165,YES,YES,31.44,-11.1,50.9,Cubic,100.0,4.02,4.189054726
GENROU,19.23,129.97,100.0,258761,NG (Natural Gas),LA PUENTE 5 1,1,Closed,99.59,50.9,1.02165,YES,YES,38.13,-11.1,50.9,Cubic,100.0,4.02,4.78358209
GENSAL,0.0,100.5,100.5,108521,WAT (Water),BURBANK 2 9,1,Closed,99.06,-4.92,1.00298,NO,YES,45.3,-4.92,38.59,Cubic,100.5,0.0,
,0.0,123.85,98.7,134581,WND (Wind),ARLINGTON 3 1,1,Closed,98.7,-14.21,1.04,NO,YES,36.75,-14.21,21.02,Cubic,98.7,0.0,
GENSAL,0.0,164.44,129.0,110821,WAT (Water),PATEROS 9,1,Closed,98.22,-6.32,1.01424,NO,YES,20.54,-6.32,49.54,Cubic,129.0,0.0,
GENSAL,0.0,109.15,97.7,204431,WAT (Water),OROVILLE 5 8,1,Closed,97.7,-4.79,1.02018,NO,YES,20.38,-4.79,37.52,Cubic,97.7,0.0,
GENSAL,0.0,107.61,97.7,204421,WAT (Water),OROVILLE 5 7,1,Closed,97.7,-4.79,1.02018,NO,YES,11.4,-4.79,37.52,Cubic,97.7,0.0,
,0.0,168.9,136.3,109811,WND (Wind),ELLENSBURG 4 3,1,Closed,97.59,20.38,1.04386,NO,YES,48.87,-19.63,29.03,Cubic,136.3,0.0,
GENROU,16.41,108.33,97.7,136451,NG (Natural Gas),CLATSKANIE 4 1,6,Closed,97.3,-10.84,1.0192,YES,YES,19.63,-10.84,49.73,Cubic,97.7,3.709,4.424373146
GENROU,14.78,97.7,97.7,136451,NG (Natural Gas),CLATSKANIE 4 1,5,Closed,97.3,-10.84,1.0192,YES,YES,33.99,-10.84,49.73,Cubic,97.7,3.709,3.984901591
GENROU,16.38,100.11,97.7,136451,NG (Natural Gas),CLATSKANIE 4 1,4,Closed,97.3,-10.84,1.0192,YES,YES,20.29,-10.84,49.73,Cubic,97.7,3.709,4.416284713
GENROU,17.73,103.74,97.7,136451,NG (Natural Gas),CLATSKANIE 4 1,1,Closed,97.3,-10.84,1.0192,YES,YES,16.02,-10.84,49.73,Cubic,97.7,3.709,4.780264222
GENROU,15.45,113.77,97.7,136451,NG (Natural Gas),CLATSKANIE 4 1,3,Closed,97.3,-10.84,1.0192,YES,YES,37.6,-10.84,49.73,Cubic,97.7,3.709,4.165543273
GENSAL,0.0,216.22,165.08,134801,WAT (Water),UMATILLA 2 11,1,Closed,96.69,-8.09,1.01724,NO,YES,55.04,-8.09,63.39,Cubic,165.08,0.0,
GENROU,30.34,438.06,402.3,701341,BIT (Bituminous Coal),GILLETTE 5 3,1,Closed,96.09,21.22,1.02606,YES,YES,90.19,-49.08,187.47,Cubic,402.3,3.709,8.180102453
GENROU,20.86,98.05,96.47,304121,NG (Natural Gas),LAS VEGAS 74 14,1,Closed,96.07,30.44,1.02606,YES,YES,45.21,-10.71,49.1,Cubic,96.47,4.366,4.777828676
GENROU,18.7,136.78,96.47,304101,NG (Natural Gas),LAS VEGAS 74 12,1,Closed,96.07,30.44,1.02606,YES,YES,16.45,-10.71,49.1,Cubic,96.47,3.914,4.777721002
GENROU,20.71,104.92,96.47,304111,NG (Natural Gas),LAS VEGAS 74 13,1,Closed,96.07,30.44,1.02606,YES,YES,22.8,-10.71,49.1,Cubic,96.47,4.337,4.775190224
GENROU,20.7,135.36,96.47,304151,NG (Natural Gas),LAS VEGAS 74 17,1,Closed,96.07,30.44,1.02606,YES,YES,13.87,-10.71,49.1,Cubic,96.47,4.334,4.776188279
,0.0,125.4,117.18,261481,SUN (Solar),SANTA MARGARITA 2 7,1,Closed,95.92,0.0,1.0342,NO,YES,55.34,0.0,0.0,Cubic,117.18,0.0,
,0.0,135.25,115.9,407001,SUN (Solar),DATELAND 1 3,1,Closed,95.91,0.0,1.01303,NO,YES,40.91,0.0,0.0,Cubic,115.9,0.0,
,0.0,103.8,95.9,109781,WND (Wind),KENNEWICK 6 5,1,Closed,95.9,12.94,1.03998,NO,YES,19.41,-13.81,20.43,Cubic,95.9,0.0,
GENSAL,0.0,148.41,117.0,204391,WAT (Water),OROVILLE 5 4,1,Closed,95.83,-5.73,1.02018,NO,YES,42.58,-5.73,44.93,Cubic,117.0,0.0,
GENSAL,0.0,127.23,95.0,234931,WAT (Water),NORTH FORK 2 1,2,Closed,95.0,36.48,1.04,NO,YES,45.98,-4.65,36.48,Cubic,95.0,0.0,
GENSAL,0.0,111.02,95.0,234931,WAT (Water),NORTH FORK 2 1,1,Closed,95.0,36.48,1.04,NO,YES,18.78,-4.65,36.48,Cubic,95.0,0.0,
GENROU,14.88,125.95,95.17,110311,NG (Natural Gas),FERNDALE 2 5,1,Closed,94.78,-10.56,1.01626,YES,YES,16.13,-10.56,48.44,Cubic,95.17,3.116,4.775353017
GENROU,15.9,118.26,95.17,110331,NG (Natural Gas),FERNDALE 2 7,1,Closed,94.78,-10.56,1.01626,YES,YES,21.44,-10.56,48.44,Cubic,95.17,3.331,4.773341339
GENROU,16.63,114.43,95.17,110321,NG (Natural Gas),FERNDALE 2 6,1,Closed,94.78,-10.56,1.01626,YES,YES,22.8,-10.56,48.44,Cubic,95.17,3.484,4.773249139
GENROU,17.67,125.63,95.0,800981,NG (Natural Gas),EL PASO 37 13,1,Closed,94.61,21.02,1.02214,YES,YES,41.36,-10.54,48.36,Cubic,95.0,3.702,4.773095624
GENROU,15.48,97.01,95.0,800991,NG (Natural Gas),EL PASO 37 14,1,Closed,94.61,21.02,1.02214,YES,YES,39.82,-10.54,48.36,Cubic,95.0,3.242,4.774830352
GENSAL,0.0,184.86,150.0,607471,WAT (Water),GEORGETOWN 10,1,Closed,94.45,14.47,1.02508,NO,YES,58.64,-7.35,57.6,Cubic,150.0,0.0,
,0.0,99.78,98.7,136341,WND (Wind),WASCO 3 1,1,Closed,94.34,-14.21,1.04,NO,YES,30.85,-14.21,21.02,Cubic,98.7,0.0,
GENSAL,0.0,131.63,112.5,109211,WAT (Water),ROCKPORT 3 6,1,Closed,93.79,-5.51,1.02018,NO,YES,55.99,-5.51,43.2,Cubic,112.5,0.0,
GENROU,15.4,115.42,94.0,108951,NG (Natural Gas),BURLINGTON 2 4,1,Closed,93.62,-10.43,1.02508,YES,YES,38.95,-10.43,47.85,Cubic,94.0,3.228,4.770755886
GENROU,15.49,118.83,94.0,108971,NG (Natural Gas),BURLINGTON 2 6,1,Closed,93.62,-10.43,1.02508,YES,YES,28.67,-10.43,47.85,Cubic,94.0,3.247,4.770557438
GENROU,17.33,138.07,94.0,108981,NG (Natural Gas),BURLINGTON 2 7,1,Closed,93.62,-10.43,1.02508,YES,YES,39.72,-10.43,47.85,Cubic,94.0,3.633,4.7701624
GENROU,15.17,108.98,94.0,108961,NG (Natural Gas),BURLINGTON 2 5,1,Closed,93.62,-10.43,1.02508,YES,YES,11.61,-10.43,47.85,Cubic,94.0,3.18,4.770440252
GENROU,17.98,118.87,93.25,303001,NG (Natural Gas),LAS VEGAS 69 6,1,Closed,92.87,34.43,1.02312,YES,YES,9.73,-10.35,47.46,Cubic,93.25,3.769,4.770496153
GENROU,20.87,136.49,93.25,303011,NG (Natural Gas),LAS VEGAS 69 7,1,Closed,92.87,34.43,1.02312,YES,YES,41.79,-10.35,47.46,Cubic,93.25,4.375,4.770285714
GENROU,17.08,97.48,93.03,504431,NG (Natural Gas),SALT LAKE CITY 32 1,4,Closed,92.66,3.82,1.0241,YES,YES,39.86,-10.33,47.35,Cubic,93.03,3.292,5.188335358
GENROU,16.95,97.78,93.03,504431,NG (Natural Gas),SALT LAKE CITY 32 1,5,Closed,92.65,3.82,1.0241,YES,YES,35.42,-10.33,47.35,Cubic,93.03,3.292,5.148845687
GENROU,14.41,101.45,93.03,504431,NG (Natural Gas),SALT LAKE CITY 32 1,6,Closed,92.65,3.82,1.0241,YES,YES,24.51,-10.33,47.35,Cubic,93.03,3.292,4.37727825
,0.0,110.95,102.4,532771,WND (Wind),CUBERO 5,1,Closed,92.38,-14.75,1.01528,NO,YES,39.93,-14.75,21.81,Cubic,102.4,0.0,
GENROU,21.46,317.94,244.27,303751,NG (Natural Gas),LAS VEGAS 72 7,1,Closed,92.04,80.48,1.02018,YES,YES,88.46,-27.11,124.33,Cubic,244.27,4.317,4.971044707
,0.0,154.45,136.3,109821,WND (Wind),ELLENSBURG 4 4,1,Closed,92.02,20.38,1.04386,NO,YES,58.61,-19.63,29.03,Cubic,136.3,0.0,
GENROU,21.47,249.52,206.33,408881,NG (Natural Gas),GILA BEND 5 6,1,Closed,91.97,-22.9,1.01528,YES,YES,88.95,-22.9,105.02,Cubic,206.33,4.364,4.91979835
GENSAL,0.0,182.17,150.0,234531,WAT (Water),TRACY 8 4,1,Closed,91.83,-7.35,1.02018,NO,YES,23.06,-7.35,57.6,Cubic,150.0,0.0,
,0.0,114.57,102.0,504211,WND (Wind),MILFORD 4 2,1,Closed,91.74,21.73,1.062,NO,YES,49.63,-14.69,21.73,Cubic,102.0,0.0,
GENSAL,0.0,129.99,107.0,772241,WAT (Water),HUNGRY HORSE 4,1,Closed,90.98,17.46,1.01724,NO,YES,36.16,-5.24,41.09,Cubic,107.0,0.0,
,0.0,141.0,115.9,407011,SUN (Solar),DATELAND 1 4,1,Closed,90.97,0.0,1.01303,NO,YES,36.56,0.0,0.0,Cubic,115.9,0.0,
,0.0,222.87,168.0,260121,WND (Wind),MOJAVE 11 3,1,Closed,90.81,35.78,1.045,NO,YES,18.33,-24.19,35.78,Cubic,168.0,0.0,
GENSAL,0.0,194.54,133.33,742761,WAT (Water),AHSAHKA 5,1,Closed,90.64,29.03,1.041,NO,YES,30.48,-6.53,51.2,Cubic,133.33,0.0,
GENSAL,0.0,259.85,173.23,409851,WAT (Water),CHLORIDE 2 7,1,Closed,90.55,29.4,1.0241,NO,YES,26.93,-8.49,66.52,Cubic,173.23,0.0,
GENROU,27.49,277.33,277.33,701251,BIT (Bituminous Coal),KEMMERER 2 4,1,Closed,90.53,-33.83,1.01499,YES,YES,86.47,-33.83,129.24,Cubic,277.33,3.365,8.169390788
GENSAL,0.0,172.19,135.0,109491,WAT (Water),KAHLOTUS 9,1,Closed,90.42,-6.62,1.02,NO,YES,45.91,-6.62,51.84,Cubic,135.0,0.0,
GENSAL,0.0,106.16,105.0,771911,WAT (Water),LIBBY 2 7,1,Closed,90.22,-5.14,1.02116,NO,YES,20.78,-5.14,40.32,Cubic,105.0,0.0,
GENROU,15.65,105.01,90.3,742231,NG (Natural Gas),MOUNTAIN HOME 3 1,2,Closed,89.93,-10.02,1.0192,YES,YES,33.74,-10.02,45.96,Cubic,90.3,3.78,4.14021164
GENROU,14.39,123.18,90.3,742231,NG (Natural Gas),MOUNTAIN HOME 3 1,3,Closed,89.93,-10.02,1.0192,YES,YES,21.65,-10.02,45.96,Cubic,90.3,3.78,3.806878307
GENSAL,0.0,152.33,105.0,771901,WAT (Water),LIBBY 2 6,1,Closed,89.78,-5.14,1.02116,NO,YES,18.65,-5.14,40.32,Cubic,105.0,0.0,
GENSAL,0.0,117.23,117.08,742521,WAT (Water),CAMBRIDGE 3,1,Closed,89.21,-0.07,1.0143,NO,YES,12.67,-5.74,44.96,Cubic,117.08,0.0,
GENROU,14.95,116.35,88.9,108361,NG (Natural Gas),TACOMA 20 1,1,Closed,88.54,-9.87,1.02214,YES,YES,20.57,-9.87,45.25,Cubic,88.9,3.141,4.759630691
GENROU,15.2,90.43,88.9,108361,NG (Natural Gas),TACOMA 20 1,2,Closed,88.54,-9.87,1.02214,YES,YES,14.92,-9.87,45.25,Cubic,88.9,3.141,4.839223177
GENROU,17.76,89.53,88.83,532441,NG (Natural Gas),SUNLAND PARK 2 7,1,Closed,88.47,45.22,1.04414,YES,YES,28.97,-9.86,45.22,Cubic,88.83,3.731,4.760117931
GENROU,16.93,112.21,88.83,532421,NG (Natural Gas),SUNLAND PARK 2 5,1,Closed,88.47,45.22,1.04414,YES,YES,28.75,-9.86,45.22,Cubic,88.83,3.558,4.758291175
GENROU,19.07,116.81,88.83,532431,NG (Natural Gas),SUNLAND PARK 2 6,1,Closed,88.47,45.22,1.04414,YES,YES,11.67,-9.86,45.22,Cubic,88.83,4.007,4.75917145
GENSAL,0.0,157.85,119.0,203911,WAT (Water),REDDING 8 5,1,Closed,88.31,-5.83,1.02508,NO,YES,39.77,-5.83,45.7,Cubic,119.0,0.0,
GENSAL,0.0,177.11,135.0,108331,WAT (Water),POMEROY 1 10,1,Closed,88.14,-6.62,1.02312,NO,YES,49.28,-6.62,51.84,Cubic,135.0,0.0,
GENSAL,0.0,155.76,130.5,135981,WAT (Water),OXBOW 2 5,1,Closed,88.03,50.11,1.02,NO,YES,23.48,-6.39,50.11,Cubic,130.5,0.0,
,0.0,157.4,124.5,743101,WND (Wind),IONA 2 3,1,Closed,88.0,26.52,1.0369,NO,YES,43.09,-17.93,26.52,Cubic,124.5,0.0,
GENROU,19.95,310.59,232.67,109301,NG (Natural Gas),CHEHALIS 2 3,1,Closed,87.57,58.32,1.044,YES,YES,84.16,-25.83,118.43,Cubic,232.67,4.029,4.951600894
GENROU,14.44,110.05,87.8,108891,NG (Natural Gas),SUMAS 3,1,Closed,87.44,42.4,1.0327,YES,YES,43.63,-9.75,44.69,Cubic,87.8,3.034,4.75939354
GENSAL,0.0,120.81,100.5,108501,WAT (Water),BURBANK 2 7,1,Closed,87.3,-4.92,1.00298,NO,YES,48.48,-4.92,38.59,Cubic,100.5,0.0,
,0.0,123.54,103.3,701601,WND (Wind),GLENROCK 5 2,1,Closed,87.22,22.0,1.044,NO,YES,42.38,-14.88,22.0,Cubic,103.3,0.0,
GENROU,21.49,253.18,198.9,607171,NG (Natural Gas),AURORA 19 5,1,Closed,87.06,101.24,1.044,YES,YES,84.15,-22.08,101.24,Cubic,198.9,4.38,4.906392694
GENROU,21.8,233.71,183.53,407981,NG (Natural Gas),PHOENIX 73 5,1,Closed,86.75,-5.92,1.02704,YES,YES,84.06,-20.37,93.42,Cubic,183.53,4.463,4.884606767
GENROU,16.38,126.81,86.95,205231,NG (Natural Gas),SACRAMENTO 37 1,1,Closed,86.6,17.52,1.01822,YES,YES,24.17,-9.65,44.26,Cubic,86.95,3.444,4.756097561
GENROU,16.13,99.91,86.95,205231,NG (Natural Gas),SACRAMENTO 37 1,2,Closed,86.6,17.52,1.01822,YES,YES,37.74,-9.65,44.26,Cubic,86.95,3.444,4.683507549
,0.0,122.8,122.8,134661,WND (Wind),HELIX 1 3,1,Closed,86.5,-17.68,1.02855,NO,YES,18.27,-17.68,26.16,Cubic,122.8,0.0,
GENROU,20.72,117.3,86.7,407221,NG (Natural Gas),YUMA 6 1,2,Closed,86.35,-9.62,1.0192,YES,YES,38.0,-9.62,44.13,Cubic,86.7,4.113,5.037685388
,0.0,112.35,103.3,701141,WND (Wind),ROCK RIVER 1 3,1,Closed,86.23,22.0,1.044,NO,YES,14.82,-14.88,22.0,Cubic,103.3,0.0,
GENROU,11.95,86.63,85.67,608521,BIT (Bituminous Coal),COLORADO SPRINGS 34 1,3,Closed,85.32,39.92,1.041,YES,YES,17.57,-10.45,39.92,Cubic,85.67,1.736,6.883640553
GENROU,14.17,127.09,85.67,608521,BIT (Bituminous Coal),COLORADO SPRINGS 34 1,1,Closed,85.32,39.92,1.041,YES,YES,31.52,-10.45,39.92,Cubic,85.67,1.736,8.162442396
GENROU,17.63,128.03,85.67,608521,BIT (Bituminous Coal),COLORADO SPRINGS 34 1,2,Closed,85.32,39.92,1.041,YES,YES,30.6,-10.45,39.92,Cubic,85.67,1.736,10.15552995
GENSAL,0.0,153.99,117.9,202951,WAT (Water),BELDEN 2,1,Closed,85.3,45.27,1.056,NO,YES,48.53,-5.78,45.27,Cubic,117.9,0.0,
GENSAL,0.0,201.13,159.27,106841,WAT (Water),MATTAWA 2 5,1,Closed,85.29,58.95,1.04645,NO,YES,32.41,-7.8,61.16,Cubic,159.27,0.0,
GENSAL,0.0,146.73,129.0,110791,WAT (Water),PATEROS 6,1,Closed,84.92,-6.32,1.01424,NO,YES,51.74,-6.32,49.54,Cubic,129.0,0.0,
GENROU,19.52,85.0,85.0,408651,NG (Natural Gas),TUCSON 51 1,1,Closed,84.65,43.26,1.0425,YES,YES,16.12,-9.44,43.26,Cubic,85.0,4.109,4.750547578
